memberStateCode,memberStateName,year,tonnes,heads,kgPerHead,monthNum,Date
IT,Italy,2012,81.46,44757.0,1.82,10,2012-10-01
IT,Italy,2012,74.41,41989.0,1.77,9,2012-09-01
IT,Italy,2012,79.23,45760.0,1.73,8,2012-08-01
IT,Italy,2012,74.07,43677.0,1.7,7,2012-07-01
IT,Italy,2012,72.94,41871.0,1.74,6,2012-06-01
IT,Italy,2012,82.81,46603.0,1.78,5,2012-05-01
IT,Italy,2012,73.46,41703.0,1.76,4,2012-04-01
IT,Italy,2012,79.22,44445.0,1.78,3,2012-03-01
IT,Italy,2012,75.16,41098.0,1.83,2,2012-02-01
IT,Italy,2012,78.22,42270.0,1.85,1,2012-01-01
IT,Italy,2011,76.29,42357.0,1.8,12,2011-12-01
IT,Italy,2011,75.59,42158.0,1.79,11,2011-11-01
IT,Italy,2011,76.55,43275.0,1.77,10,2011-10-01
IT,Italy,2011,75.69,42783.0,1.77,9,2011-09-01
IT,Italy,2011,73.79,42520.0,1.74,8,2011-08-01
IT,Italy,2011,73.29,42427.0,1.73,7,2011-07-01
IT,Italy,2011,75.47,43269.0,1.74,6,2011-06-01
IT,Italy,2011,78.03,44269.0,1.76,5,2011-05-01
IT,Italy,2011,71.11,41008.0,1.73,4,2011-04-01
IT,Italy,2011,74.64,42926.0,1.74,3,2011-03-01
IT,Italy,2011,72.42,41197.0,1.76,2,2011-02-01
IT,Italy,2011,71.88,40568.0,1.77,1,2011-01-01
IT,Italy,2010,72.51,41627.0,1.74,12,2010-12-01
IT,Italy,2010,76.97,40931.0,1.88,11,2010-11-01
IT,Italy,2010,75.14,41290.0,1.82,10,2010-10-01
IT,Italy,2010,73.61,41588.0,1.77,9,2010-09-01
IT,Italy,2010,69.48,40930.0,1.7,8,2010-08-01
IT,Italy,2010,70.87,41911.0,1.69,7,2010-07-01
IT,Italy,2010,70.7,41459.0,1.71,6,2010-06-01
IT,Italy,2010,73.05,41602.0,1.76,5,2010-05-01
IT,Italy,2010,72.09,40930.0,1.76,4,2010-04-01
IT,Italy,2010,74.09,42833.0,1.73,3,2010-03-01
IT,Italy,2010,65.86,37007.0,1.78,2,2010-02-01
IT,Italy,2010,70.6,39252.0,1.8,1,2010-01-01
IT,Italy,2009,74.58,41656.0,1.79,12,2009-12-01
IT,Italy,2009,68.85,38995.0,1.77,11,2009-11-01
IT,Italy,2009,70.98,41238.0,1.72,10,2009-10-01
IT,Italy,2009,70.44,41288.0,1.71,9,2009-09-01
IT,Italy,2009,66.26,39484.0,1.68,8,2009-08-01
IT,Italy,2009,74.16,44270.0,1.68,7,2009-07-01
IT,Italy,2009,70.35,41477.0,1.7,6,2009-06-01
IT,Italy,2009,68.05,40152.0,1.69,5,2009-05-01
IT,Italy,2009,65.98,39409.0,1.67,4,2009-04-01
IT,Italy,2009,65.97,39111.0,1.69,3,2009-03-01
IT,Italy,2009,60.5,35629.0,1.7,2,2009-02-01
IT,Italy,2009,65.77,38176.0,1.72,1,2009-01-01
IT,Italy,2008,65.37,38435.0,1.7,12,2008-12-01
IT,Italy,2008,61.52,36156.0,1.7,11,2008-11-01
IT,Italy,2008,69.43,40605.0,1.71,10,2008-10-01
IT,Italy,2008,69.29,40241.0,1.72,9,2008-09-01
IT,Italy,2008,62.28,38068.0,1.64,8,2008-08-01
IT,Italy,2008,67.31,41250.0,1.63,7,2008-07-01
IT,Italy,2008,63.2,37535.0,1.68,6,2008-06-01
IT,Italy,2008,68.49,39902.0,1.72,5,2008-05-01
IT,Italy,2008,68.08,39507.0,1.72,4,2008-04-01
IT,Italy,2008,64.33,37201.0,1.73,3,2008-03-01
IT,Italy,2008,63.13,35735.0,1.77,2,2008-02-01
IT,Italy,2008,66.96,38717.0,1.73,1,2008-01-01
IT,Italy,2007,60.09,31871.0,1.89,12,2007-12-01
IT,Italy,2007,62.18,34786.0,1.79,11,2007-11-01
IT,Italy,2007,68.14,37971.0,1.79,10,2007-10-01
IT,Italy,2007,62.03,34519.0,1.8,9,2007-09-01
IT,Italy,2007,63.49,36638.0,1.73,8,2007-08-01
IT,Italy,2007,63.46,36072.0,1.76,7,2007-07-01
IT,Italy,2007,58.81,33449.0,1.76,6,2007-06-01
IT,Italy,2007,65.91,35866.0,1.84,5,2007-05-01
IT,Italy,2007,57.28,31511.0,1.82,4,2007-04-01
IT,Italy,2007,60.54,33630.0,1.8,3,2007-03-01
IT,Italy,2007,52.42,29577.0,1.77,2,2007-02-01
IT,Italy,2007,58.65,32313.0,1.82,1,2007-01-01
IT,Italy,2006,54.21,28610.0,1.89,12,2006-12-01
IT,Italy,2006,54.82,30869.0,1.78,11,2006-11-01
IT,Italy,2006,60.12,33053.0,1.82,10,2006-10-01
IT,Italy,2006,59.95,32831.0,1.83,9,2006-09-01
IT,Italy,2006,57.77,33232.0,1.74,8,2006-08-01
IT,Italy,2006,50.36,30308.0,1.66,7,2006-07-01
IT,Italy,2006,48.12,28163.0,1.71,6,2006-06-01
IT,Italy,2006,53.51,28851.0,1.85,5,2006-05-01
IT,Italy,2006,48.09,25206.0,1.91,4,2006-04-01
IT,Italy,2006,53.16,27687.0,1.92,3,2006-03-01
IT,Italy,2006,43.85,23655.0,1.85,2,2006-02-01
IT,Italy,2006,44.52,22788.0,1.95,1,2006-01-01
IT,Italy,2005,51.13,24651.0,2.07,12,2005-12-01
IT,Italy,2005,57.86,30446.0,1.9,11,2005-11-01
IT,Italy,2005,60.34,32419.0,1.86,10,2005-10-01
IT,Italy,2005,62.72,34517.0,1.82,9,2005-09-01
IT,Italy,2005,61.53,35573.0,1.73,8,2005-08-01
IT,Italy,2005,57.16,33559.0,1.7,7,2005-07-01
IT,Italy,2005,56.16,32917.0,1.71,6,2005-06-01
IT,Italy,2005,62.57,34328.0,1.82,5,2005-05-01
IT,Italy,2005,59.27,32154.0,1.84,4,2005-04-01
IT,Italy,2005,57.76,32254.0,1.79,3,2005-03-01
IT,Italy,2005,53.47,28521.0,1.87,2,2005-02-01
IT,Italy,2005,55.03,29451.0,1.87,1,2005-01-01
IT,Italy,2004,59.88,31242.0,1.92,12,2004-12-01
IT,Italy,2004,58.33,31906.0,1.83,11,2004-11-01
IT,Italy,2004,58.7,32567.0,1.8,10,2004-10-01
IT,Italy,2004,61.23,33870.0,1.81,9,2004-09-01
IT,Italy,2004,59.75,34624.0,1.73,8,2004-08-01
IT,Italy,2004,59.14,33988.0,1.74,7,2004-07-01
IT,Italy,2004,55.39,31323.0,1.77,6,2004-06-01
IT,Italy,2004,57.55,31293.0,1.84,5,2004-05-01
IT,Italy,2004,59.35,31116.0,1.91,4,2004-04-01
IT,Italy,2004,61.57,33983.0,1.81,3,2004-03-01
IT,Italy,2004,55.17,29907.0,1.84,2,2004-02-01
IT,Italy,2004,57.51,31405.0,1.83,1,2004-01-01
IT,Italy,2003,58.14,30800.0,1.89,12,2003-12-01
IT,Italy,2003,56.08,31440.0,1.78,11,2003-11-01
IT,Italy,2003,60.02,34469.0,1.74,10,2003-10-01
IT,Italy,2003,63.32,37616.0,1.68,9,2003-09-01
IT,Italy,2003,49.06,30938.0,1.59,8,2003-08-01
IT,Italy,2003,58.45,35389.0,1.65,7,2003-07-01
IT,Italy,2003,54.24,31953.0,1.7,6,2003-06-01
IT,Italy,2003,61.41,34679.0,1.77,5,2003-05-01
IT,Italy,2003,57.88,32027.0,1.81,4,2003-04-01
IT,Italy,2003,52.28,27633.0,1.89,3,2003-03-01
IT,Italy,2003,51.57,27312.0,1.89,2,2003-02-01
IT,Italy,2003,60.39,32670.0,1.85,1,2003-01-01
LT,Lithuania,2025,7.85,4182.13,1.88,1,2025-01-01
LT,Lithuania,2024,7.22,3981.93,1.81,12,2024-12-01
LT,Lithuania,2024,6.87,3694.74,1.86,11,2024-11-01
LT,Lithuania,2024,7.31,3850.11,1.9,10,2024-10-01
LT,Lithuania,2024,7.14,4672.82,1.53,9,2024-09-01
LT,Lithuania,2024,7.4,5041.94,1.47,8,2024-08-01
LT,Lithuania,2024,6.75,4049.77,1.67,7,2024-07-01
LT,Lithuania,2024,6.0,3509.23,1.71,6,2024-06-01
LT,Lithuania,2024,6.71,3808.8,1.76,5,2024-05-01
LT,Lithuania,2024,7.28,3746.19,1.94,4,2024-04-01
LT,Lithuania,2024,7.53,3997.95,1.88,3,2024-03-01
LT,Lithuania,2024,6.18,3449.12,1.79,2,2024-02-01
LT,Lithuania,2024,6.83,3689.13,1.85,1,2024-01-01
LT,Lithuania,2023,6.32,3489.74,1.81,12,2023-12-01
LT,Lithuania,2023,7.05,3768.55,1.87,11,2023-11-01
LT,Lithuania,2023,7.18,3895.62,1.84,10,2023-10-01
LT,Lithuania,2023,7.04,3892.14,1.81,9,2023-09-01
LT,Lithuania,2023,7.19,3955.32,1.82,8,2023-08-01
LT,Lithuania,2023,7.33,4100.71,1.79,7,2023-07-01
LT,Lithuania,2023,7.13,3843.46,1.86,6,2023-06-01
LT,Lithuania,2023,7.47,3935.8,1.9,5,2023-05-01
LT,Lithuania,2023,6.45,3456.37,1.87,4,2023-04-01
LT,Lithuania,2023,6.75,3524.92,1.91,3,2023-03-01
LT,Lithuania,2023,6.14,3304.89,1.86,2,2023-02-01
LT,Lithuania,2023,7.0,3767.64,1.86,1,2023-01-01
LT,Lithuania,2022,7.01,3929.42,1.78,12,2022-12-01
LT,Lithuania,2022,7.22,3923.09,1.84,11,2022-11-01
LT,Lithuania,2022,7.18,3916.63,1.83,10,2022-10-01
LT,Lithuania,2022,6.64,3653.07,1.82,9,2022-09-01
LT,Lithuania,2022,7.27,3979.22,1.83,8,2022-08-01
LT,Lithuania,2022,6.88,3801.19,1.81,7,2022-07-01
LT,Lithuania,2022,7.25,3915.64,1.85,6,2022-06-01
LT,Lithuania,2022,7.25,3911.67,1.85,5,2022-05-01
LT,Lithuania,2022,7.35,3885.29,1.89,4,2022-04-01
LT,Lithuania,2022,6.55,3735.13,1.75,3,2022-03-01
LT,Lithuania,2022,6.25,3503.27,1.78,2,2022-02-01
LT,Lithuania,2022,7.41,4226.29,1.75,1,2022-01-01
LT,Lithuania,2021,8.28,4710.16,1.76,12,2021-12-01
LT,Lithuania,2021,8.26,4518.87,1.83,11,2021-11-01
LT,Lithuania,2021,9.07,4698.58,1.93,10,2021-10-01
LT,Lithuania,2021,8.51,4542.07,1.87,9,2021-09-01
LT,Lithuania,2021,6.74,3765.08,1.79,8,2021-08-01
LT,Lithuania,2021,6.54,3764.95,1.74,7,2021-07-01
LT,Lithuania,2021,6.84,3798.52,1.8,6,2021-06-01
LT,Lithuania,2021,6.32,3518.68,1.8,5,2021-05-01
LT,Lithuania,2021,6.52,3623.24,1.8,4,2021-04-01
LT,Lithuania,2021,6.17,3399.36,1.82,3,2021-03-01
LT,Lithuania,2021,5.6,3117.0,1.8,2,2021-02-01
LT,Lithuania,2021,6.2,3472.2,1.79,1,2021-01-01
LT,Lithuania,2020,6.87,3822.58,1.8,12,2020-12-01
LT,Lithuania,2020,6.81,3814.24,1.79,11,2020-11-01
LT,Lithuania,2020,8.49,4613.5,1.84,10,2020-10-01
LT,Lithuania,2020,8.36,4566.75,1.83,9,2020-09-01
LT,Lithuania,2020,8.27,4446.82,1.86,8,2020-08-01
LT,Lithuania,2020,8.1,4605.12,1.76,7,2020-07-01
LT,Lithuania,2020,8.25,4524.46,1.82,6,2020-06-01
LT,Lithuania,2020,8.09,4475.12,1.81,5,2020-05-01
LT,Lithuania,2020,8.3,4551.47,1.82,4,2020-04-01
LT,Lithuania,2020,8.77,4779.39,1.83,3,2020-03-01
LT,Lithuania,2020,7.67,4317.16,1.78,2,2020-02-01
LT,Lithuania,2020,9.1,4907.93,1.85,1,2020-01-01
LT,Lithuania,2019,8.27,4601.04,1.8,12,2019-12-01
LT,Lithuania,2019,7.64,4408.7,1.73,11,2019-11-01
LT,Lithuania,2019,8.24,4664.06,1.77,10,2019-10-01
LT,Lithuania,2019,7.72,4453.77,1.73,9,2019-09-01
LT,Lithuania,2019,7.86,4482.06,1.75,8,2019-08-01
LT,Lithuania,2019,8.08,4608.98,1.75,7,2019-07-01
LT,Lithuania,2019,7.49,4163.73,1.8,6,2019-06-01
LT,Lithuania,2019,8.97,4879.19,1.84,5,2019-05-01
LT,Lithuania,2019,8.06,4503.53,1.79,4,2019-04-01
LT,Lithuania,2019,7.83,4443.14,1.76,3,2019-03-01
LT,Lithuania,2019,7.58,4337.93,1.75,2,2019-02-01
LT,Lithuania,2019,8.9,4971.92,1.79,1,2019-01-01
LT,Lithuania,2018,8.58,4778.79,1.8,12,2018-12-01
LT,Lithuania,2018,8.86,4795.56,1.85,11,2018-11-01
LT,Lithuania,2018,9.58,5239.45,1.83,10,2018-10-01
LT,Lithuania,2018,8.11,4463.76,1.82,9,2018-09-01
LT,Lithuania,2018,8.39,4933.89,1.7,8,2018-08-01
LT,Lithuania,2018,8.59,4817.57,1.78,7,2018-07-01
LT,Lithuania,2018,8.59,4544.02,1.89,6,2018-06-01
LT,Lithuania,2018,9.26,4897.87,1.89,5,2018-05-01
LT,Lithuania,2018,8.51,4733.54,1.8,4,2018-04-01
LT,Lithuania,2018,8.34,4851.7,1.72,3,2018-03-01
LT,Lithuania,2018,7.79,4246.65,1.83,2,2018-02-01
LT,Lithuania,2018,8.19,4522.88,1.81,1,2018-01-01
LT,Lithuania,2017,8.51,4617.15,1.84,12,2017-12-01
LT,Lithuania,2017,9.07,4829.25,1.88,11,2017-11-01
LT,Lithuania,2017,9.6,5091.33,1.89,10,2017-10-01
LT,Lithuania,2017,8.34,4532.42,1.84,9,2017-09-01
LT,Lithuania,2017,7.9,4408.13,1.79,8,2017-08-01
LT,Lithuania,2017,8.54,4641.0,1.84,7,2017-07-01
LT,Lithuania,2017,8.5,4555.25,1.87,6,2017-06-01
LT,Lithuania,2017,8.61,4729.06,1.82,5,2017-05-01
LT,Lithuania,2017,8.13,4494.07,1.81,4,2017-04-01
LT,Lithuania,2017,8.45,4577.19,1.85,3,2017-03-01
LT,Lithuania,2017,7.51,3996.23,1.88,2,2017-02-01
LT,Lithuania,2017,7.79,4218.47,1.85,1,2017-01-01
LT,Lithuania,2016,7.94,4360.04,1.82,12,2016-12-01
LT,Lithuania,2016,7.9,4332.86,1.82,11,2016-11-01
LT,Lithuania,2016,8.31,4508.14,1.84,10,2016-10-01
LT,Lithuania,2016,7.96,4403.77,1.81,9,2016-09-01
LT,Lithuania,2016,7.59,4230.22,1.79,8,2016-08-01
LT,Lithuania,2016,7.08,4079.96,1.74,7,2016-07-01
LT,Lithuania,2016,8.0,4280.59,1.87,6,2016-06-01
LT,Lithuania,2016,8.35,4526.84,1.84,5,2016-05-01
LT,Lithuania,2016,8.08,4304.44,1.88,4,2016-04-01
LT,Lithuania,2016,8.35,4454.43,1.87,3,2016-03-01
LT,Lithuania,2016,7.62,4190.09,1.82,2,2016-02-01
LT,Lithuania,2016,7.95,4192.15,1.9,1,2016-01-01
LT,Lithuania,2015,8.41,4521.65,1.86,12,2015-12-01
LT,Lithuania,2015,7.48,3979.63,1.88,11,2015-11-01
LT,Lithuania,2015,8.29,4367.94,1.9,10,2015-10-01
LT,Lithuania,2015,7.7,4141.89,1.86,9,2015-09-01
LT,Lithuania,2015,7.28,4028.67,1.81,8,2015-08-01
LT,Lithuania,2015,7.27,4008.97,1.81,7,2015-07-01
LT,Lithuania,2015,6.95,3901.51,1.78,6,2015-06-01
LT,Lithuania,2015,7.31,4018.7,1.82,5,2015-05-01
LT,Lithuania,2015,7.43,3964.91,1.87,4,2015-04-01
LT,Lithuania,2015,7.55,4169.74,1.81,3,2015-03-01
LT,Lithuania,2015,7.18,3820.37,1.88,2,2015-02-01
LT,Lithuania,2015,7.6,4074.9,1.87,1,2015-01-01
LT,Lithuania,2014,7.37,4155.13,1.77,12,2014-12-01
LT,Lithuania,2014,6.84,3747.91,1.83,11,2014-11-01
LT,Lithuania,2014,8.11,4297.74,1.89,10,2014-10-01
LT,Lithuania,2014,7.45,4036.63,1.85,9,2014-09-01
LT,Lithuania,2014,7.13,3952.1,1.8,8,2014-08-01
LT,Lithuania,2014,7.71,4184.77,1.84,7,2014-07-01
LT,Lithuania,2014,7.26,3911.62,1.86,6,2014-06-01
LT,Lithuania,2014,7.48,3976.3,1.88,5,2014-05-01
LT,Lithuania,2014,7.33,3958.62,1.85,4,2014-04-01
LT,Lithuania,2014,7.39,3895.84,1.9,3,2014-03-01
LT,Lithuania,2014,6.52,3492.75,1.87,2,2014-02-01
LT,Lithuania,2014,7.34,3901.98,1.88,1,2014-01-01
LT,Lithuania,2013,7.21,3862.62,1.87,12,2013-12-01
LT,Lithuania,2013,7.27,3906.58,1.86,11,2013-11-01
LT,Lithuania,2013,8.12,4175.24,1.94,10,2013-10-01
LT,Lithuania,2013,7.44,3832.55,1.94,9,2013-09-01
LT,Lithuania,2013,6.74,3822.23,1.76,8,2013-08-01
LT,Lithuania,2013,6.6,3763.48,1.75,7,2013-07-01
LT,Lithuania,2013,6.6,3577.43,1.84,6,2013-06-01
LT,Lithuania,2013,7.43,4079.74,1.82,5,2013-05-01
LT,Lithuania,2013,7.17,3845.91,1.86,4,2013-04-01
LT,Lithuania,2013,6.11,3522.49,1.73,3,2013-03-01
LT,Lithuania,2013,6.15,3359.2,1.83,2,2013-02-01
LT,Lithuania,2013,6.1,3467.59,1.76,1,2013-01-01
LT,Lithuania,2012,6.03,3576.03,1.69,12,2012-12-01
LT,Lithuania,2012,6.23,3548.12,1.76,11,2012-11-01
LT,Lithuania,2012,6.61,3705.71,1.78,10,2012-10-01
LT,Lithuania,2012,5.77,3253.78,1.77,9,2012-09-01
LT,Lithuania,2012,6.39,3682.63,1.74,8,2012-08-01
LT,Lithuania,2012,6.17,3601.33,1.71,7,2012-07-01
LT,Lithuania,2012,5.69,3199.97,1.78,6,2012-06-01
LT,Lithuania,2012,6.54,3637.84,1.8,5,2012-05-01
LT,Lithuania,2012,6.31,3564.79,1.77,4,2012-04-01
LT,Lithuania,2012,6.39,3571.61,1.79,3,2012-03-01
LT,Lithuania,2012,5.78,3239.49,1.78,2,2012-02-01
LT,Lithuania,2012,5.87,3214.13,1.83,1,2012-01-01
LT,Lithuania,2011,6.53,3572.59,1.83,12,2011-12-01
LT,Lithuania,2011,6.19,3392.72,1.82,11,2011-11-01
LT,Lithuania,2011,6.34,3559.56,1.78,10,2011-10-01
LT,Lithuania,2011,5.92,3420.41,1.73,9,2011-09-01
LT,Lithuania,2011,5.95,3483.56,1.71,8,2011-08-01
LT,Lithuania,2011,5.44,3138.54,1.73,7,2011-07-01
LT,Lithuania,2011,5.53,3213.67,1.72,6,2011-06-01
LT,Lithuania,2011,5.67,3144.91,1.8,5,2011-05-01
LT,Lithuania,2011,5.12,2904.36,1.76,4,2011-04-01
LT,Lithuania,2011,5.4,3108.71,1.74,3,2011-03-01
LT,Lithuania,2011,4.31,2481.24,1.74,2,2011-02-01
LT,Lithuania,2011,5.55,3225.37,1.72,1,2011-01-01
LT,Lithuania,2010,3.33,1972.2,1.69,12,2010-12-01
LT,Lithuania,2010,6.3,3498.89,1.8,11,2010-11-01
LT,Lithuania,2010,5.9,3414.81,1.73,10,2010-10-01
LT,Lithuania,2010,5.39,3063.08,1.76,9,2010-09-01
LT,Lithuania,2010,5.78,3633.77,1.59,8,2010-08-01
LT,Lithuania,2010,5.85,3528.69,1.66,7,2010-07-01
LT,Lithuania,2010,5.51,3247.87,1.7,6,2010-06-01
LT,Lithuania,2010,5.28,3154.75,1.67,5,2010-05-01
LT,Lithuania,2010,5.26,3150.86,1.67,4,2010-04-01
LT,Lithuania,2010,5.47,3276.74,1.67,3,2010-03-01
LT,Lithuania,2010,4.66,2792.25,1.67,2,2010-02-01
LT,Lithuania,2010,5.26,3042.92,1.73,1,2010-01-01
LT,Lithuania,2009,6.3,3714.42,1.7,12,2009-12-01
LT,Lithuania,2009,4.64,2668.26,1.74,11,2009-11-01
LT,Lithuania,2009,5.47,3172.84,1.72,10,2009-10-01
LT,Lithuania,2009,5.1,2979.34,1.71,9,2009-09-01
LT,Lithuania,2009,4.57,2806.05,1.63,8,2009-08-01
LT,Lithuania,2009,4.14,2521.61,1.64,7,2009-07-01
LT,Lithuania,2009,4.73,2788.89,1.7,6,2009-06-01
LT,Lithuania,2009,4.95,2885.83,1.72,5,2009-05-01
LT,Lithuania,2009,4.92,2944.14,1.67,4,2009-04-01
LT,Lithuania,2009,5.12,3012.77,1.7,3,2009-03-01
LT,Lithuania,2009,4.16,2475.47,1.68,2,2009-02-01
LT,Lithuania,2009,4.28,2560.15,1.67,1,2009-01-01
LT,Lithuania,2008,4.9,2944.81,1.66,12,2008-12-01
LT,Lithuania,2008,4.81,2898.0,1.66,11,2008-11-01
LT,Lithuania,2008,5.31,3241.0,1.64,10,2008-10-01
LT,Lithuania,2008,4.83,3055.66,1.58,9,2008-09-01
LT,Lithuania,2008,4.73,3038.07,1.56,8,2008-08-01
LT,Lithuania,2008,5.29,3410.72,1.55,7,2008-07-01
LT,Lithuania,2008,4.83,2966.71,1.63,6,2008-06-01
LT,Lithuania,2008,5.02,3075.56,1.63,5,2008-05-01
LT,Lithuania,2008,5.16,3052.11,1.69,4,2008-04-01
LT,Lithuania,2008,4.93,2951.51,1.67,3,2008-03-01
LT,Lithuania,2008,4.65,2783.4,1.67,2,2008-02-01
LT,Lithuania,2008,4.97,2963.66,1.68,1,2008-01-01
LT,Lithuania,2007,5.18,3125.86,1.66,12,2007-12-01
LT,Lithuania,2007,5.24,3235.42,1.62,11,2007-11-01
LT,Lithuania,2007,5.33,3484.09,1.53,10,2007-10-01
LT,Lithuania,2007,5.03,3015.32,1.67,9,2007-09-01
LT,Lithuania,2007,5.82,3641.45,1.6,8,2007-08-01
LT,Lithuania,2007,4.99,3045.69,1.64,7,2007-07-01
LT,Lithuania,2007,5.1,3104.34,1.64,6,2007-06-01
LT,Lithuania,2007,5.52,3354.75,1.65,5,2007-05-01
LT,Lithuania,2007,5.54,3305.8,1.68,4,2007-04-01
LT,Lithuania,2007,5.39,3325.93,1.62,3,2007-03-01
LT,Lithuania,2007,4.84,2983.68,1.62,2,2007-02-01
LT,Lithuania,2007,5.23,3167.72,1.65,1,2007-01-01
LT,Lithuania,2006,5.07,2987.93,1.7,12,2006-12-01
LT,Lithuania,2006,5.14,3180.8,1.62,11,2006-11-01
LT,Lithuania,2006,5.11,3226.72,1.58,10,2006-10-01
LT,Lithuania,2006,4.92,3023.84,1.63,9,2006-09-01
LT,Lithuania,2006,5.21,3173.28,1.64,8,2006-08-01
LT,Lithuania,2006,4.76,3072.02,1.55,7,2006-07-01
LT,Lithuania,2006,5.09,3286.95,1.55,6,2006-06-01
LT,Lithuania,2006,5.21,3165.98,1.65,5,2006-05-01
LT,Lithuania,2006,5.21,3246.8,1.6,4,2006-04-01
LT,Lithuania,2006,5.54,3298.24,1.68,3,2006-03-01
LT,Lithuania,2006,5.09,2690.65,1.89,2,2006-02-01
LT,Lithuania,2006,5.05,3133.11,1.61,1,2006-01-01
LU,Luxembourg,2025,0.0,0.0,0.0,2,2025-02-01
LU,Luxembourg,2025,0.0,0.0,0.0,1,2025-01-01
LU,Luxembourg,2024,0.0,0.0,0.0,12,2024-12-01
LU,Luxembourg,2024,0.0,0.0,0.0,11,2024-11-01
LU,Luxembourg,2024,0.0,0.0,0.0,10,2024-10-01
LU,Luxembourg,2024,0.0,0.0,0.0,9,2024-09-01
LU,Luxembourg,2024,0.0,0.0,0.0,8,2024-08-01
LU,Luxembourg,2024,0.0,0.0,0.0,7,2024-07-01
LU,Luxembourg,2024,0.0,0.0,0.0,6,2024-06-01
LU,Luxembourg,2024,0.0,0.0,0.0,5,2024-05-01
LU,Luxembourg,2024,0.0,0.0,0.0,4,2024-04-01
LU,Luxembourg,2024,0.0,0.0,0.0,3,2024-03-01
LU,Luxembourg,2024,0.0,0.0,0.0,2,2024-02-01
LU,Luxembourg,2024,0.0,0.0,0.0,1,2024-01-01
LU,Luxembourg,2023,0.0,0.0,0.0,12,2023-12-01
LU,Luxembourg,2023,0.0,0.0,0.0,11,2023-11-01
LU,Luxembourg,2023,0.0,0.0,0.0,10,2023-10-01
LU,Luxembourg,2023,0.0,0.0,0.0,9,2023-09-01
LU,Luxembourg,2023,0.0,0.0,0.0,8,2023-08-01
LU,Luxembourg,2023,0.0,0.0,0.0,7,2023-07-01
LU,Luxembourg,2023,0.0,0.0,0.0,6,2023-06-01
LU,Luxembourg,2023,0.0,0.0,0.0,5,2023-05-01
LU,Luxembourg,2023,0.0,0.0,0.0,4,2023-04-01
LU,Luxembourg,2023,0.0,0.0,0.0,3,2023-03-01
LU,Luxembourg,2023,0.0,0.0,0.0,2,2023-02-01
LU,Luxembourg,2023,0.0,0.0,0.0,1,2023-01-01
LU,Luxembourg,2022,0.0,0.0,0.0,12,2022-12-01
LU,Luxembourg,2022,0.0,0.0,0.0,11,2022-11-01
LU,Luxembourg,2022,0.0,0.0,0.0,10,2022-10-01
LU,Luxembourg,2022,0.0,0.0,0.0,9,2022-09-01
LU,Luxembourg,2022,0.0,0.0,0.0,8,2022-08-01
LU,Luxembourg,2022,0.0,0.0,0.0,7,2022-07-01
LU,Luxembourg,2022,0.0,0.0,0.0,6,2022-06-01
LU,Luxembourg,2022,0.0,0.0,0.0,5,2022-05-01
LU,Luxembourg,2022,0.0,0.0,0.0,4,2022-04-01
LU,Luxembourg,2022,0.0,0.0,0.0,3,2022-03-01
LU,Luxembourg,2022,0.0,0.0,0.0,2,2022-02-01
LU,Luxembourg,2022,0.0,0.0,0.0,1,2022-01-01
LU,Luxembourg,2021,0.0,0.0,0.0,12,2021-12-01
LU,Luxembourg,2021,0.0,0.0,0.0,11,2021-11-01
LU,Luxembourg,2021,0.0,0.0,0.0,10,2021-10-01
LU,Luxembourg,2021,0.0,0.0,0.0,9,2021-09-01
LU,Luxembourg,2021,0.0,0.0,0.0,8,2021-08-01
LU,Luxembourg,2021,0.0,0.0,0.0,7,2021-07-01
LU,Luxembourg,2021,0.0,0.0,0.0,6,2021-06-01
LU,Luxembourg,2021,0.0,0.0,0.0,5,2021-05-01
LU,Luxembourg,2021,0.0,0.0,0.0,4,2021-04-01
LU,Luxembourg,2021,0.0,0.0,0.0,3,2021-03-01
LU,Luxembourg,2021,0.0,0.0,0.0,2,2021-02-01
LU,Luxembourg,2021,0.0,0.0,0.0,1,2021-01-01
LU,Luxembourg,2020,0.0,0.0,0.0,12,2020-12-01
LU,Luxembourg,2020,0.0,0.0,0.0,11,2020-11-01
LU,Luxembourg,2020,0.0,0.0,0.0,10,2020-10-01
LU,Luxembourg,2020,0.0,0.0,0.0,9,2020-09-01
LU,Luxembourg,2020,0.0,0.0,0.0,8,2020-08-01
LU,Luxembourg,2020,0.0,0.0,0.0,7,2020-07-01
LU,Luxembourg,2020,0.0,0.0,0.0,6,2020-06-01
LU,Luxembourg,2020,0.0,0.0,0.0,5,2020-05-01
LU,Luxembourg,2020,0.0,0.0,0.0,4,2020-04-01
LU,Luxembourg,2020,0.0,0.0,0.0,3,2020-03-01
LU,Luxembourg,2020,0.0,0.0,0.0,2,2020-02-01
LU,Luxembourg,2020,0.0,0.0,0.0,1,2020-01-01
LU,Luxembourg,2019,0.0,0.0,0.0,12,2019-12-01
LU,Luxembourg,2019,0.0,0.0,0.0,11,2019-11-01
LU,Luxembourg,2019,0.0,0.0,0.0,10,2019-10-01
LU,Luxembourg,2019,0.0,0.0,0.0,9,2019-09-01
LU,Luxembourg,2019,0.0,0.0,0.0,8,2019-08-01
LU,Luxembourg,2019,0.0,0.0,0.0,7,2019-07-01
LU,Luxembourg,2019,0.0,0.0,0.0,6,2019-06-01
LU,Luxembourg,2019,0.0,0.0,0.0,5,2019-05-01
