memberStateCode,memberStateName,year,tonnes,heads,kgPerHead,monthNum,Date
CY,Cyprus,2013,2.08,1041.01,2.0,5,2013-05-01
CY,Cyprus,2013,1.75,873.91,2.0,4,2013-04-01
CY,Cyprus,2013,1.83,913.82,2.0,3,2013-03-01
CY,Cyprus,2013,2.07,1035.21,2.0,2,2013-02-01
CY,Cyprus,2013,1.97,984.78,2.0,1,2013-01-01
CY,Cyprus,2012,2.28,1139.4,2.0,12,2012-12-01
CY,Cyprus,2012,1.92,957.88,2.0,11,2012-11-01
CY,Cyprus,2012,1.83,915.29,2.0,10,2012-10-01
CY,Cyprus,2012,2.1,1051.15,2.0,9,2012-09-01
CY,Cyprus,2012,2.13,1065.17,2.0,8,2012-08-01
CY,Cyprus,2012,2.23,1113.08,2.0,7,2012-07-01
CY,Cyprus,2012,2.38,1191.85,2.0,6,2012-06-01
CY,Cyprus,2012,2.09,1044.9,2.0,5,2012-05-01
CY,Cyprus,2012,1.83,912.45,2.01,4,2012-04-01
CY,Cyprus,2012,1.98,989.03,2.0,3,2012-03-01
CY,Cyprus,2012,2.19,1097.06,2.0,2,2012-02-01
CY,Cyprus,2012,2.19,1096.52,2.0,1,2012-01-01
CY,Cyprus,2011,2.14,1067.34,2.0,12,2011-12-01
CY,Cyprus,2011,2.36,1180.58,2.0,11,2011-11-01
CY,Cyprus,2011,2.17,1086.0,2.0,10,2011-10-01
CY,Cyprus,2011,2.22,1110.32,2.0,9,2011-09-01
CY,Cyprus,2011,2.12,1057.99,2.0,8,2011-08-01
CY,Cyprus,2011,2.42,1207.35,2.0,7,2011-07-01
CY,Cyprus,2011,2.31,1153.85,2.0,6,2011-06-01
CY,Cyprus,2011,2.31,1153.99,2.0,5,2011-05-01
CY,Cyprus,2011,2.05,1024.64,2.0,4,2011-04-01
CY,Cyprus,2011,2.26,1131.13,2.0,3,2011-03-01
CY,Cyprus,2011,2.36,1178.11,2.0,2,2011-02-01
CY,Cyprus,2011,2.52,1258.71,2.0,1,2011-01-01
CY,Cyprus,2010,2.45,1224.44,2.0,12,2010-12-01
CY,Cyprus,2010,2.24,1118.37,2.0,11,2010-11-01
CY,Cyprus,2010,2.33,1163.35,2.0,10,2010-10-01
CY,Cyprus,2010,2.47,1232.26,2.0,9,2010-09-01
CY,Cyprus,2010,2.37,1184.37,2.0,8,2010-08-01
CY,Cyprus,2010,2.26,1131.82,2.0,7,2010-07-01
CY,Cyprus,2010,2.27,1136.17,2.0,6,2010-06-01
CY,Cyprus,2010,2.35,1176.64,2.0,5,2010-05-01
CY,Cyprus,2010,1.93,965.85,2.0,4,2010-04-01
CY,Cyprus,2010,2.07,1037.06,2.0,3,2010-03-01
CY,Cyprus,2010,2.5,1247.75,2.0,2,2010-02-01
CY,Cyprus,2010,2.24,1117.86,2.0,1,2010-01-01
CY,Cyprus,2009,2.37,1184.0,2.0,12,2009-12-01
CY,Cyprus,2009,2.15,1075.96,2.0,11,2009-11-01
CY,Cyprus,2009,1.95,976.43,2.0,10,2009-10-01
CY,Cyprus,2009,2.18,1088.46,2.0,9,2009-09-01
CY,Cyprus,2009,2.35,1176.26,2.0,8,2009-08-01
CY,Cyprus,2009,2.38,1188.38,2.0,7,2009-07-01
CY,Cyprus,2009,2.12,1058.27,2.0,6,2009-06-01
CY,Cyprus,2009,2.42,1211.12,2.0,5,2009-05-01
CY,Cyprus,2009,2.21,1102.89,2.0,4,2009-04-01
CY,Cyprus,2009,2.27,1133.73,2.0,3,2009-03-01
CY,Cyprus,2009,2.31,1153.23,2.0,2,2009-02-01
CY,Cyprus,2009,2.17,1087.09,2.0,1,2009-01-01
CY,Cyprus,2008,2.41,1205.57,2.0,12,2008-12-01
CY,Cyprus,2008,2.39,1192.06,2.0,11,2008-11-01
CY,Cyprus,2008,2.14,1066.95,2.01,10,2008-10-01
CY,Cyprus,2008,2.07,1033.36,2.0,9,2008-09-01
CY,Cyprus,2008,2.38,1189.75,2.0,8,2008-08-01
CY,Cyprus,2008,2.49,1243.62,2.0,7,2008-07-01
CY,Cyprus,2008,2.47,1234.62,2.0,6,2008-06-01
CY,Cyprus,2008,2.23,1113.15,2.0,5,2008-05-01
CY,Cyprus,2008,2.29,1145.13,2.0,4,2008-04-01
CY,Cyprus,2008,2.57,1282.71,2.0,3,2008-03-01
CY,Cyprus,2008,2.45,1222.94,2.0,2,2008-02-01
CY,Cyprus,2008,2.48,1236.34,2.01,1,2008-01-01
CY,Cyprus,2007,2.62,1307.94,2.0,12,2007-12-01
CY,Cyprus,2007,2.37,1184.56,2.0,11,2007-11-01
CY,Cyprus,2007,2.49,1244.54,2.0,10,2007-10-01
CY,Cyprus,2007,2.13,1062.53,2.0,9,2007-09-01
CY,Cyprus,2007,2.48,1238.99,2.0,8,2007-08-01
CY,Cyprus,2007,2.85,1275.85,2.23,7,2007-07-01
CY,Cyprus,2007,2.68,1185.24,2.26,6,2007-06-01
CY,Cyprus,2007,3.01,1286.36,2.34,5,2007-05-01
CY,Cyprus,2007,2.14,967.41,2.21,4,2007-04-01
CY,Cyprus,2007,2.57,1186.23,2.17,3,2007-03-01
CY,Cyprus,2007,2.62,1150.59,2.28,2,2007-02-01
CY,Cyprus,2007,2.57,1066.42,2.41,1,2007-01-01
CY,Cyprus,2006,2.41,1201.67,2.01,12,2006-12-01
CY,Cyprus,2006,1.96,979.41,2.0,11,2006-11-01
CY,Cyprus,2006,2.31,1152.8,2.0,10,2006-10-01
CY,Cyprus,2006,2.47,1232.91,2.0,9,2006-09-01
CY,Cyprus,2006,2.73,1363.1,2.0,8,2006-08-01
CY,Cyprus,2006,2.62,1307.86,2.0,7,2006-07-01
CY,Cyprus,2006,2.11,1052.29,2.01,6,2006-06-01
CY,Cyprus,2006,1.89,943.14,2.0,5,2006-05-01
CY,Cyprus,2006,1.49,742.06,2.01,4,2006-04-01
CY,Cyprus,2006,2.1,1050.53,2.0,3,2006-03-01
CY,Cyprus,2006,2.08,1038.19,2.0,2,2006-02-01
CY,Cyprus,2006,2.16,1078.08,2.0,1,2006-01-01
CY,Cyprus,2005,2.64,1317.18,2.0,12,2005-12-01
CY,Cyprus,2005,2.74,1367.64,2.0,11,2005-11-01
CY,Cyprus,2005,2.85,1425.61,2.0,10,2005-10-01
CY,Cyprus,2005,2.94,1467.72,2.0,9,2005-09-01
CY,Cyprus,2005,2.74,1370.3,2.0,8,2005-08-01
CY,Cyprus,2005,2.77,1382.37,2.0,7,2005-07-01
CY,Cyprus,2005,3.01,1502.09,2.0,6,2005-06-01
CY,Cyprus,2005,2.91,1454.23,2.0,5,2005-05-01
CY,Cyprus,2005,2.59,1291.69,2.01,4,2005-04-01
CY,Cyprus,2005,2.48,1237.59,2.0,3,2005-03-01
CY,Cyprus,2005,2.43,1211.95,2.01,2,2005-02-01
CY,Cyprus,2005,2.42,1211.02,2.0,1,2005-01-01
CY,Cyprus,2004,2.23,1111.79,2.01,12,2004-12-01
CY,Cyprus,2004,2.36,1181.23,2.0,11,2004-11-01
CY,Cyprus,2004,2.42,1207.58,2.0,10,2004-10-01
CY,Cyprus,2004,3.07,1533.26,2.0,9,2004-09-01
CY,Cyprus,2004,2.58,1288.51,2.0,8,2004-08-01
CY,Cyprus,2004,2.72,1360.65,2.0,7,2004-07-01
CY,Cyprus,2004,2.65,1321.41,2.01,6,2004-06-01
CY,Cyprus,2004,2.85,1425.63,2.0,5,2004-05-01
CZ,Czechia,2025,13.88,9465.42,1.47,1,2025-01-01
CZ,Czechia,2024,12.62,9158.28,1.38,12,2024-12-01
CZ,Czechia,2024,13.12,9388.46,1.4,11,2024-11-01
CZ,Czechia,2024,13.82,9931.35,1.39,10,2024-10-01
CZ,Czechia,2024,13.1,9472.27,1.38,9,2024-09-01
CZ,Czechia,2024,14.24,10334.24,1.38,8,2024-08-01
CZ,Czechia,2024,14.23,10585.79,1.34,7,2024-07-01
CZ,Czechia,2024,13.25,9617.84,1.38,6,2024-06-01
CZ,Czechia,2024,13.79,10156.82,1.36,5,2024-05-01
CZ,Czechia,2024,13.85,10083.22,1.37,4,2024-04-01
CZ,Czechia,2024,12.79,9452.58,1.35,3,2024-03-01
CZ,Czechia,2024,12.26,9005.61,1.36,2,2024-02-01
CZ,Czechia,2024,13.18,9586.34,1.37,1,2024-01-01
CZ,Czechia,2023,12.22,8878.61,1.38,12,2023-12-01
CZ,Czechia,2023,13.18,9448.77,1.39,11,2023-11-01
CZ,Czechia,2023,14.03,9962.27,1.41,10,2023-10-01
CZ,Czechia,2023,12.25,8959.18,1.37,9,2023-09-01
CZ,Czechia,2023,14.62,10587.73,1.38,8,2023-08-01
CZ,Czechia,2023,12.83,9221.6,1.39,7,2023-07-01
CZ,Czechia,2023,14.46,10429.33,1.39,6,2023-06-01
CZ,Czechia,2023,14.58,10482.29,1.39,5,2023-05-01
CZ,Czechia,2023,12.23,8847.14,1.38,4,2023-04-01
CZ,Czechia,2023,13.89,10119.34,1.37,3,2023-03-01
CZ,Czechia,2023,11.65,8510.36,1.37,2,2023-02-01
CZ,Czechia,2023,13.15,9672.54,1.36,1,2023-01-01
CZ,Czechia,2022,13.07,9515.12,1.37,12,2022-12-01
CZ,Czechia,2022,13.55,9781.89,1.39,11,2022-11-01
CZ,Czechia,2022,12.86,9289.95,1.38,10,2022-10-01
CZ,Czechia,2022,13.57,9843.27,1.38,9,2022-09-01
CZ,Czechia,2022,14.79,10803.0,1.37,8,2022-08-01
CZ,Czechia,2022,13.53,9988.61,1.35,7,2022-07-01
CZ,Czechia,2022,14.16,10409.14,1.36,6,2022-06-01
CZ,Czechia,2022,13.81,10262.96,1.35,5,2022-05-01
CZ,Czechia,2022,12.58,9408.43,1.34,4,2022-04-01
CZ,Czechia,2022,13.97,10529.54,1.33,3,2022-03-01
CZ,Czechia,2022,12.25,8923.49,1.37,2,2022-02-01
CZ,Czechia,2022,12.89,9560.96,1.35,1,2022-01-01
CZ,Czechia,2021,13.83,10200.13,1.36,12,2021-12-01
CZ,Czechia,2021,14.87,10803.05,1.38,11,2021-11-01
CZ,Czechia,2021,14.23,10143.49,1.4,10,2021-10-01
CZ,Czechia,2021,14.33,10567.75,1.36,9,2021-09-01
CZ,Czechia,2021,14.99,10965.49,1.37,8,2021-08-01
CZ,Czechia,2021,14.21,10665.25,1.33,7,2021-07-01
CZ,Czechia,2021,14.76,10909.88,1.35,6,2021-06-01
CZ,Czechia,2021,13.52,10167.19,1.33,5,2021-05-01
CZ,Czechia,2021,13.6,10196.8,1.33,4,2021-04-01
CZ,Czechia,2021,14.74,11162.74,1.32,3,2021-03-01
CZ,Czechia,2021,12.25,9239.39,1.33,2,2021-02-01
CZ,Czechia,2021,12.66,9608.42,1.32,1,2021-01-01
CZ,Czechia,2020,13.02,9682.79,1.34,12,2020-12-01
CZ,Czechia,2020,13.28,9946.27,1.34,11,2020-11-01
CZ,Czechia,2020,14.27,10349.35,1.38,10,2020-10-01
CZ,Czechia,2020,14.33,10647.2,1.35,9,2020-09-01
CZ,Czechia,2020,13.5,10123.62,1.33,8,2020-08-01
CZ,Czechia,2020,13.96,10819.46,1.29,7,2020-07-01
CZ,Czechia,2020,14.17,10715.71,1.32,6,2020-06-01
CZ,Czechia,2020,12.97,9915.19,1.31,5,2020-05-01
CZ,Czechia,2020,13.58,10124.54,1.34,4,2020-04-01
CZ,Czechia,2020,13.57,10330.43,1.31,3,2020-03-01
CZ,Czechia,2020,11.48,8791.43,1.31,2,2020-02-01
CZ,Czechia,2020,13.05,9732.19,1.34,1,2020-01-01
CZ,Czechia,2019,11.64,8867.95,1.31,12,2019-12-01
CZ,Czechia,2019,13.35,9790.27,1.36,11,2019-11-01
CZ,Czechia,2019,14.68,10755.44,1.36,10,2019-10-01
CZ,Czechia,2019,13.28,9838.31,1.35,9,2019-09-01
CZ,Czechia,2019,13.81,10503.55,1.31,8,2019-08-01
CZ,Czechia,2019,14.34,10915.03,1.31,7,2019-07-01
CZ,Czechia,2019,12.5,9544.85,1.31,6,2019-06-01
CZ,Czechia,2019,14.41,10747.52,1.34,5,2019-05-01
CZ,Czechia,2019,13.35,10090.64,1.32,4,2019-04-01
CZ,Czechia,2019,12.68,9474.42,1.34,3,2019-03-01
CZ,Czechia,2019,11.65,8979.17,1.3,2,2019-02-01
CZ,Czechia,2019,12.87,9828.16,1.31,1,2019-01-01
CZ,Czechia,2018,11.61,8830.09,1.31,12,2018-12-01
CZ,Czechia,2018,13.36,10060.05,1.33,11,2018-11-01
CZ,Czechia,2018,13.85,10350.81,1.34,10,2018-10-01
CZ,Czechia,2018,12.08,9005.63,1.34,9,2018-09-01
CZ,Czechia,2018,13.4,10294.67,1.3,8,2018-08-01
CZ,Czechia,2018,13.32,10086.32,1.32,7,2018-07-01
CZ,Czechia,2018,12.74,9723.66,1.31,6,2018-06-01
CZ,Czechia,2018,13.49,10357.34,1.3,5,2018-05-01
CZ,Czechia,2018,12.4,9496.32,1.31,4,2018-04-01
CZ,Czechia,2018,13.01,9882.74,1.32,3,2018-03-01
CZ,Czechia,2018,11.15,8498.77,1.31,2,2018-02-01
CZ,Czechia,2018,12.34,9286.54,1.33,1,2018-01-01
CZ,Czechia,2017,11.77,8822.15,1.33,12,2017-12-01
CZ,Czechia,2017,12.76,9443.65,1.35,11,2017-11-01
CZ,Czechia,2017,13.46,9986.22,1.35,10,2017-10-01
CZ,Czechia,2017,12.73,9368.46,1.36,9,2017-09-01
CZ,Czechia,2017,13.35,10159.78,1.31,8,2017-08-01
CZ,Czechia,2017,12.22,9395.31,1.3,7,2017-07-01
CZ,Czechia,2017,13.08,9986.41,1.31,6,2017-06-01
CZ,Czechia,2017,13.86,10522.32,1.32,5,2017-05-01
CZ,Czechia,2017,11.29,8651.59,1.3,4,2017-04-01
CZ,Czechia,2017,12.84,9992.42,1.28,3,2017-03-01
CZ,Czechia,2017,10.85,8601.83,1.26,2,2017-02-01
CZ,Czechia,2017,11.3,8878.23,1.27,1,2017-01-01
CZ,Czechia,2016,12.44,9524.66,1.31,12,2016-12-01
