Date, Composite CUTOUT VALUE, PRIME CUTOUT VALUE, BRANDED CUTOUT VALUE, CHOICE CUTOUT VALUE, SELECT CUTOUT VALUE, UNGRADED CUTOUT VALUE,Composite Primal Rib,Prime Primal Rib,Branded Primal Rib,Choice Primal Rib,Select Primal Rib,Ungraded Primal Rib,Composite Primal Chuck,Prime Primal Chuck,Branded Primal Chuck,Choice Primal Chuck,Select Primal Chuck,Ungraded Primal Chuck,Composite Primal Round,Prime Primal Round,Branded Primal Round,Choice Primal Round,Select Primal Round,Ungraded Primal Round,Composite Primal Loin,Prime Primal Loin,Branded Primal Loin,Choice Primal Loin,Select Primal Loin,Ungraded Primal Loin,Composite Primal Brisket,Prime Primal Brisket,Branded Primal Brisket,Choice Primal Brisket,Select Primal Brisket,Ungraded Primal Brisket,Composite Primal Short Plate,Prime Primal Short Plate,Branded Primal Short Plate,Choice Primal Short Plate,Select Primal Short Plate,Ungraded Primal Short Plate,Composite Primal Flank,Prime Primal Flank,Branded Primal Flank,Choice Primal Flank,Select Primal Flank,Ungraded Primal Flank,Total Volume ,Prime Volume,Branded  Volume,Choice Volume,Select Volume,"Ungraded Volume(Cuts, Trims, Grinds)",Negotiated Sales      0-21 Day,Negotiated Sales      21+ Day,Formula Sales,Forward Contract Sales,Domestic Sales,NAFTA Exports,Overseas Exports,Delivery 0-21,Delivery 22-60,Delivery 60-90,Delivery 91 and up
2014-01-10,207.79,245.88,212.31,206.99,202.3,197.29,292.49,431.11,306.85,290.26,275.6,249.7,185.82,185.74,187.81,185.44,185.37,188.06,197.96,197.03,200.46,196.97,197.1,198.17,256.11,362.21,263.5,255.37,241.02,226.63,147.36,146.58,149.22,146.57,147.11,147.47,138.34,138.34,138.34,138.34,138.34,138.34,106.33,105.9,108.27,105.89,105.86,104.55,6651,75,977,1895,1108,2596,2237,660,3470,284,6022,175,454,5670,627,100.0,254.0
2014-01-17,217.91,254.01,221.3,215.27,212.82,208.53,298.99,419.78,302.75,290.88,282.99,257.63,199.1,198.17,202.31,198.28,197.85,203.63,211.2,210.25,213.54,210.19,210.3,209.89,263.23,370.72,269.45,257.58,250.63,236.78,154.02,153.2,156.82,153.2,153.54,153.29,144.88,144.88,144.88,144.88,144.88,144.88,111.44,111.39,112.32,111.38,111.89,110.07,6365,93,1009,1732,1167,2365,1974,871,3351,169,5527,262,575,5291,862,76.0,135.0
2014-01-24,229.18,265.12,232.46,226.59,224.86,221.44,297.65,425.71,302.21,292.86,285.16,262.38,216.12,214.83,219.31,214.82,215.36,221.25,229.78,229.23,232.74,229.12,227.84,231.6,270.21,373.27,274.84,263.45,259.54,244.12,159.61,158.77,162.13,158.76,159.61,157.7,149.24,149.24,149.24,149.24,149.24,149.24,116.09,115.02,117.34,115.0,117.15,116.07,6082,67,879,1718,917,2501,1794,779,3367,142,5316,138,628,5087,731,140.0,125.0
2014-01-31,229.63,265.14,233.18,227.26,224.56,220.78,302.45,426.06,303.81,301.64,288.4,263.98,218.8,217.03,222.26,216.67,216.16,222.07,227.73,226.2,230.84,226.19,226.06,229.05,268.94,373.76,275.83,262.86,258.48,242.77,160.82,160.77,164.11,160.75,159.0,157.88,146.39,146.39,146.39,146.39,146.39,146.39,115.62,115.25,116.68,115.24,115.57,115.09,6400,67,898,1867,1000,2567,1840,735,3495,330,5682,146,572,5274,681,181.0,263.0
2014-02-07,219.63,257.78,222.61,217.74,214.52,207.8,299.03,439.62,303.65,292.25,286.52,261.7,201.15,201.95,204.55,201.7,197.79,197.3,212.83,213.28,215.51,213.29,211.29,211.23,266.52,368.82,270.01,259.97,255.7,238.82,156.06,156.23,157.05,156.21,155.52,153.03,143.44,143.44,143.44,143.44,143.44,143.44,113.06,113.08,114.68,113.07,112.27,111.93,6125,64,925,1639,1044,2452,2277,467,3226,156,5565,177,383,5471,482,66.0,106.0
2014-02-14,211.44,249.14,213.19,208.46,206.52,200.14,292.57,421.72,289.98,284.85,281.99,256.5,190.05,190.08,191.24,189.86,186.97,185.68,201.64,200.71,204.72,200.68,199.42,200.25,261.88,370.89,265.92,253.37,251.39,235.91,148.42,148.47,150.41,148.47,147.0,147.95,140.46,140.46,140.46,140.46,140.46,140.46,110.32,109.88,111.81,109.86,110.19,109.48,6575,82,941,1862,1201,2489,2520,743,3223,88,5873,218,483,5696,759,81.0,39.0
2014-02-21,211.68,246.61,215.4,209.39,207.04,201.14,296.35,417.27,302.83,288.88,282.53,259.82,190.13,189.93,192.69,189.76,188.06,187.09,198.34,196.56,202.46,196.5,197.52,201.2,262.79,364.42,268.02,258.59,252.42,234.05,151.48,151.13,154.67,151.11,149.71,151.64,142.25,142.25,142.25,142.25,142.25,142.25,112.23,111.98,112.74,111.97,112.7,111.66,6849,77,1012,2182,1201,2377,2370,1146,3120,213,5878,219,752,5406,1037,185.0,222.0
2014-02-28,218.12,253.71,219.63,215.65,211.78,207.33,302.5,434.02,300.87,289.94,285.04,264.1,193.1,192.53,195.12,192.4,190.92,192.42,207.73,208.16,209.26,208.12,205.19,207.87,272.34,369.66,275.07,268.18,257.74,243.25,158.65,157.97,161.47,157.96,158.21,158.22,146.1,146.1,146.1,146.1,146.1,146.1,115.02,114.87,116.15,114.85,114.85,114.12,6708,95,948,1895,1104,2666,2232,955,3394,127,5967,137,604,5593,878,136.0,100.0
2014-03-07,228.95,262.3,230.37,226.53,223.85,218.66,309.92,438.13,307.81,309.31,292.39,270.98,203.03,202.97,204.12,202.73,201.58,202.02,217.8,216.38,219.85,216.31,218.2,221.41,289.59,379.68,293.14,280.98,276.32,259.64,166.14,164.3,170.32,164.29,166.04,168.73,152.02,152.02,152.02,152.02,152.02,152.02,124.85,124.74,122.69,124.74,127.04,121.36,6384,80,865,1747,973,2720,1833,1076,3312,163,5632,98,654,5138,826,231.0,189.0
2014-03-14,233.73,266.34,238.34,230.74,228.52,223.64,313.99,441.42,319.86,307.08,300.4,272.81,203.99,202.56,206.32,202.38,201.75,203.94,216.73,216.28,222.42,216.25,212.64,223.91,305.78,393.79,312.81,298.75,295.85,271.41,169.22,167.13,178.64,167.1,169.16,176.19,159.48,159.48,159.48,159.48,159.48,159.48,129.7,129.14,130.06,129.11,130.72,128.97,6718,81,883,2021,1118,2615,1890,1039,3390,399,5941,156,621,5155,865,333.0,364.0
2014-03-21,237.91,269.41,243.0,237.68,233.65,223.9,321.44,447.08,330.92,317.84,306.72,276.69,200.71,201.37,201.67,201.24,199.05,195.76,221.22,221.03,225.25,221.01,217.92,222.98,316.35,397.07,326.44,317.4,308.73,276.52,172.73,169.46,185.96,169.46,178.85,185.63,168.2,168.2,168.2,168.2,168.2,168.2,137.42,137.54,138.18,137.53,136.35,137.24,6593,60,946,1905,1133,2549,1936,975,3514,168,5872,211,511,5192,898,245.0,257.0
2014-03-28,238.21,268.17,243.69,238.54,232.82,222.58,329.61,441.11,337.09,328.63,312.13,286.11,194.12,195.29,198.33,195.28,190.94,189.71,217.18,216.58,220.89,216.55,215.03,216.75,323.16,403.28,334.1,324.36,314.07,280.17,180.9,179.77,187.98,179.75,179.61,177.11,173.54,173.54,173.54,173.54,173.54,173.54,137.4,138.64,133.59,138.63,137.96,138.94,6714,74,958,1882,1141,2658,2274,1043,3285,112,5803,102,809,5494,957,203.0,61.0
2014-04-04,232.27,268.89,238.18,233.14,224.0,216.45,334.43,444.4,340.43,328.39,310.18,284.48,188.12,205.34,188.72,189.05,186.91,185.39,206.02,206.4,209.32,206.39,204.85,203.09,314.97,404.25,333.13,321.09,292.83,273.35,180.77,179.08,188.97,179.05,177.64,184.83,167.96,167.96,167.96,167.96,167.96,167.96,135.25,134.99,136.52,134.89,134.45,135.01,6710,92,901,1724,1152,2840,2261,989,3220,241,5935,135,640,5472,926,213.0,98.0
2014-04-11,225.54,259.05,231.75,226.35,217.37,209.35,323.47,437.62,333.66,322.67,307.3,277.52,181.59,182.36,183.16,182.27,180.61,176.78,196.79,196.02,200.9,196.0,195.61,193.47,305.64,402.67,321.48,310.71,278.31,264.77,193.0,188.21,198.83,188.18,195.64,192.45,166.2,166.2,166.2,166.2,166.2,166.2,136.03,137.22,136.31,137.22,133.36,134.37,7106,76,886,1858,1248,3039,2399,978,3169,560,6290,177,639,5567,937,328.0,274.0
2014-04-18,224.32,258.41,229.8,225.11,215.83,207.96,328.61,442.57,340.16,330.02,308.92,278.76,179.97,180.63,181.44,180.57,177.48,176.56,192.5,191.78,195.75,191.75,191.62,188.32,303.15,402.97,315.43,306.88,278.43,262.47,195.55,192.42,202.19,192.4,195.31,194.17,166.99,166.99,166.99,166.99,166.99,166.99,135.6,135.32,137.57,135.3,134.39,135.42,7350,76,984,1969,1229,3093,2433,1132,3324,460,6673,166,511,5705,1005,340.0,300.0
2014-04-25,227.3,261.63,232.86,228.14,218.54,210.58,332.93,449.59,343.55,334.56,311.34,283.23,182.3,182.74,184.48,182.49,180.24,177.69,193.64,193.66,196.43,193.61,192.58,191.31,309.01,409.71,319.34,314.34,281.21,266.13,191.05,180.28,207.72,180.25,202.17,190.3,171.78,171.78,171.78,171.78,171.78,171.78,141.06,141.26,142.83,141.24,138.61,140.91,6318,76,866,1810,1128,2438,2047,859,3313,100,5373,138,807,5290,757,144.0,127.0
2014-05-02,228.77,263.7,235.46,230.17,219.04,210.16,343.7,453.63,347.17,336.01,314.14,281.52,183.04,183.62,186.19,183.46,180.61,181.48,192.4,193.41,195.72,193.39,190.5,187.64,308.64,411.87,326.84,317.53,285.51,264.07,193.51,194.39,207.47,194.38,189.3,183.57,173.63,173.63,173.63,173.63,173.63,173.63,144.76,144.91,146.83,144.89,142.41,144.44,6814,123,831,1740,1335,2784,2261,911,3489,152,5945,264,605,5700,814,130.0,170.0
2014-05-09,222.75,259.41,231.24,226.0,214.25,206.21,332.13,434.18,346.93,334.37,310.78,279.78,178.7,180.05,182.24,180.01,175.39,171.76,184.06,184.85,188.51,184.83,183.07,179.8,301.39,416.2,321.26,312.7,279.73,267.92,196.58,196.5,205.63,196.47,193.52,187.85,172.2,172.2,172.2,172.2,172.2,172.2,143.42,144.4,145.77,144.39,140.3,142.82,6652,62,802,1844,1447,2496,2234,899,3347,172,6025,301,327,5572,738,152.0,190.0
2014-05-16,222.83,258.55,228.54,225.44,213.72,205.11,339.76,439.61,353.17,340.98,320.05,280.28,178.72,179.57,180.51,179.47,176.42,174.03,181.76,183.05,183.9,182.99,180.07,179.57,301.61,412.7,316.28,310.14,275.37,258.63,188.33,191.04,187.43,191.03,186.34,190.32,172.9,172.9,172.9,172.9,172.9,172.9,144.19,145.15,147.16,145.12,140.57,143.69,6799,63,1007,1719,1350,2661,2258,928,3491,122,6014,177,609,5696,907,136.0,61.0
2014-05-23,225.09,260.01,231.29,227.25,216.06,209.08,343.63,439.64,355.67,344.93,326.4,279.74,184.05,185.23,187.52,185.0,180.36,185.62,180.21,179.82,182.93,179.8,179.26,179.02,302.91,414.19,317.55,311.26,276.35,263.09,189.02,189.44,188.5,189.42,189.88,181.0,175.73,175.73,175.73,175.73,175.73,175.73,146.53,147.42,149.66,147.41,141.86,144.97,6976,78,937,2019,1325,2616,2286,1170,3377,144,5860,233,883,5627,1070,181.0,98.0
2014-05-30,227.95,263.1,234.7,230.7,220.9,209.7,347.25,445.17,357.7,347.81,331.27,280.07,187.7,189.39,190.22,189.3,185.77,185.3,182.94,182.63,185.39,182.59,182.09,181.52,306.34,417.21,324.65,317.22,286.12,261.77,191.98,191.58,194.69,191.54,190.84,188.6,175.32,175.32,175.32,175.32,175.32,175.32,143.83,143.91,150.83,143.89,140.39,146.4,6196,72,843,1663,1197,2422,2021,883,3198,94,5246,153,797,5196,841,116.0,43.0
2014-06-06,228.74,262.29,234.46,229.78,221.06,210.34,352.55,438.86,363.28,352.31,338.43,282.79,187.6,188.26,190.04,188.12,185.0,185.48,181.45,181.08,182.89,181.06,180.65,180.86,308.68,419.99,322.81,313.77,284.71,263.68,192.27,188.92,196.83,188.88,194.59,188.19,175.14,175.14,175.14,175.14,175.14,175.14,145.31,148.16,152.21,148.14,141.2,148.02,7126,78,958,1857,1335,2897,2373,1090,3540,122,6392,192,542,5831,887,212.0,196.0
2014-06-13,228.23,264.72,234.31,229.55,221.07,211.47,354.36,456.02,366.87,354.03,341.26,286.46,186.43,187.35,189.21,187.24,183.04,186.41,181.42,181.16,182.52,181.12,180.89,180.19,305.05,420.86,320.11,310.37,285.03,264.76,192.68,193.2,199.03,193.17,189.63,190.85,177.89,177.89,177.89,177.89,177.89,177.89,151.1,152.09,153.25,152.07,147.05,148.97,7281,66,1004,1838,1358,3016,2390,1179,3622,90,6200,230,852,5862,805,293.0,321.0
2014-06-20,231.37,266.22,238.64,232.13,224.65,216.68,362.34,445.47,376.54,360.82,346.0,297.0,188.99,188.86,192.7,188.73,185.98,190.45,185.83,186.04,187.84,185.98,184.41,185.49,305.63,425.01,323.31,310.34,289.29,270.44,196.91,195.02,201.65,194.99,197.56,195.2,180.73,180.73,180.73,180.73,180.73,180.73,149.58,151.83,152.87,151.8,143.37,149.0,6884,64,947,1750,1457,2665,2073,804,3686,320,6056,284,543,5691,765,155.0,273.0
2014-06-27,237.3,272.44,243.83,238.13,231.17,220.63,367.71,457.89,381.88,366.06,350.73,303.5,195.37,195.38,198.55,195.29,192.5,196.02,191.86,191.19,192.84,191.14,191.78,191.35,314.89,431.59,329.87,319.67,299.84,275.14,198.94,202.21,208.27,202.18,199.04,179.82,181.47,181.47,181.47,181.47,181.47,181.47,148.4,149.09,151.69,149.08,144.4,147.38,6455,77,1037,1737,1144,2459,2102,747,3386,219,5578,143,733,5524,731,88.0,112.0
2014-07-04,240.94,274.76,247.26,241.22,235.47,225.47,374.58,462.96,384.95,374.32,360.05,307.58,198.72,197.59,200.93,197.4,199.08,198.74,195.91,195.03,198.05,194.98,195.15,197.36,319.36,433.47,334.39,323.59,302.84,282.55,199.58,199.56,213.82,199.54,197.6,192.76,180.73,180.73,180.73,180.73,180.73,180.73,148.99,149.44,152.41,149.43,144.87,149.4,5367,59,839,1423,1098,1948,1721,578,2761,307,4715,153,499,4487,504,132.0,243.0
2014-07-11,243.75,279.79,250.75,244.46,238.21,230.39,370.1,464.04,387.31,369.66,352.95,310.2,203.67,202.98,207.08,202.78,201.86,205.23,204.07,202.36,205.41,202.33,203.02,207.21,315.8,437.57,332.2,322.34,303.88,280.22,214.31,214.38,217.3,214.37,211.91,212.21,181.04,181.04,181.04,181.04,181.04,181.04,150.03,150.73,153.07,150.7,145.42,149.56,6866,73,969,1682,1288,2854,2101,839,3756,171,6117,239,510,5831,843,124.0,67.0
2014-07-18,245.59,285.49,251.88,245.74,238.78,233.19,354.0,457.27,370.92,354.61,329.38,306.49,208.17,207.73,210.33,207.43,207.04,205.84,210.94,209.55,213.36,209.51,209.44,214.67,318.04,452.08,331.79,320.64,303.94,284.14,211.27,212.0,213.73,212.0,208.73,212.93,186.97,186.97,186.97,186.97,186.97,186.97,151.88,152.96,155.87,152.94,145.67,151.81,6584,67,947,1747,1224,2599,2298,822,3313,151,5925,240,419,5567,868,80.0,69.0
2014-07-25,249.45,288.8,254.18,248.09,244.58,239.75,346.04,462.04,354.6,344.03,325.36,310.07,213.21,212.09,216.14,211.87,214.13,214.46,225.77,222.59,229.79,222.52,224.63,225.65,317.36,444.83,324.89,317.05,306.76,291.16,207.36,208.37,211.77,208.36,205.07,198.58,191.02,191.02,191.02,191.02,191.02,191.02,151.94,152.23,156.98,152.21,147.2,153.92,6523,74,1029,1720,1159,2541,2336,724,3355,107,5673,113,737,5564,619,195.0,145.0
2014-08-01,255.78,295.44,260.3,253.36,251.91,249.04,345.61,469.97,355.79,345.27,324.06,315.97,220.5,217.95,223.88,217.22,220.69,223.09,243.54,239.38,245.19,239.27,246.02,248.39,317.45,445.13,325.75,315.27,308.96,293.44,205.96,205.95,208.28,205.94,204.26,203.66,194.25,194.25,194.25,194.25,194.25,194.25,153.54,153.83,156.68,153.8,149.52,153.67,6194,86,866,1672,1048,2522,2042,582,3435,135,5526,131,537,5518,494,93.0,89.0
2014-08-08,259.01,300.41,263.63,258.69,253.44,248.75,345.13,477.4,362.07,349.83,317.75,315.91,223.77,224.46,225.61,224.16,223.01,222.55,255.11,252.73,256.83,252.9,255.86,255.04,316.81,442.27,323.82,314.7,305.95,287.28,205.57,205.36,208.33,205.33,204.76,200.29,193.87,193.87,193.87,193.87,193.87,193.87,150.63,149.96,154.41,149.95,149.34,150.41,5974,64,855,1536,1000,2520,2049,409,3395,121,5480,120,375,5467,428,26.0,53.0
2014-08-15,254.52,295.8,259.82,254.75,248.65,249.2,344.86,472.61,357.9,351.85,320.93,302.53,218.82,217.43,221.77,217.16,218.99,217.91,249.37,248.88,252.87,248.82,246.68,252.92,310.78,438.72,320.05,310.87,299.17,306.69,203.92,204.61,206.07,204.6,202.37,201.38,190.25,190.25,190.25,190.25,190.25,190.25,147.99,147.75,150.08,147.72,146.6,147.4,6935,79,983,1967,1411,2494,2330,687,3379,538,6362,174,398,5677,687,71.0,500.0
2014-08-22,250.67,293.62,255.35,251.91,242.37,237.5,348.55,484.4,359.48,354.99,314.01,303.97,213.84,214.43,215.33,214.35,212.13,210.55,238.86,239.25,240.26,239.23,237.87,234.57,308.81,436.79,320.5,310.22,292.31,280.5,203.43,202.97,206.0,202.96,202.45,201.11,191.02,191.02,191.02,191.02,191.02,191.02,146.35,146.33,148.47,146.32,144.22,145.84,7717,86,1080,2303,1525,2724,2573,991,3456,698,6786,238,693,6056,1000,82.0,579.0
2014-08-30,246.24,287.22,252.48,247.26,236.27,232.52,344.58,466.67,358.5,350.55,311.75,298.35,214.84,214.23,217.56,213.96,214.38,211.04,221.22,220.92,224.38,220.89,220.92,217.42,308.6,436.9,322.84,311.68,280.54,279.38,205.4,205.53,205.84,205.52,205.44,200.57,187.34,187.34,187.34,187.34,187.34,187.34,143.2,143.58,145.82,143.56,141.35,142.66,7752,86,935,2153,1420,3158,2687,846,3271,948,6953,180,620,6018,1052,236.0,446.0
2014-09-05,245.7,289.54,252.43,247.74,235.12,232.35,346.24,480.0,362.74,352.47,307.68,299.8,216.51,216.98,218.25,216.88,214.67,217.59,220.0,220.42,221.58,220.38,218.19,216.19,306.22,439.53,324.32,311.56,281.87,272.13,203.04,202.58,205.77,202.57,202.76,199.16,184.5,184.5,184.5,184.5,184.5,184.5,139.15,139.99,139.15,139.97,138.27,137.13,7165,83,964,1744,1212,3162,2375,1183,3133,473,6207,106,852,5476,1079,384.0,226.0
2014-09-12,246.71,290.11,253.42,249.06,235.74,232.83,341.2,470.02,363.45,351.17,302.73,296.54,220.17,220.74,221.52,220.53,218.53,219.25,224.39,224.28,226.0,224.25,223.64,222.42,305.64,439.88,320.63,310.91,278.23,269.55,201.42,201.63,204.8,201.62,200.61,193.67,182.51,182.51,182.51,182.51,182.51,182.51,135.12,135.35,136.77,135.34,133.44,134.68,7261,75,888,1770,1223,3305,2387,1018,3510,346,6339,150,771,5837,1052,179.0,193.0
2014-09-19,243.34,285.92,251.06,245.98,231.03,228.53,335.38,454.06,357.29,346.45,293.32,286.83,219.28,219.77,221.24,219.28,217.67,215.89,224.6,225.14,228.27,225.08,222.66,222.76,298.46,433.64,315.6,304.25,268.02,262.85,198.94,198.76,201.51,198.74,198.42,194.21,174.05,174.05,174.05,174.05,174.05,174.05,127.81,129.17,129.09,129.15,124.74,126.39,6300,70,819,1687,1122,2603,2345,586,3243,126,5690,173,437,5588,514,85.0,113.0
2014-09-26,239.82,280.11,246.85,240.57,227.39,224.05,331.86,434.95,360.13,336.59,290.6,285.46,214.8,215.57,218.32,215.5,212.23,212.27,223.12,223.27,224.94,223.25,220.46,219.19,294.18,426.61,304.02,293.53,264.46,256.36,195.69,196.9,199.07,196.87,196.75,181.11,170.9,170.9,170.9,170.9,170.9,170.9,122.57,124.23,125.56,124.21,119.78,120.08,6988,91,905,1870,1300,2823,2631,890,3246,222,6114,234,641,5882,759,195.0,152.0
2014-10-03,239.31,277.9,246.55,238.71,227.55,222.42,337.21,445.03,368.66,337.26,290.75,283.89,214.65,214.39,216.6,214.31,214.6,210.5,221.25,221.28,224.11,221.24,219.36,217.69,292.19,415.93,302.93,289.66,264.37,252.05,196.2,196.59,197.22,196.58,195.85,193.31,169.28,169.28,169.28,169.28,169.28,169.28,118.29,119.23,121.23,118.89,115.66,115.23,6948,85,899,1827,1273,2864,2576,781,3498,95,6198,148,602,5889,823,155.0,80.0
2014-10-10,242.64,279.74,248.89,243.48,230.67,226.91,339.59,439.65,365.8,347.22,295.17,284.86,219.88,220.29,221.23,219.83,218.15,216.92,227.88,228.02,229.72,227.96,226.33,225.77,292.21,412.11,302.27,291.87,264.7,255.39,200.65,200.48,206.92,200.46,197.21,195.99,167.66,167.66,167.66,167.66,167.66,167.66,115.81,117.08,115.8,117.04,114.84,113.42,6641,84,941,1627,1102,2886,2254,715,3507,165,6006,97,538,5682,693,95.0,170.0
2014-10-17,245.09,278.41,251.69,246.71,234.77,232.94,338.57,410.91,359.14,347.7,299.78,289.58,222.41,223.38,225.48,223.13,219.48,219.03,233.53,233.61,236.5,233.55,232.25,229.75,293.45,409.9,305.24,295.12,271.43,272.23,201.98,201.84,205.19,201.81,201.09,199.71,169.53,169.53,169.53,169.53,169.53,169.53,118.21,118.74,118.89,118.72,118.04,115.8,6115,79,833,1563,1090,2551,2017,521,3427,151,5576,141,398,5442,528,68.0,77.0
2014-10-24,245.32,280.72,253.62,247.69,233.88,228.61,338.73,432.27,360.38,348.25,302.19,287.72,223.66,226.26,229.85,226.09,222.06,217.39,231.75,231.76,234.58,231.73,229.93,226.83,293.48,406.09,308.5,296.11,263.75,257.61,202.56,202.49,205.27,202.48,201.43,197.77,171.63,171.63,171.63,171.63,171.63,171.63,120.15,120.62,121.11,120.59,119.86,118.12,7181,87,967,1747,1531,2850,2468,999,3515,199,6201,200,779,5944,944,129.0,163.0
2014-10-31,247.9,280.44,256.09,249.74,237.08,232.57,343.03,432.47,368.16,351.65,304.68,290.94,227.67,228.22,231.84,228.06,225.3,223.52,233.63,233.3,236.25,233.29,231.68,232.38,294.44,398.91,310.23,298.08,269.84,258.62,204.47,204.67,206.82,204.64,203.42,200.61,173.42,173.42,173.42,173.42,173.42,173.42,121.93,122.72,122.46,122.71,121.08,119.85,6221,92,814,1707,1034,2575,2095,527,3441,159,5521,98,601,5597,550,37.0,37.0
2014-11-07,247.74,279.29,254.24,249.43,235.98,230.56,352.3,425.44,369.87,360.12,315.46,293.49,225.11,225.81,228.65,225.59,222.87,222.28,230.83,231.82,233.37,231.8,228.22,228.69,295.31,402.22,307.86,297.12,266.22,253.29,204.24,204.48,207.76,204.46,202.93,202.05,173.34,173.34,173.34,173.34,173.34,173.34,121.67,122.89,122.88,122.89,120.14,118.61,6794,78,862,1726,1172,2955,2178,765,3638,213,6028,124,643,5713,843,123.0,115.0
2014-11-14,247.33,278.88,255.64,249.71,236.55,229.43,361.86,432.31,383.45,371.8,324.26,295.0,221.15,222.55,224.51,222.28,219.01,215.22,230.61,230.81,233.09,230.81,228.95,227.37,293.05,401.12,312.33,296.76,267.42,257.94,204.32,205.3,207.83,205.29,203.73,199.73,175.97,175.97,175.97,175.97,175.97,175.97,122.08,122.93,122.81,122.89,121.81,119.15,7068,74,985,1846,1314,2849,2325,1070,3465,208,6250,184,634,5810,945,146.0,167.0
2014-11-21,251.58,280.54,259.09,253.05,240.78,231.74,372.95,440.09,397.33,383.95,333.66,297.83,223.06,223.49,225.33,223.34,221.55,218.98,235.01,235.5,237.94,235.46,232.91,232.01,298.13,397.15,312.97,298.19,273.06,254.83,207.42,207.34,211.22,207.33,206.61,205.19,178.46,178.46,178.46,178.46,178.46,178.46,122.84,123.42,124.36,123.37,121.78,120.81,6310,90,875,1685,1093,2567,2041,687,3430,151,5618,138,553,5381,679,131.0,119.0
2014-11-28,252.36,281.61,259.74,255.0,242.35,233.18,379.36,441.35,401.64,394.45,337.03,290.65,223.65,223.81,225.19,223.62,221.79,221.58,238.52,238.48,241.32,238.45,236.76,235.81,294.87,397.73,310.45,298.01,275.72,259.07,203.53,208.62,211.8,208.59,201.51,200.41,177.73,177.73,177.73,177.73,177.73,177.73,123.28,124.09,124.45,124.08,121.62,121.33,5918,86,793,1626,1119,2295,1589,592,3444,293,5267,163,488,4952,620,128.0,218.0
2014-12-05,251.99,280.79,259.46,254.45,240.85,229.1,385.13,448.86,407.2,400.78,344.9,285.89,219.16,220.66,220.82,220.61,215.82,212.66,237.56,236.9,241.46,236.85,236.22,232.86,296.28,396.07,312.08,298.05,272.34,256.95,208.82,208.46,212.55,208.44,206.95,206.54,176.82,176.82,176.82,176.82,176.82,176.82,123.89,125.21,125.39,125.18,121.78,120.82,6482,85,870,1634,1162,2730,2235,627,3467,152,5691,153,638,5650,598,124.0,110.0
2014-12-12,249.39,276.76,258.52,251.18,235.39,226.32,385.74,448.35,413.12,397.27,339.4,282.25,216.92,217.72,220.92,216.34,213.86,210.92,232.65,232.25,237.07,232.22,231.28,228.62,291.27,385.38,309.27,294.4,256.1,252.03,209.66,210.78,209.26,210.74,209.67,207.3,177.85,177.85,177.85,177.85,177.85,177.85,125.25,126.06,126.14,126.01,124.63,121.87,6956,101,947,1767,1113,3029,2165,1079,3404,308,6120,173,663,5519,929,221.0,287.0
2014-12-19,241.05,269.03,250.61,243.98,233.31,223.98,352.05,439.84,389.5,367.52,319.96,278.56,211.25,213.69,213.39,213.68,211.89,209.49,230.79,230.81,234.04,230.78,229.18,226.33,281.26,362.22,299.48,283.27,262.81,248.81,210.4,210.28,212.25,210.25,209.85,206.98,174.37,174.37,174.37,174.37,174.37,174.37,123.6,124.36,122.28,124.36,124.79,120.72,6423,101,841,1722,1100,2659,2095,967,3175,185,5571,101,750,5253,881,164.0,125.0
2014-12-26,242.0,271.68,248.79,243.46,231.2,225.53,341.35,426.87,364.78,348.85,316.68,272.8,212.96,214.1,215.48,214.05,209.46,214.04,233.36,233.96,236.27,233.92,230.7,230.55,286.55,378.11,298.65,287.36,256.92,248.43,213.21,212.79,215.92,212.75,212.02,210.0,171.52,171.52,171.52,171.52,171.52,171.52,124.31,124.68,124.84,124.65,124.4,122.22,5471,93,722,1718,934,2004,1448,614,2978,431,4888,138,444,4327,628,155.0,362.0
2015-01-02,243.71,268.73,250.76,244.43,235.58,227.95,334.72,418.2,356.73,338.31,306.7,278.66,217.5,217.85,219.05,217.65,214.82,213.87,237.14,237.17,239.38,237.12,235.59,235.15,285.95,358.55,302.24,287.48,268.15,249.52,217.47,216.61,219.66,216.56,217.17,216.5,173.3,173.3,173.3,173.3,173.3,173.3,126.21,126.14,126.48,126.15,126.54,124.89,4961,62,703,1279,823,2093,1569,306,3010,77,4578,94,290,4506,358,34.0,64.0
2015-01-09,248.96,275.8,255.71,249.68,239.33,233.17,333.02,424.56,345.87,332.06,310.81,282.32,221.82,222.08,224.85,222.04,218.87,219.07,240.27,239.64,242.51,239.67,239.4,239.04,297.57,375.18,314.9,301.96,269.15,256.69,225.43,224.42,228.73,224.4,226.47,221.79,179.27,179.27,179.27,179.27,179.27,179.27,131.89,132.29,132.95,132.27,130.7,130.61,6639,86,940,1833,1003,2777,2285,749,3426,180,5987,156,495,5708,730,69.0,131.0
2015-01-16,255.49,280.55,262.37,256.38,248.73,239.99,335.66,419.05,349.05,336.09,314.98,286.67,229.09,228.87,232.26,228.83,228.59,227.68,244.97,244.15,246.79,244.11,244.68,243.33,307.02,381.6,325.14,312.54,287.12,264.72,232.44,230.86,234.94,230.83,234.32,230.2,185.4,185.4,185.4,185.4,185.4,185.4,139.16,139.51,139.84,139.48,137.58,138.44,6325,81,872,1778,1087,2508,1881,779,3538,127,5674,154,498,5398,720,120.0,88.0
