Date, Composite CUTOUT VALUE, PRIME CUTOUT VALUE, BRANDED CUTOUT VALUE, CHOICE CUTOUT VALUE, SELECT CUTOUT VALUE, UNGRADED CUTOUT VALUE,Composite Primal Rib,Prime Primal Rib,Branded Primal Rib,Choice Primal Rib,Select Primal Rib,Ungraded Primal Rib,Composite Primal Chuck,Prime Primal Chuck,Branded Primal Chuck,Choice Primal Chuck,Select Primal Chuck,Ungraded Primal Chuck,Composite Primal Round,Prime Primal Round,Branded Primal Round,Choice Primal Round,Select Primal Round,Ungraded Primal Round,Composite Primal Loin,Prime Primal Loin,Branded Primal Loin,Choice Primal Loin,Select Primal Loin,Ungraded Primal Loin,Composite Primal Brisket,Prime Primal Brisket,Branded Primal Brisket,Choice Primal Brisket,Select Primal Brisket,Ungraded Primal Brisket,Composite Primal Short Plate,Prime Primal Short Plate,Branded Primal Short Plate,Choice Primal Short Plate,Select Primal Short Plate,Ungraded Primal Short Plate,Composite Primal Flank,Prime Primal Flank,Branded Primal Flank,Choice Primal Flank,Select Primal Flank,Ungraded Primal Flank,Total Volume ,Prime Volume,Branded  Volume,Choice Volume,Select Volume,"Ungraded Volume(Cuts, Trims, Grinds)",Negotiated Sales      0-21 Day,Negotiated Sales      21+ Day,Formula Sales,Forward Contract Sales,Domestic Sales,NAFTA Exports,Overseas Exports,Delivery 0-21,Delivery 22-60,Delivery 60-90,Delivery 91 and up
2017-03-10,207.87,225.43,211.4,207.73,201.6,184.33,311.16,415.22,317.18,310.49,294.87,232.95,160.31,161.26,162.14,161.22,157.37,154.21,176.67,174.06,179.72,174.02,177.18,185.45,298.27,326.76,304.58,299.92,281.63,229.69,148.71,148.03,153.3,147.43,146.21,144.79,150.3,150.3,150.3,150.3,150.3,150.3,120.61,119.82,122.04,119.65,120.5,120.23,6471,129,1085,2215,869,2173,1742,1082,3250,397,5747,214,510,5020,908,171.0,372.0
2017-03-17,212.59,230.46,218.02,212.31,206.02,184.92,322.44,419.68,331.87,325.67,301.94,243.61,161.52,162.33,163.92,162.31,158.66,154.73,176.86,174.89,180.73,174.49,179.41,173.75,311.59,344.79,323.46,310.38,293.69,238.15,151.69,150.54,155.54,150.0,149.52,145.3,148.8,148.8,148.8,148.8,148.8,148.8,125.29,124.91,127.17,124.89,124.02,123.8,6546,123,1079,2036,848,2460,1694,1105,3429,318,5925,114,507,5018,1099,222.0,207.0
2017-03-24,216.6,235.53,222.12,215.77,210.43,189.23,333.09,423.4,338.98,332.38,306.54,251.53,162.33,162.97,164.75,162.87,160.45,156.36,176.58,174.6,180.65,174.53,178.28,171.82,321.57,363.65,334.84,319.84,308.64,250.42,150.52,149.46,157.85,149.03,147.51,149.1,155.51,155.51,155.51,155.51,155.51,155.51,127.47,127.44,128.88,127.41,125.52,126.28,6624,142,1053,2044,860,2526,1825,1135,3233,431,5791,84,749,5028,1136,238.0,222.0
2017-03-31,214.9,234.44,221.27,214.5,208.6,187.69,331.71,433.93,343.3,332.01,309.5,246.64,161.17,161.5,163.87,161.44,158.67,155.14,173.9,172.56,177.49,172.53,173.86,175.9,320.36,358.81,334.61,319.99,307.03,245.29,148.59,146.88,155.95,146.17,146.54,144.41,153.1,153.1,153.1,153.1,153.1,153.1,125.32,125.11,126.84,125.06,122.72,125.04,6205,122,992,1855,765,2470,1798,1116,3222,69,5246,122,836,5001,827,195.0,182.0
2017-04-07,206.96,230.23,214.5,206.2,201.39,182.81,322.09,432.57,341.54,323.26,297.0,245.57,158.63,158.58,161.72,158.5,156.09,152.79,164.2,162.34,166.56,162.32,165.84,164.44,302.88,355.48,319.97,301.39,292.67,239.34,149.55,148.25,153.48,147.42,147.23,144.8,151.18,151.18,151.18,151.18,151.18,151.18,121.72,121.38,123.2,121.36,120.77,121.6,6555,107,1016,2321,875,2237,1897,1124,3243,291,5948,167,440,5160,917,206.0,272.0
2017-04-14,207.21,228.88,212.69,208.12,198.61,182.91,325.19,424.29,344.19,329.52,290.31,250.93,159.17,160.87,160.74,160.81,156.0,152.2,163.05,161.79,165.36,161.72,164.18,165.32,303.44,351.47,313.38,304.96,285.64,237.02,150.35,149.53,153.43,148.74,148.28,147.09,149.67,149.67,149.67,149.67,149.67,149.67,120.06,119.54,122.13,119.5,118.45,120.0,6547,124,1097,2202,973,2151,1815,1182,3325,225,5809,157,581,5014,1182,251.0,100.0
2017-04-21,210.9,230.92,216.22,211.4,199.69,184.87,328.82,413.98,346.44,331.41,288.9,251.39,163.29,163.8,164.73,163.75,161.1,157.69,166.01,165.61,167.9,165.55,165.67,164.48,308.15,356.38,317.6,309.16,281.91,238.15,150.47,149.55,157.71,148.88,146.67,145.86,154.77,154.77,154.77,154.77,154.77,154.77,120.81,121.87,123.56,121.83,115.83,118.08,6644,135,1083,1834,924,2668,1744,1480,3371,48,5454,154,1035,5045,1125,227.0,246.0
2017-04-28,214.56,236.99,220.94,215.03,203.07,189.32,337.8,431.82,356.35,339.29,294.22,256.95,167.96,168.32,171.32,168.25,165.01,162.62,168.27,167.01,170.35,166.93,168.26,167.57,310.86,366.81,322.01,313.43,286.02,244.2,148.25,147.56,155.42,147.04,143.72,147.59,158.09,158.09,158.09,158.09,158.09,158.09,122.29,122.98,124.5,122.95,117.86,119.81,6213,148,1024,1895,873,2272,1816,1030,3304,62,5277,109,827,5116,806,169.0,121.0
2017-05-05,220.92,245.29,228.51,223.33,209.07,194.55,343.53,440.7,362.87,352.09,299.82,259.3,172.85,173.14,176.45,173.05,170.45,168.24,174.61,174.04,176.76,173.95,172.82,173.64,320.6,383.42,336.98,328.01,294.88,251.12,153.91,152.77,159.15,152.18,151.44,148.12,162.9,162.9,162.9,162.9,162.9,162.9,126.66,127.58,129.49,127.49,121.88,122.91,5638,111,969,1612,890,2055,1573,684,3292,88,5053,141,444,4870,614,90.0,64.0
2017-05-12,230.92,254.22,238.1,233.13,217.44,204.23,364.35,451.98,385.98,373.79,312.32,272.89,179.29,179.9,182.51,179.83,177.04,174.13,177.88,177.99,179.11,177.92,177.53,178.86,334.22,395.87,348.95,339.02,303.57,266.72,163.49,163.67,168.54,162.62,159.82,152.32,179.35,179.35,179.35,179.35,179.35,179.35,140.1,139.76,143.21,139.74,136.79,138.6,5660,101,1004,1578,820,2157,1396,695,3464,104,5071,198,391,4765,747,40.0,108.0
2017-05-19,234.7,261.43,245.05,239.35,218.95,209.5,370.45,466.15,404.87,389.91,317.12,284.99,182.35,183.38,185.21,183.29,179.52,176.85,179.47,179.16,180.91,179.09,177.97,179.26,337.0,410.21,359.76,347.63,298.51,273.78,167.87,167.25,173.93,166.4,165.11,162.13,189.46,189.46,189.46,189.46,189.46,189.46,149.12,150.34,152.52,150.33,143.66,147.26,5913,89,1043,1530,1028,2224,1768,682,3390,73,5415,155,343,5157,640,69.0,47.0
2017-05-26,235.76,263.96,247.23,238.35,217.58,208.22,384.06,468.96,416.73,389.98,321.9,283.75,183.12,183.71,186.03,183.66,180.33,176.93,179.25,178.64,182.25,178.59,178.02,178.74,333.01,419.96,360.08,342.15,287.89,267.55,170.6,170.85,175.74,169.97,166.04,167.72,191.77,191.77,191.77,191.77,191.77,191.77,145.32,145.07,151.39,145.04,140.12,142.56,6170,119,1055,1787,1027,2182,1884,1015,3176,95,5048,114,1009,5091,683,146.0,250.0
2017-06-02,234.45,268.38,246.77,238.3,215.58,207.76,384.48,484.22,425.78,386.05,322.13,285.44,182.23,184.81,187.09,184.72,177.62,175.77,181.73,181.55,183.62,181.48,180.26,181.69,326.91,429.95,352.06,341.44,281.09,264.77,174.87,172.49,180.52,171.93,173.24,171.5,185.48,185.48,185.48,185.48,18.48,185.48,141.83,143.32,145.71,143.29,134.58,138.76,"5,924",102,"1,015","1,736",975,"2,097","1,799",613,"3,218",294,"5,268",104,553,"5,059",615,42.0,209.0
2017-06-09,235.68,272.13,246.88,238.56,216.33,208.45,389.56,498.7,422.85,396.54,325.07,289.94,180.85,183.25,184.83,183.17,177.16,174.62,183.46,182.5,186.22,182.45,182.83,182.7,328.1,438.29,353.78,335.46,278.73,264.29,188.67,188.47,188.59,187.8,189.12,185.02,184.6,184.61,184.61,184.61,184.61,184.61,135.91,138.91,140.64,138.87,127.35,132.64,6399,90,1122,1808,1072,2307,1878,891,3552,77,5843,191,365,5341,937,86.0,35.0
2017-06-16,238.07,273.27,250.38,241.86,217.17,211.25,397.01,498.94,434.1,415.23,321.32,292.86,180.37,180.68,183.99,180.57,178.49,175.27,188.14,186.85,191.4,186.75,186.22,191.31,330.47,443.5,356.26,341.08,280.21,263.54,196.21,189.26,209.26,188.41,190.53,200.45,182.85,182.85,182.85,182.85,182.85,182.85,132.62,135.38,137.16,135.37,122.88,128.8,6403,94,1032,1728,975,2574,1803,997,3416,187,5646,142,614,5225,806,143.0,229.0
2017-06-23,236.23,274.07,247.02,236.67,216.47,210.96,387.5,492.18,428.23,382.43,321.18,292.47,179.71,180.42,181.37,180.32,177.24,174.18,186.59,184.25,189.07,184.18,188.3,192.17,328.15,451.87,348.74,335.3,275.45,265.01,207.6,203.08,219.23,201.84,201.11,200.09,179.89,179.89,179.89,179.89,179.89,179.89,130.44,134.54,134.7,134.5,120.47,122.94,6108,105,1078,1759,902,2263,1814,578,3547,169,5482,138,489,5393,541,44.0,130.0
2017-06-30,227.04,274.71,237.22,226.82,211.58,205.02,368.64,518.58,403.54,364.26,315.19,283.34,176.89,176.69,179.65,176.62,174.74,171.15,182.14,180.41,183.92,180.34,183.83,188.74,309.12,455.81,330.06,313.82,268.17,254.43,193.67,188.23,201.72,186.74,192.67,188.73,174.63,174.63,174.63,174.63,174.63,174.63,127.39,130.49,131.25,130.48,116.8,121.47,6230,120,1143,1840,891,2235,2028,816,3284,103,5307,129,794,5335,701,45.0,148.0
2017-07-07,219.58,269.47,226.24,220.5,205.95,200.89,348.09,505.55,359.06,346.84,307.42,283.02,174.39,174.94,176.35,174.88,172.07,168.84,178.77,176.98,180.8,176.94,180.8,181.28,299.17,451.13,316.88,306.3,259.77,253.71,171.78,167.09,181.15,165.96,171.45,166.38,170.22,170.22,170.22,170.22,170.22,170.22,123.88,126.91,128.35,126.88,113.0,116.29,5698,88,987,1778,847,1998,1719,822,3095,62,5025,175,498,4823,739,68.0,68.0
2017-07-14,211.81,267.13,217.62,213.21,199.51,195.77,326.78,510.83,331.58,322.87,298.65,278.39,169.22,170.98,170.08,170.9,167.04,163.62,175.66,174.98,176.75,174.95,176.73,176.81,289.3,448.29,309.15,295.86,251.42,249.05,156.12,155.14,162.57,154.2,149.62,148.71,168.84,168.84,168.84,168.84,168.84,168.84,119.47,125.9,126.36,125.88,110.24,113.78,7076,106,1417,2272,1070,2212,2324,1342,3246,165,6297,166,613,5587,1244,120.0,125.0
2017-07-21,209.32,263.91,212.96,209.22,196.49,194.46,324.94,507.96,330.16,323.76,290.48,277.22,167.59,168.38,168.93,168.32,165.3,163.33,174.84,173.94,176.05,173.89,174.0,180.92,286.39,444.85,295.65,286.71,250.91,243.85,147.86,147.06,152.7,146.32,145.21,143.32,161.5,161.5,161.5,161.5,161.5,161.5,117.6,118.94,122.78,118.91,106.66,110.15,6671,118,1190,2081,1044,2238,2133,1054,3229,256,6058,187,426,5405,1014,125.0,126.0
2017-07-28,207.88,264.96,211.23,206.13,196.9,191.02,325.07,529.92,328.06,319.19,295.14,272.44,165.72,166.12,167.37,166.06,163.86,161.67,174.91,174.39,176.06,174.35,175.21,174.31,283.75,442.36,293.13,279.11,251.71,241.47,146.73,145.07,148.89,143.56,147.21,139.91,159.73,159.73,159.73,159.73,159.73,159.73,112.43,115.03,117.33,114.97,103.62,106.64,"6,567",108,"1,219","1,910",927,"2,404","1,887",932,"3,359",390,"5,593",167,808,"5,259",918,138.0,252.0
2017-08-04,206.39,267.34,208.7,204.52,196.99,191.62,323.65,538.08,328.44,313.36,296.32,276.58,165.79,166.72,167.15,166.54,163.25,160.69,175.54,174.52,176.49,174.47,175.58,178.09,277.03,448.27,281.79,273.92,252.91,239.36,145.37,144.79,146.2,143.45,143.24,140.41,159.01,159.01,159.01,159.01,159.01,159.01,114.06,116.51,117.04,116.47,105.09,108.08,6445,129,1208,1957,749,2402,2065,853,3447,80,5477,135,833,5497,799,50.0,99.0
2017-08-11,203.68,264.0,205.3,202.85,196.13,189.43,327.08,531.24,331.84,323.65,298.36,279.56,162.82,163.93,162.3,163.83,162.83,158.0,172.51,172.43,173.83,172.38,172.28,170.16,273.54,445.56,276.33,269.57,254.41,242.3,142.41,141.68,144.21,141.28,144.38,138.72,152.36,152.36,152.36,152.36,152.36,152.36,108.55,114.55,116.2,114.52,100.83,106.93,6907,116,1223,2261,886,2420,2015,970,3395,527,6121,183,603,5412,869,222.0,404.0
2017-08-18,199.42,259.82,200.56,197.83,194.25,187.94,324.91,531.36,329.26,320.57,298.31,278.89,160.07,160.39,160.62,160.3,159.69,155.49,168.88,167.47,169.5,167.44,170.59,171.96,263.94,438.54,264.64,260.37,253.7,239.38,141.08,139.88,143.53,138.81,139.5,136.29,148.59,148.59,148.59,148.59,148.59,148.59,108.26,109.06,110.52,108.99,103.88,104.93,7307,103,1311,2425,899,2570,1974,1325,3425,583,6506,186,616,5467,1324,162.0,354.0
2017-08-25,195.61,256.3,199.54,192.78,190.73,185.27,319.53,525.41,322.48,311.29,295.23,282.52,160.62,161.04,162.27,160.96,158.99,155.86,164.89,163.54,165.55,163.51,166.48,166.03,254.51,430.48,267.55,246.91,246.01,232.72,141.0,140.55,143.65,139.68,139.46,135.75,142.89,142.89,142.89,142.89,142.89,142.89,106.58,106.73,108.11,106.66,103.75,104.48,7836,115,1268,2199,892,3362,2109,1160,3492,1075,6923,167,746,5613,1110,330.0,783.0
2017-09-01,193.85,245.66,195.85,190.91,187.85,181.73,319.23,470.91,323.53,307.77,290.93,275.57,163.01,164.04,164.87,163.97,159.2,156.49,165.73,164.79,167.03,164.76,166.02,163.86,246.78,408.68,249.2,238.89,239.61,225.45,142.06,142.39,142.83,141.91,138.97,137.17,132.25,132.25,132.25,132.25,132.25,132.25,98.61,97.88,101.94,97.84,97.33,97.77,7628,159,1310,2774,793,2593,2034,1490,3316,788,6400,136,1092,5350,1203,339.0,736.0
2017-09-08,193.68,243.85,195.94,191.5,189.38,180.61,313.41,474.82,314.24,307.95,291.83,263.24,165.61,166.08,167.64,166.03,164.3,160.96,168.07,167.07,169.14,166.96,168.97,165.33,244.11,394.23,248.84,237.79,237.34,219.82,140.9,139.12,146.01,138.45,138.83,138.79,129.48,129.48,129.48,129.48,129.48,129.48,99.22,99.99,101.1,99.92,95.78,96.11,6585,123,1059,1999,1215,2190,1655,997,3278,655,5831,162,593,4897,906,169.0,613.0
2017-09-15,193.31,237.86,195.72,191.35,187.72,178.2,311.46,468.14,315.53,305.83,290.55,258.46,166.88,167.54,168.4,167.48,164.39,160.48,167.57,166.49,169.41,166.45,168.12,165.68,244.0,370.1,247.89,238.6,232.32,213.31,142.01,140.5,145.68,140.09,141.67,138.97,124.46,124.46,124.46,124.46,124.46,124.46,96.44,96.36,98.8,96.33,93.77,94.31,6943,133,1190,2349,839,2432,2083,1162,3422,276,6151,159,634,5498,1042,151.0,252.0
2017-09-22,193.86,227.03,198.06,190.74,188.29,176.63,307.72,415.84,312.52,300.93,291.93,244.06,168.52,168.22,170.71,168.17,167.24,163.13,168.28,167.17,168.94,167.15,168.31,169.87,245.37,345.43,257.64,236.63,229.96,205.18,145.11,143.06,148.93,142.43,144.33,142.36,123.03,123.03,123.03,123.03,123.03,123.03,96.15,96.27,98.03,96.23,93.68,94.79,7363,170,1371,2372,760,2689,2205,1333,3464,361,6246,139,978,5697,1141,199.0,326.0
2017-09-29,194.44,225.0,197.16,192.49,188.49,176.52,312.39,419.48,316.29,307.81,291.22,241.53,169.56,169.57,171.55,169.47,168.72,163.07,170.58,169.32,172.08,169.27,171.53,170.82,240.79,328.56,245.93,235.84,225.24,205.26,149.73,148.69,153.82,148.32,147.6,142.56,122.78,122.78,122.78,122.78,122.78,122.78,95.96,96.37,97.55,96.34,93.2,94.06,6857,166,1179,2084,772,2656,1952,1287,3338,279,5798,140,919,5254,1070,251.0,282.0
2017-10-06,194.4,220.67,198.34,193.38,188.2,175.95,318.07,398.39,329.66,317.49,297.58,241.62,167.79,167.38,169.1,167.34,167.96,163.13,171.22,170.21,172.95,170.17,170.5,173.7,240.29,322.85,247.7,238.04,223.15,199.99,150.71,149.19,154.63,148.98,150.61,144.8,120.09,120.09,120.09,120.09,120.09,120.09,93.89,93.63,96.24,93.61,90.99,92.69,6347,114,1102,1826,819,2486,1867,926,3393,161,5511,177,660,5224,805,154.0,165.0
2017-10-13,195.52,218.31,199.64,195.02,188.22,173.44,334.51,403.49,345.32,336.84,302.77,252.59,167.17,167.25,169.08,167.23,167.06,159.05,167.83,166.81,169.66,166.8,168.31,166.08,240.7,311.87,248.24,238.19,224.17,195.65,154.46,154.3,159.92,154.01,151.72,149.04,119.15,119.15,119.15,119.15,119.15,119.15,93.39,93.68,94.83,93.65,90.3,90.34,6148,137,1126,1769,789,2326,1866,885,3258,138,5481,140,527,5132,737,169.0,110.0
2017-10-20,196.08,216.54,199.64,195.84,188.57,172.86,340.26,396.31,349.05,345.4,307.58,250.59,165.78,165.7,167.35,165.66,165.48,158.81,167.47,166.24,169.22,166.19,167.71,166.75,241.44,308.71,247.96,238.85,224.5,193.2,156.7,157.71,162.01,157.35,155.53,147.47,120.78,120.78,120.78,120.78,120.78,120.78,93.93,94.31,95.56,94.27,91.15,92.12,6858,129,1203,2253,742,2532,1900,1420,3349,190,5836,155,867,5289,791,186.0,592.0
2017-10-27,198.8,217.64,204.0,198.32,190.74,176.19,347.39,400.05,357.43,349.26,316.5,259.73,166.04,166.17,168.67,166.13,164.03,159.52,167.54,166.7,168.95,166.66,167.77,165.43,246.91,308.31,259.92,244.85,228.41,200.45,160.35,158.31,163.36,157.96,160.88,155.44,126.46,126.46,126.46,126.46,126.46,126.46,95.91,96.87,97.48,96.83,93.17,93.11,6833,207,1240,2157,788,2441,1970,1309,3473,81,5471,122,1239,5336,1133,260.0,104.0
2017-11-03,201.79,221.74,207.27,202.55,192.15,177.35,353.8,409.31,367.55,356.94,324.75,261.28,167.7,169.15,170.25,169.05,164.81,159.51,169.49,169.26,170.88,169.19,168.38,166.86,252.13,314.45,264.87,252.53,228.38,201.81,156.95,156.16,158.75,155.83,155.21,155.1,130.07,130.07,130.07,130.07,130.07,130.07,99.98,100.96,101.52,100.93,97.12,97.26,6557,164,1141,1890,912,2450,1908,1162,3383,104,5535,113,908,5320,827,140.0,269.0
2017-11-10,205.77,231.15,212.5,207.69,194.42,180.33,364.48,443.6,379.05,367.98,331.84,269.27,170.26,172.28,173.66,172.21,164.92,160.6,172.96,172.4,175.67,172.32,171.08,176.15,257.52,332.36,272.85,262.87,231.94,200.36,156.82,156.57,159.58,156.01,153.67,152.01,130.67,130.67,130.67,130.67,130.67,130.67,101.4,101.14,103.21,101.09,100.22,100.02,5823,119,929,1707,956,2111,1692,868,3196,66,5028,233,562,4871,703,82.0,167.0
2017-11-17,204.27,233.77,213.67,207.03,189.93,176.66,354.97,464.65,381.1,364.81,311.41,260.97,166.06,168.18,171.01,168.1,160.53,156.28,172.79,172.68,176.18,172.63,172.12,168.95,262.53,339.37,280.64,267.5,228.21,202.48,155.03,156.53,160.99,155.68,150.41,147.88,129.37,129.37,129.37,129.37,129.37,129.37,100.7,100.16,102.48,100.22,99.04,100.33,6412,136,1151,1893,962,2271,1829,1010,3323,250,5585,143,684,5132,817,141.0,322.0
2017-11-24,204.45,233.57,213.28,207.09,189.51,177.43,362.32,472.26,377.35,374.61,308.05,256.25,165.21,166.52,168.65,166.42,161.51,156.42,170.47,169.45,173.36,169.42,169.87,167.25,263.6,340.69,287.54,268.83,229.78,211.01,153.31,153.42,159.63,152.74,148.62,146.2,129.23,129.23,129.23,129.23,129.23,129.23,100.17,101.11,101.58,101.1,97.16,98.0,6198,144,1056,1943,915,2140,1624,1001,3274,299,5167,129,902,4926,872,103.0,296.0
2017-12-01,203.5,232.01,211.81,206.27,187.14,173.45,368.88,483.35,389.84,385.38,305.64,252.47,162.47,163.93,166.64,163.91,158.68,152.34,167.42,166.61,169.41,166.57,167.3,164.1,263.84,335.51,282.83,267.16,227.62,204.23,152.07,151.36,155.01,150.73,147.54,145.37,127.4,127.4,127.4,127.4,127.4,127.4,98.17,98.58,100.13,98.61,95.87,97.24,6319,156,1045,1897,899,2322,2073,830,3262,154,5600,138,581,5348,722,109.0,141.0
2017-12-08,201.25,228.57,207.24,204.64,185.17,172.01,372.8,481.88,382.58,388.54,302.02,248.89,159.17,160.91,161.42,160.88,155.27,150.87,165.17,164.2,167.28,164.18,165.55,161.0,259.14,327.82,276.1,265.51,227.43,205.45,151.68,151.09,153.62,150.4,149.14,146.33,125.0,125.0,125.0,125.0,125.0,125.0,97.44,97.8,98.5,97.79,95.26,95.88,6366,137,1139,1931,927,2231,1951,877,3386,151,5665,199,502,5378,764,77.0,147.0
2017-12-15,199.17,228.32,207.55,200.16,183.63,172.38,353.57,490.61,384.22,355.96,289.73,248.63,159.33,160.67,159.76,160.64,155.38,150.9,163.8,162.7,165.22,162.68,164.58,160.81,261.38,324.52,281.76,264.44,227.6,207.59,153.44,152.28,155.1,151.79,153.15,149.73,122.84,122.84,122.84,122.84,122.84,122.84,96.08,96.45,96.89,96.44,94.06,94.85,6347,141,1129,2026,829,2223,1905,977,3351,115,5493,164,691,5269,941,69.0,69.0
2017-12-22,196.63,221.76,203.32,197.27,184.57,173.04,318.59,432.94,338.05,323.97,274.68,238.54,162.83,162.97,165.21,162.91,160.03,154.33,165.21,164.25,166.63,164.17,165.41,161.7,260.21,318.18,276.21,261.87,230.89,208.92,158.98,157.79,159.5,156.52,159.24,154.24,123.41,123.41,123.41,123.41,123.41,123.41,97.05,97.16,97.95,97.3,95.74,96.24,6521,209,1256,2058,850,2149,1762,1258,3202,299,5614,116,791,4980,1200,118.0,223.0
2017-12-29,198.46,226.36,203.5,199.29,187.48,178.17,314.33,439.88,324.76,315.98,273.39,246.07,166.81,167.96,167.47,167.9,164.37,160.19,169.24,168.59,170.83,168.52,168.44,166.38,259.39,322.5,273.69,261.85,235.27,212.91,165.44,164.87,170.09,164.41,160.42,165.7,124.27,124.27,124.27,124.27,124.27,124.27,98.07,98.15,99.02,98.13,96.85,96.75,4895,116,887,1534,678,1681,1320,507,2917,152,4428,92,376,4246,513,83.0,54.0
2018-01-05,204.3,230.35,207.86,203.98,195.0,184.76,316.17,441.65,317.41,315.88,284.64,252.52,171.41,171.25,172.54,171.21,170.91,166.8,174.98,174.36,176.86,174.32,173.28,173.62,267.42,323.29,278.59,266.77,244.42,219.29,180.81,182.53,185.47,182.34,175.43,173.88,128.68,128.68,128.68,128.68,128.68,128.68,104.17,103.43,105.99,103.57,103.54,103.12,5308,115,960,1624,728,1881,1460,584,3160,104,4868,107,333,4629,541,49.0,90.0
2018-01-12,207.25,231.54,210.34,206.32,200.33,190.69,320.81,439.67,323.32,315.23,292.54,268.24,173.34,172.58,175.42,172.57,173.8,170.85,177.59,177.21,178.67,177.16,177.11,179.29,270.22,322.5,279.16,270.7,252.88,223.2,185.86,184.71,185.74,184.62,186.37,182.04,132.89,132.89,132.89,132.89,132.89,132.89,107.79,107.55,109.29,107.55,105.94,107.06,6361,137,1078,2035,853,2258,1803,1094,3282,182,5430,215,716,5095,962,115.0,189.0
2018-01-19,205.46,229.64,209.37,204.18,199.55,190.76,317.01,439.91,322.8,314.63,292.0,270.95,173.63,172.37,176.02,172.32,174.28,169.5,172.94,171.32,174.53,171.27,174.48,171.21,269.11,320.61,278.57,268.2,253.53,233.21,175.93,175.43,178.96,175.24,170.73,172.01,136.3,136.3,136.3,136.3,136.3,136.3,110.18,109.71,111.11,109.69,109.52,109.67,6475,135,1106,2083,815,2336,1807,1250,3158,260,5553,158,765,4964,1051,259.0,201.0
2018-01-26,206.61,225.29,210.08,204.6,198.96,193.6,326.8,413.86,325.21,322.48,293.05,273.47,171.4,168.83,177.31,168.68,174.25,172.38,171.05,170.18,171.52,170.18,171.43,173.38,274.61,320.14,282.51,272.13,253.62,239.67,169.68,169.92,171.76,169.6,165.22,163.75,139.07,139.07,139.07,139.07,139.07,139.07,112.09,112.44,112.54,112.42,110.71,111.45,6648,200,1238,2347,758,2106,1847,1154,3272,375,5288,125,1234,5135,1032,146.0,335.0
2018-02-02,207.51,229.04,210.41,206.42,201.18,195.56,323.71,420.81,329.34,318.08,297.42,276.77,175.78,175.96,177.0,175.92,175.03,173.48,173.53,173.31,174.31,173.27,173.49,173.42,270.65,319.95,278.11,268.85,256.61,243.3,169.32,168.86,171.42,168.42,167.3,168.48,141.6,141.6,141.6,141.6,141.6,141.6,114.54,114.28,115.37,114.28,114.09,113.34,5849,127,1008,1859,868,1988,1608,962,3128,152,5028,154,668,4749,812,135.0,153.0
2018-02-09,209.2,225.67,211.31,209.08,203.08,196.57,330.25,399.11,333.35,329.5,302.57,280.06,175.1,175.32,176.59,175.3,174.92,171.71,174.15,173.11,174.96,173.07,175.48,173.88,271.69,313.36,276.63,272.79,256.77,245.75,176.26,175.14,177.59,174.88,175.59,169.91,146.97,146.97,146.97,146.97,146.97,146.97,116.28,115.8,116.9,115.77,116.32,115.71,5882,138,1150,1870,792,1931,1702,750,3145,285,5330,191,361,4855,651,101.0,275.0
2018-02-16,206.93,220.53,209.18,205.27,203.09,196.32,332.58,398.42,335.3,330.37,305.2,282.04,168.49,166.13,171.2,166.07,172.09,169.54,170.72,169.06,172.09,169.02,173.16,172.21,271.58,305.61,275.08,270.47,260.79,247.1,179.35,177.95,180.72,177.78,178.74,173.94,147.77,147.77,147.77,147.77,147.77,147.77,116.54,116.41,117.02,116.4,116.31,115.63,6141,175,1283,2083,696,1903,1748,1121,3088,184,5400,132,609,4827,881,127.0,306.0
2018-02-23,212.82,225.65,216.71,211.9,207.22,198.52,341.5,398.01,347.63,338.47,316.66,286.7,173.62,173.33,176.53,173.15,173.94,170.97,172.56,172.37,173.59,172.31,173.34,169.64,281.72,312.72,291.21,280.28,267.76,251.92,184.01,182.96,185.15,182.77,182.67,178.92,154.27,154.27,154.27,154.27,154.27,154.27,119.02,118.47,120.07,118.79,118.93,118.26,6328,199,1200,1938,773,2217,1733,1249,3198,148,5154,98,1076,4918,1070,183.0,157.0
2018-03-02,216.8,227.66,220.78,216.0,211.27,205.04,347.65,386.41,356.47,346.75,325.42,299.79,175.74,173.95,179.07,173.95,176.64,174.12,174.12,174.12,174.37,174.04,174.5,173.57,291.09,322.43,297.74,289.06,277.94,263.18,184.81,191.37,194.29,190.86,173.98,189.83,156.69,156.69,156.69,156.69,156.69,156.69,122.2,121.69,123.46,121.67,121.65,121.65,6272,157,1072,1835,798,2411,1724,967,3250,331,5307,96,869,4993,725,265.0,289.0
2018-03-09,220.67,231.97,225.53,219.88,214.34,203.11,352.76,398.6,364.97,351.52,331.51,295.02,177.66,177.7,179.67,177.69,176.68,172.71,172.5,171.14,175.24,171.09,173.6,172.44,302.5,334.05,310.82,302.67,283.5,257.44,191.97,185.33,201.1,184.52,196.33,194.52,159.81,159.81,159.81,159.81,159.81,159.81,124.46,124.24,125.75,124.21,123.19,123.02,6160,153,1056,1976,733,2242,1640,1001,3332,187,5364,164,632,4987,698,226.0,249.0
