CostName,R$_kg,Year,State,Month,Date
Transporte,0.06,2015,MG,11,2015-11-01
Outros,0.01,2015,MG,11,2015-11-01
Depreciação,0.07,2015,MG,11,2015-11-01
Custo de capital,0.06,2015,MG,11,2015-11-01
Total,2.53,2015,MG,11,2015-11-01
Ração,1.85,2015,MG,12,2015-12-01
Genética,0.34,2015,MG,12,2015-12-01
Mão de obra,0.1,2015,MG,12,2015-12-01
Sanidade,0.0,2015,MG,12,2015-12-01
Energia elétrica | Cama | Calefação,0.06,2015,MG,12,2015-12-01
Manutenção | Seguro | Funrural,0.02,2015,MG,12,2015-12-01
Transporte,0.06,2015,MG,12,2015-12-01
Outros,0.01,2015,MG,12,2015-12-01
Depreciação,0.08,2015,MG,12,2015-12-01
Custo de capital,0.06,2015,MG,12,2015-12-01
Total,2.57,2015,MG,12,2015-12-01
Ração,1.3,2015,MS,1,2015-01-01
Genética,0.39,2015,MS,1,2015-01-01
Mão de obra,0.15,2015,MS,1,2015-01-01
Sanidade,0.01,2015,MS,1,2015-01-01
Energia elétrica | Cama | Calefação,0.08,2015,MS,1,2015-01-01
Manutenção | Seguro | Funrural,0.01,2015,MS,1,2015-01-01
Transporte,0.12,2015,MS,1,2015-01-01
Outros,0.01,2015,MS,1,2015-01-01
Depreciação,0.05,2015,MS,1,2015-01-01
Custo de capital,0.05,2015,MS,1,2015-01-01
Total,2.16,2015,MS,1,2015-01-01
Ração,1.29,2015,MS,2,2015-02-01
Genética,0.39,2015,MS,2,2015-02-01
Mão de obra,0.15,2015,MS,2,2015-02-01
Sanidade,0.01,2015,MS,2,2015-02-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,2,2015-02-01
Manutenção | Seguro | Funrural,0.01,2015,MS,2,2015-02-01
Transporte,0.12,2015,MS,2,2015-02-01
Outros,0.01,2015,MS,2,2015-02-01
Depreciação,0.05,2015,MS,2,2015-02-01
Custo de capital,0.05,2015,MS,2,2015-02-01
Total,2.15,2015,MS,2,2015-02-01
Ração,1.35,2015,MS,3,2015-03-01
Genética,0.41,2015,MS,3,2015-03-01
Mão de obra,0.15,2015,MS,3,2015-03-01
Sanidade,0.01,2015,MS,3,2015-03-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,3,2015-03-01
Manutenção | Seguro | Funrural,0.01,2015,MS,3,2015-03-01
Transporte,0.12,2015,MS,3,2015-03-01
Outros,0.01,2015,MS,3,2015-03-01
Depreciação,0.05,2015,MS,3,2015-03-01
Custo de capital,0.05,2015,MS,3,2015-03-01
Total,2.23,2015,MS,3,2015-03-01
Ração,1.28,2015,MS,4,2015-04-01
Genética,0.41,2015,MS,4,2015-04-01
Mão de obra,0.15,2015,MS,4,2015-04-01
Sanidade,0.01,2015,MS,4,2015-04-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,4,2015-04-01
Manutenção | Seguro | Funrural,0.01,2015,MS,4,2015-04-01
Transporte,0.12,2015,MS,4,2015-04-01
Outros,0.01,2015,MS,4,2015-04-01
Depreciação,0.06,2015,MS,4,2015-04-01
Custo de capital,0.05,2015,MS,4,2015-04-01
Total,2.16,2015,MS,4,2015-04-01
Ração,1.23,2015,MS,5,2015-05-01
Genética,0.45,2015,MS,5,2015-05-01
Mão de obra,0.15,2015,MS,5,2015-05-01
Sanidade,0.01,2015,MS,5,2015-05-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,5,2015-05-01
Manutenção | Seguro | Funrural,0.01,2015,MS,5,2015-05-01
Transporte,0.12,2015,MS,5,2015-05-01
Outros,0.01,2015,MS,5,2015-05-01
Depreciação,0.06,2015,MS,5,2015-05-01
Custo de capital,0.05,2015,MS,5,2015-05-01
Total,2.16,2015,MS,5,2015-05-01
Ração,1.3,2015,MS,6,2015-06-01
Genética,0.47,2015,MS,6,2015-06-01
Mão de obra,0.15,2015,MS,6,2015-06-01
Sanidade,0.01,2015,MS,6,2015-06-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,6,2015-06-01
Manutenção | Seguro | Funrural,0.01,2015,MS,6,2015-06-01
Transporte,0.12,2015,MS,6,2015-06-01
Outros,0.01,2015,MS,6,2015-06-01
Depreciação,0.06,2015,MS,6,2015-06-01
Custo de capital,0.05,2015,MS,6,2015-06-01
Total,2.24,2015,MS,6,2015-06-01
Ração,1.36,2015,MS,7,2015-07-01
Genética,0.47,2015,MS,7,2015-07-01
Mão de obra,0.15,2015,MS,7,2015-07-01
Sanidade,0.01,2015,MS,7,2015-07-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,7,2015-07-01
Manutenção | Seguro | Funrural,0.01,2015,MS,7,2015-07-01
Transporte,0.12,2015,MS,7,2015-07-01
Outros,0.01,2015,MS,7,2015-07-01
Depreciação,0.06,2015,MS,7,2015-07-01
Custo de capital,0.05,2015,MS,7,2015-07-01
Total,2.31,2015,MS,7,2015-07-01
Ração,1.44,2015,MS,8,2015-08-01
Genética,0.47,2015,MS,8,2015-08-01
Mão de obra,0.15,2015,MS,8,2015-08-01
Sanidade,0.01,2015,MS,8,2015-08-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,8,2015-08-01
Manutenção | Seguro | Funrural,0.02,2015,MS,8,2015-08-01
Transporte,0.12,2015,MS,8,2015-08-01
Outros,0.01,2015,MS,8,2015-08-01
Depreciação,0.06,2015,MS,8,2015-08-01
Custo de capital,0.05,2015,MS,8,2015-08-01
Total,2.38,2015,MS,8,2015-08-01
Ração,1.55,2015,MS,9,2015-09-01
Genética,0.49,2015,MS,9,2015-09-01
Mão de obra,0.15,2015,MS,9,2015-09-01
Sanidade,0.01,2015,MS,9,2015-09-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,9,2015-09-01
Manutenção | Seguro | Funrural,0.02,2015,MS,9,2015-09-01
Transporte,0.12,2015,MS,9,2015-09-01
Outros,0.01,2015,MS,9,2015-09-01
Depreciação,0.06,2015,MS,9,2015-09-01
Custo de capital,0.05,2015,MS,9,2015-09-01
Total,2.52,2015,MS,9,2015-09-01
Ração,1.61,2015,MS,10,2015-10-01
Genética,0.49,2015,MS,10,2015-10-01
Mão de obra,0.17,2015,MS,10,2015-10-01
Sanidade,0.01,2015,MS,10,2015-10-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,10,2015-10-01
Manutenção | Seguro | Funrural,0.02,2015,MS,10,2015-10-01
Transporte,0.12,2015,MS,10,2015-10-01
Outros,0.01,2015,MS,10,2015-10-01
Depreciação,0.06,2015,MS,10,2015-10-01
Custo de capital,0.05,2015,MS,10,2015-10-01
Total,2.61,2015,MS,10,2015-10-01
Ração,1.62,2015,MS,11,2015-11-01
Genética,0.49,2015,MS,11,2015-11-01
Mão de obra,0.17,2015,MS,11,2015-11-01
Sanidade,0.01,2015,MS,11,2015-11-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,11,2015-11-01
Manutenção | Seguro | Funrural,0.02,2015,MS,11,2015-11-01
Transporte,0.12,2015,MS,11,2015-11-01
Outros,0.01,2015,MS,11,2015-11-01
Depreciação,0.06,2015,MS,11,2015-11-01
Custo de capital,0.05,2015,MS,11,2015-11-01
Total,2.61,2015,MS,11,2015-11-01
Ração,1.58,2015,MS,12,2015-12-01
Genética,0.49,2015,MS,12,2015-12-01
Mão de obra,0.17,2015,MS,12,2015-12-01
Sanidade,0.01,2015,MS,12,2015-12-01
Energia elétrica | Cama | Calefação,0.07,2015,MS,12,2015-12-01
Manutenção | Seguro | Funrural,0.02,2015,MS,12,2015-12-01
Transporte,0.12,2015,MS,12,2015-12-01
Outros,0.01,2015,MS,12,2015-12-01
Depreciação,0.06,2015,MS,12,2015-12-01
Custo de capital,0.05,2015,MS,12,2015-12-01
Total,2.58,2015,MS,12,2015-12-01
Ração,1.49,2015,PR,1,2015-01-01
Genética,0.35,2015,PR,1,2015-01-01
Mão de obra,0.13,2015,PR,1,2015-01-01
Sanidade,0.0,2015,PR,1,2015-01-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,1,2015-01-01
Manutenção | Seguro | Funrural,0.02,2015,PR,1,2015-01-01
Transporte,0.11,2015,PR,1,2015-01-01
Outros,0.01,2015,PR,1,2015-01-01
Depreciação,0.05,2015,PR,1,2015-01-01
Custo de capital,0.04,2015,PR,1,2015-01-01
Total,2.26,2015,PR,1,2015-01-01
Ração,1.43,2015,PR,2,2015-02-01
Genética,0.33,2015,PR,2,2015-02-01
Mão de obra,0.13,2015,PR,2,2015-02-01
Sanidade,0.0,2015,PR,2,2015-02-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,2,2015-02-01
Manutenção | Seguro | Funrural,0.02,2015,PR,2,2015-02-01
Transporte,0.12,2015,PR,2,2015-02-01
Outros,0.01,2015,PR,2,2015-02-01
Depreciação,0.05,2015,PR,2,2015-02-01
Custo de capital,0.04,2015,PR,2,2015-02-01
Total,2.17,2015,PR,2,2015-02-01
Ração,1.52,2015,PR,3,2015-03-01
Genética,0.33,2015,PR,3,2015-03-01
Mão de obra,0.13,2015,PR,3,2015-03-01
Sanidade,0.0,2015,PR,3,2015-03-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,3,2015-03-01
Manutenção | Seguro | Funrural,0.02,2015,PR,3,2015-03-01
Transporte,0.11,2015,PR,3,2015-03-01
Outros,0.01,2015,PR,3,2015-03-01
Depreciação,0.05,2015,PR,3,2015-03-01
Custo de capital,0.04,2015,PR,3,2015-03-01
Total,2.26,2015,PR,3,2015-03-01
Ração,1.5,2015,PR,4,2015-04-01
Genética,0.34,2015,PR,4,2015-04-01
Mão de obra,0.12,2015,PR,4,2015-04-01
Sanidade,0.0,2015,PR,4,2015-04-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,4,2015-04-01
Manutenção | Seguro | Funrural,0.02,2015,PR,4,2015-04-01
Transporte,0.12,2015,PR,4,2015-04-01
Outros,0.01,2015,PR,4,2015-04-01
Depreciação,0.05,2015,PR,4,2015-04-01
Custo de capital,0.04,2015,PR,4,2015-04-01
Total,2.26,2015,PR,4,2015-04-01
Ração,1.45,2015,PR,5,2015-05-01
Genética,0.34,2015,PR,5,2015-05-01
Mão de obra,0.13,2015,PR,5,2015-05-01
Sanidade,0.0,2015,PR,5,2015-05-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,5,2015-05-01
Manutenção | Seguro | Funrural,0.02,2015,PR,5,2015-05-01
Transporte,0.12,2015,PR,5,2015-05-01
Outros,0.01,2015,PR,5,2015-05-01
Depreciação,0.05,2015,PR,5,2015-05-01
Custo de capital,0.04,2015,PR,5,2015-05-01
Total,2.22,2015,PR,5,2015-05-01
Ração,1.47,2015,PR,6,2015-06-01
Genética,0.35,2015,PR,6,2015-06-01
Mão de obra,0.13,2015,PR,6,2015-06-01
Sanidade,0.0,2015,PR,6,2015-06-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,6,2015-06-01
Manutenção | Seguro | Funrural,0.02,2015,PR,6,2015-06-01
Transporte,0.12,2015,PR,6,2015-06-01
Outros,0.01,2015,PR,6,2015-06-01
Depreciação,0.05,2015,PR,6,2015-06-01
Custo de capital,0.04,2015,PR,6,2015-06-01
Total,2.25,2015,PR,6,2015-06-01
Ração,1.5,2015,PR,7,2015-07-01
Genética,0.37,2015,PR,7,2015-07-01
Mão de obra,0.14,2015,PR,7,2015-07-01
Sanidade,0.0,2015,PR,7,2015-07-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,7,2015-07-01
Manutenção | Seguro | Funrural,0.02,2015,PR,7,2015-07-01
Transporte,0.12,2015,PR,7,2015-07-01
Outros,0.01,2015,PR,7,2015-07-01
Depreciação,0.05,2015,PR,7,2015-07-01
Custo de capital,0.04,2015,PR,7,2015-07-01
Total,2.3,2015,PR,7,2015-07-01
Ração,1.51,2015,PR,8,2015-08-01
Genética,0.38,2015,PR,8,2015-08-01
Mão de obra,0.13,2015,PR,8,2015-08-01
Sanidade,0.0,2015,PR,8,2015-08-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,8,2015-08-01
Manutenção | Seguro | Funrural,0.02,2015,PR,8,2015-08-01
Transporte,0.12,2015,PR,8,2015-08-01
Outros,0.01,2015,PR,8,2015-08-01
Depreciação,0.06,2015,PR,8,2015-08-01
Custo de capital,0.04,2015,PR,8,2015-08-01
Total,2.32,2015,PR,8,2015-08-01
Ração,1.68,2015,PR,9,2015-09-01
Genética,0.37,2015,PR,9,2015-09-01
Mão de obra,0.13,2015,PR,9,2015-09-01
Sanidade,0.0,2015,PR,9,2015-09-01
Energia elétrica | Cama | Calefação,0.06,2015,PR,9,2015-09-01
Manutenção | Seguro | Funrural,0.02,2015,PR,9,2015-09-01
Transporte,0.12,2015,PR,9,2015-09-01
Outros,0.01,2015,PR,9,2015-09-01
Depreciação,0.06,2015,PR,9,2015-09-01
Custo de capital,0.04,2015,PR,9,2015-09-01
Total,2.48,2015,PR,9,2015-09-01
Ração,1.84,2015,PR,10,2015-10-01
Genética,0.36,2015,PR,10,2015-10-01
Mão de obra,0.15,2015,PR,10,2015-10-01
Sanidade,0.0,2015,PR,10,2015-10-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,10,2015-10-01
Manutenção | Seguro | Funrural,0.02,2015,PR,10,2015-10-01
Transporte,0.12,2015,PR,10,2015-10-01
Outros,0.01,2015,PR,10,2015-10-01
Depreciação,0.06,2015,PR,10,2015-10-01
Custo de capital,0.05,2015,PR,10,2015-10-01
Total,2.65,2015,PR,10,2015-10-01
Ração,1.81,2015,PR,11,2015-11-01
Genética,0.36,2015,PR,11,2015-11-01
Mão de obra,0.15,2015,PR,11,2015-11-01
Sanidade,0.0,2015,PR,11,2015-11-01
Energia elétrica | Cama | Calefação,0.05,2015,PR,11,2015-11-01
Manutenção | Seguro | Funrural,0.02,2015,PR,11,2015-11-01
Transporte,0.12,2015,PR,11,2015-11-01
Outros,0.01,2015,PR,11,2015-11-01
Depreciação,0.06,2015,PR,11,2015-11-01
Custo de capital,0.05,2015,PR,11,2015-11-01
Total,2.63,2015,PR,11,2015-11-01
Ração,1.78,2015,PR,12,2015-12-01
Genética,0.36,2015,PR,12,2015-12-01
Mão de obra,0.15,2015,PR,12,2015-12-01
Sanidade,0.0,2015,PR,12,2015-12-01
Energia elétrica | Cama | Calefação,0.06,2015,PR,12,2015-12-01
Manutenção | Seguro | Funrural,0.02,2015,PR,12,2015-12-01
Transporte,0.12,2015,PR,12,2015-12-01
Outros,0.01,2015,PR,12,2015-12-01
Depreciação,0.06,2015,PR,12,2015-12-01
Custo de capital,0.05,2015,PR,12,2015-12-01
Total,2.59,2015,PR,12,2015-12-01
Ração,1.48,2015,RS,1,2015-01-01
Genética,0.36,2015,RS,1,2015-01-01
Mão de obra,0.13,2015,RS,1,2015-01-01
Sanidade,0.0,2015,RS,1,2015-01-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,1,2015-01-01
Manutenção | Seguro | Funrural,0.02,2015,RS,1,2015-01-01
Transporte,0.11,2015,RS,1,2015-01-01
Outros,0.01,2015,RS,1,2015-01-01
Depreciação,0.06,2015,RS,1,2015-01-01
Custo de capital,0.04,2015,RS,1,2015-01-01
Total,2.26,2015,RS,1,2015-01-01
Ração,1.43,2015,RS,2,2015-02-01
Genética,0.37,2015,RS,2,2015-02-01
Mão de obra,0.13,2015,RS,2,2015-02-01
Sanidade,0.0,2015,RS,2,2015-02-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,2,2015-02-01
Manutenção | Seguro | Funrural,0.02,2015,RS,2,2015-02-01
Transporte,0.11,2015,RS,2,2015-02-01
Outros,0.01,2015,RS,2,2015-02-01
Depreciação,0.06,2015,RS,2,2015-02-01
Custo de capital,0.04,2015,RS,2,2015-02-01
Total,2.23,2015,RS,2,2015-02-01
Ração,1.46,2015,RS,3,2015-03-01
Genética,0.38,2015,RS,3,2015-03-01
Mão de obra,0.13,2015,RS,3,2015-03-01
Sanidade,0.0,2015,RS,3,2015-03-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,3,2015-03-01
Manutenção | Seguro | Funrural,0.02,2015,RS,3,2015-03-01
Transporte,0.12,2015,RS,3,2015-03-01
Outros,0.01,2015,RS,3,2015-03-01
Depreciação,0.06,2015,RS,3,2015-03-01
Custo de capital,0.04,2015,RS,3,2015-03-01
Total,2.26,2015,RS,3,2015-03-01
Ração,1.47,2015,RS,4,2015-04-01
Genética,0.38,2015,RS,4,2015-04-01
Mão de obra,0.13,2015,RS,4,2015-04-01
Sanidade,0.0,2015,RS,4,2015-04-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,4,2015-04-01
Manutenção | Seguro | Funrural,0.02,2015,RS,4,2015-04-01
Transporte,0.12,2015,RS,4,2015-04-01
Outros,0.01,2015,RS,4,2015-04-01
Depreciação,0.06,2015,RS,4,2015-04-01
Custo de capital,0.04,2015,RS,4,2015-04-01
Total,2.28,2015,RS,4,2015-04-01
Ração,1.55,2015,RS,5,2015-05-01
Genética,0.47,2015,RS,5,2015-05-01
Mão de obra,0.14,2015,RS,5,2015-05-01
Sanidade,0.0,2015,RS,5,2015-05-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,5,2015-05-01
Manutenção | Seguro | Funrural,0.02,2015,RS,5,2015-05-01
Transporte,0.12,2015,RS,5,2015-05-01
Outros,0.01,2015,RS,5,2015-05-01
Depreciação,0.06,2015,RS,5,2015-05-01
Custo de capital,0.04,2015,RS,5,2015-05-01
Total,2.46,2015,RS,5,2015-05-01
Ração,1.59,2015,RS,6,2015-06-01
Genética,0.47,2015,RS,6,2015-06-01
Mão de obra,0.14,2015,RS,6,2015-06-01
Sanidade,0.0,2015,RS,6,2015-06-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,6,2015-06-01
Manutenção | Seguro | Funrural,0.02,2015,RS,6,2015-06-01
Transporte,0.12,2015,RS,6,2015-06-01
Outros,0.01,2015,RS,6,2015-06-01
Depreciação,0.06,2015,RS,6,2015-06-01
Custo de capital,0.04,2015,RS,6,2015-06-01
Total,2.49,2015,RS,6,2015-06-01
Ração,1.54,2015,RS,7,2015-07-01
Genética,0.44,2015,RS,7,2015-07-01
Mão de obra,0.14,2015,RS,7,2015-07-01
Sanidade,0.0,2015,RS,7,2015-07-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,7,2015-07-01
Manutenção | Seguro | Funrural,0.02,2015,RS,7,2015-07-01
Transporte,0.12,2015,RS,7,2015-07-01
Outros,0.01,2015,RS,7,2015-07-01
Depreciação,0.06,2015,RS,7,2015-07-01
Custo de capital,0.04,2015,RS,7,2015-07-01
Total,2.41,2015,RS,7,2015-07-01
Ração,1.69,2015,RS,8,2015-08-01
Genética,0.49,2015,RS,8,2015-08-01
Mão de obra,0.14,2015,RS,8,2015-08-01
Sanidade,0.0,2015,RS,8,2015-08-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,8,2015-08-01
Manutenção | Seguro | Funrural,0.02,2015,RS,8,2015-08-01
Transporte,0.12,2015,RS,8,2015-08-01
Outros,0.01,2015,RS,8,2015-08-01
Depreciação,0.06,2015,RS,8,2015-08-01
Custo de capital,0.05,2015,RS,8,2015-08-01
Total,2.61,2015,RS,8,2015-08-01
Ração,1.78,2015,RS,9,2015-09-01
Genética,0.5,2015,RS,9,2015-09-01
Mão de obra,0.14,2015,RS,9,2015-09-01
Sanidade,0.0,2015,RS,9,2015-09-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,9,2015-09-01
Manutenção | Seguro | Funrural,0.02,2015,RS,9,2015-09-01
Transporte,0.13,2015,RS,9,2015-09-01
Outros,0.01,2015,RS,9,2015-09-01
Depreciação,0.06,2015,RS,9,2015-09-01
Custo de capital,0.05,2015,RS,9,2015-09-01
Total,2.73,2015,RS,9,2015-09-01
Ração,1.99,2015,RS,10,2015-10-01
Genética,0.49,2015,RS,10,2015-10-01
Mão de obra,0.16,2015,RS,10,2015-10-01
Sanidade,0.0,2015,RS,10,2015-10-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,10,2015-10-01
Manutenção | Seguro | Funrural,0.02,2015,RS,10,2015-10-01
Transporte,0.12,2015,RS,10,2015-10-01
Outros,0.01,2015,RS,10,2015-10-01
Depreciação,0.06,2015,RS,10,2015-10-01
Custo de capital,0.05,2015,RS,10,2015-10-01
Total,2.94,2015,RS,10,2015-10-01
Ração,1.96,2015,RS,11,2015-11-01
Genética,0.49,2015,RS,11,2015-11-01
Mão de obra,0.16,2015,RS,11,2015-11-01
Sanidade,0.0,2015,RS,11,2015-11-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,11,2015-11-01
Manutenção | Seguro | Funrural,0.02,2015,RS,11,2015-11-01
Transporte,0.12,2015,RS,11,2015-11-01
Outros,0.01,2015,RS,11,2015-11-01
Depreciação,0.06,2015,RS,11,2015-11-01
Custo de capital,0.05,2015,RS,11,2015-11-01
Total,2.92,2015,RS,11,2015-11-01
Ração,1.96,2015,RS,12,2015-12-01
Genética,0.49,2015,RS,12,2015-12-01
Mão de obra,0.16,2015,RS,12,2015-12-01
Sanidade,0.0,2015,RS,12,2015-12-01
Energia elétrica | Cama | Calefação,0.05,2015,RS,12,2015-12-01
Manutenção | Seguro | Funrural,0.02,2015,RS,12,2015-12-01
Transporte,0.12,2015,RS,12,2015-12-01
Outros,0.01,2015,RS,12,2015-12-01
Depreciação,0.06,2015,RS,12,2015-12-01
Custo de capital,0.05,2015,RS,12,2015-12-01
Total,2.92,2015,RS,12,2015-12-01
Ração,1.54,2015,SC,1,2015-01-01
Genética,0.33,2015,SC,1,2015-01-01
Mão de obra,0.14,2015,SC,1,2015-01-01
Sanidade,0.0,2015,SC,1,2015-01-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,1,2015-01-01
Manutenção | Seguro | Funrural,0.02,2015,SC,1,2015-01-01
Transporte,0.08,2015,SC,1,2015-01-01
Outros,0.01,2015,SC,1,2015-01-01
Depreciação,0.05,2015,SC,1,2015-01-01
Custo de capital,0.04,2015,SC,1,2015-01-01
Total,2.26,2015,SC,1,2015-01-01
Ração,1.37,2015,SC,2,2015-02-01
Genética,0.32,2015,SC,2,2015-02-01
Mão de obra,0.15,2015,SC,2,2015-02-01
Sanidade,0.0,2015,SC,2,2015-02-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,2,2015-02-01
Manutenção | Seguro | Funrural,0.02,2015,SC,2,2015-02-01
Transporte,0.08,2015,SC,2,2015-02-01
Outros,0.01,2015,SC,2,2015-02-01
Depreciação,0.05,2015,SC,2,2015-02-01
Custo de capital,0.04,2015,SC,2,2015-02-01
Total,2.08,2015,SC,2,2015-02-01
Ração,1.43,2015,SC,3,2015-03-01
Genética,0.29,2015,SC,3,2015-03-01
Mão de obra,0.14,2015,SC,3,2015-03-01
Sanidade,0.0,2015,SC,3,2015-03-01
Energia elétrica | Cama | Calefação,0.04,2015,SC,3,2015-03-01
Manutenção | Seguro | Funrural,0.02,2015,SC,3,2015-03-01
Transporte,0.08,2015,SC,3,2015-03-01
Outros,0.01,2015,SC,3,2015-03-01
Depreciação,0.05,2015,SC,3,2015-03-01
Custo de capital,0.04,2015,SC,3,2015-03-01
Total,2.12,2015,SC,3,2015-03-01
Ração,1.43,2015,SC,4,2015-04-01
Genética,0.3,2015,SC,4,2015-04-01
Mão de obra,0.15,2015,SC,4,2015-04-01
Sanidade,0.0,2015,SC,4,2015-04-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,4,2015-04-01
Manutenção | Seguro | Funrural,0.02,2015,SC,4,2015-04-01
Transporte,0.08,2015,SC,4,2015-04-01
Outros,0.01,2015,SC,4,2015-04-01
Depreciação,0.05,2015,SC,4,2015-04-01
Custo de capital,0.04,2015,SC,4,2015-04-01
Total,2.13,2015,SC,4,2015-04-01
Ração,1.38,2015,SC,5,2015-05-01
Genética,0.33,2015,SC,5,2015-05-01
Mão de obra,0.15,2015,SC,5,2015-05-01
Sanidade,0.0,2015,SC,5,2015-05-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,5,2015-05-01
Manutenção | Seguro | Funrural,0.02,2015,SC,5,2015-05-01
Transporte,0.08,2015,SC,5,2015-05-01
Outros,0.01,2015,SC,5,2015-05-01
Depreciação,0.05,2015,SC,5,2015-05-01
Custo de capital,0.04,2015,SC,5,2015-05-01
Total,2.11,2015,SC,5,2015-05-01
Ração,1.38,2015,SC,6,2015-06-01
Genética,0.35,2015,SC,6,2015-06-01
Mão de obra,0.15,2015,SC,6,2015-06-01
Sanidade,0.0,2015,SC,6,2015-06-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,6,2015-06-01
Manutenção | Seguro | Funrural,0.02,2015,SC,6,2015-06-01
Transporte,0.09,2015,SC,6,2015-06-01
Outros,0.01,2015,SC,6,2015-06-01
Depreciação,0.05,2015,SC,6,2015-06-01
Custo de capital,0.04,2015,SC,6,2015-06-01
Total,2.14,2015,SC,6,2015-06-01
Ração,1.35,2015,SC,7,2015-07-01
Genética,0.36,2015,SC,7,2015-07-01
Mão de obra,0.15,2015,SC,7,2015-07-01
Sanidade,0.0,2015,SC,7,2015-07-01
Energia elétrica | Cama | Calefação,0.04,2015,SC,7,2015-07-01
Manutenção | Seguro | Funrural,0.02,2015,SC,7,2015-07-01
Transporte,0.09,2015,SC,7,2015-07-01
Outros,0.01,2015,SC,7,2015-07-01
Depreciação,0.05,2015,SC,7,2015-07-01
Custo de capital,0.05,2015,SC,7,2015-07-01
Total,2.12,2015,SC,7,2015-07-01
Ração,1.4,2015,SC,8,2015-08-01
Genética,0.37,2015,SC,8,2015-08-01
Mão de obra,0.15,2015,SC,8,2015-08-01
Sanidade,0.0,2015,SC,8,2015-08-01
Energia elétrica | Cama | Calefação,0.04,2015,SC,8,2015-08-01
Manutenção | Seguro | Funrural,0.02,2015,SC,8,2015-08-01
Transporte,0.09,2015,SC,8,2015-08-01
Outros,0.01,2015,SC,8,2015-08-01
Depreciação,0.05,2015,SC,8,2015-08-01
Custo de capital,0.05,2015,SC,8,2015-08-01
Total,2.18,2015,SC,8,2015-08-01
Ração,1.49,2015,SC,9,2015-09-01
Genética,0.35,2015,SC,9,2015-09-01
Mão de obra,0.15,2015,SC,9,2015-09-01
Sanidade,0.0,2015,SC,9,2015-09-01
Energia elétrica | Cama | Calefação,0.04,2015,SC,9,2015-09-01
Manutenção | Seguro | Funrural,0.02,2015,SC,9,2015-09-01
Transporte,0.09,2015,SC,9,2015-09-01
Outros,0.01,2015,SC,9,2015-09-01
Depreciação,0.05,2015,SC,9,2015-09-01
Custo de capital,0.05,2015,SC,9,2015-09-01
Total,2.26,2015,SC,9,2015-09-01
Ração,1.64,2015,SC,10,2015-10-01
Genética,0.35,2015,SC,10,2015-10-01
Mão de obra,0.17,2015,SC,10,2015-10-01
Sanidade,0.0,2015,SC,10,2015-10-01
Energia elétrica | Cama | Calefação,0.05,2015,SC,10,2015-10-01
Manutenção | Seguro | Funrural,0.02,2015,SC,10,2015-10-01
Transporte,0.09,2015,SC,10,2015-10-01
Outros,0.01,2015,SC,10,2015-10-01
Depreciação,0.06,2015,SC,10,2015-10-01
Custo de capital,0.05,2015,SC,10,2015-10-01
Total,2.43,2015,SC,10,2015-10-01
Ração,1.69,2015,SC,11,2015-11-01
Genética,0.35,2015,SC,11,2015-11-01
Mão de obra,0.18,2015,SC,11,2015-11-01
Sanidade,0.0,2015,SC,11,2015-11-01
Energia elétrica | Cama | Calefação,0.04,2015,SC,11,2015-11-01
Manutenção | Seguro | Funrural,0.02,2015,SC,11,2015-11-01
Transporte,0.09,2015,SC,11,2015-11-01
Outros,0.01,2015,SC,11,2015-11-01
Depreciação,0.06,2015,SC,11,2015-11-01
Custo de capital,0.05,2015,SC,11,2015-11-01
Total,2.49,2015,SC,11,2015-11-01
Ração,1.7,2015,SC,12,2015-12-01
