CostName,R$_kg,Year,State,Month,Date
Mão de obra,0.07,2010,RS,1,2010-01-01
Sanidade,0.0,2010,RS,1,2010-01-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,1,2010-01-01
Manutenção | Seguro | Funrural,0.01,2010,RS,1,2010-01-01
Transporte,0.04,2010,RS,1,2010-01-01
Outros,0.0,2010,RS,1,2010-01-01
Depreciação,0.04,2010,RS,1,2010-01-01
Custo de capital,0.03,2010,RS,1,2010-01-01
Total,1.43,2010,RS,1,2010-01-01
Ração,0.89,2010,RS,2,2010-02-01
Genética,0.24,2010,RS,2,2010-02-01
Mão de obra,0.07,2010,RS,2,2010-02-01
Sanidade,0.0,2010,RS,2,2010-02-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,2,2010-02-01
Manutenção | Seguro | Funrural,0.01,2010,RS,2,2010-02-01
Transporte,0.04,2010,RS,2,2010-02-01
Outros,0.0,2010,RS,2,2010-02-01
Depreciação,0.04,2010,RS,2,2010-02-01
Custo de capital,0.03,2010,RS,2,2010-02-01
Total,1.36,2010,RS,2,2010-02-01
Ração,0.91,2010,RS,3,2010-03-01
Genética,0.24,2010,RS,3,2010-03-01
Mão de obra,0.07,2010,RS,3,2010-03-01
Sanidade,0.0,2010,RS,3,2010-03-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,3,2010-03-01
Manutenção | Seguro | Funrural,0.01,2010,RS,3,2010-03-01
Transporte,0.04,2010,RS,3,2010-03-01
Outros,0.0,2010,RS,3,2010-03-01
Depreciação,0.04,2010,RS,3,2010-03-01
Custo de capital,0.03,2010,RS,3,2010-03-01
Total,1.38,2010,RS,3,2010-03-01
Ração,0.86,2010,RS,4,2010-04-01
Genética,0.24,2010,RS,4,2010-04-01
Mão de obra,0.07,2010,RS,4,2010-04-01
Sanidade,0.0,2010,RS,4,2010-04-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,4,2010-04-01
Manutenção | Seguro | Funrural,0.01,2010,RS,4,2010-04-01
Transporte,0.04,2010,RS,4,2010-04-01
Outros,0.0,2010,RS,4,2010-04-01
Depreciação,0.04,2010,RS,4,2010-04-01
Custo de capital,0.03,2010,RS,4,2010-04-01
Total,1.33,2010,RS,4,2010-04-01
Ração,0.93,2010,RS,5,2010-05-01
Genética,0.24,2010,RS,5,2010-05-01
Mão de obra,0.07,2010,RS,5,2010-05-01
Sanidade,0.0,2010,RS,5,2010-05-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,5,2010-05-01
Manutenção | Seguro | Funrural,0.01,2010,RS,5,2010-05-01
Transporte,0.04,2010,RS,5,2010-05-01
Outros,0.0,2010,RS,5,2010-05-01
Depreciação,0.04,2010,RS,5,2010-05-01
Custo de capital,0.03,2010,RS,5,2010-05-01
Total,1.41,2010,RS,5,2010-05-01
Ração,0.93,2010,RS,6,2010-06-01
Genética,0.24,2010,RS,6,2010-06-01
Mão de obra,0.07,2010,RS,6,2010-06-01
Sanidade,0.0,2010,RS,6,2010-06-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,6,2010-06-01
Manutenção | Seguro | Funrural,0.01,2010,RS,6,2010-06-01
Transporte,0.04,2010,RS,6,2010-06-01
Outros,0.0,2010,RS,6,2010-06-01
Depreciação,0.04,2010,RS,6,2010-06-01
Custo de capital,0.03,2010,RS,6,2010-06-01
Total,1.41,2010,RS,6,2010-06-01
Ração,0.94,2010,RS,7,2010-07-01
Genética,0.24,2010,RS,7,2010-07-01
Mão de obra,0.07,2010,RS,7,2010-07-01
Sanidade,0.01,2010,RS,7,2010-07-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,7,2010-07-01
Manutenção | Seguro | Funrural,0.01,2010,RS,7,2010-07-01
Transporte,0.04,2010,RS,7,2010-07-01
Outros,0.0,2010,RS,7,2010-07-01
Depreciação,0.04,2010,RS,7,2010-07-01
Custo de capital,0.03,2010,RS,7,2010-07-01
Total,1.42,2010,RS,7,2010-07-01
Ração,0.93,2010,RS,8,2010-08-01
Genética,0.24,2010,RS,8,2010-08-01
Mão de obra,0.07,2010,RS,8,2010-08-01
Sanidade,0.01,2010,RS,8,2010-08-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,8,2010-08-01
Manutenção | Seguro | Funrural,0.01,2010,RS,8,2010-08-01
Transporte,0.04,2010,RS,8,2010-08-01
Outros,0.0,2010,RS,8,2010-08-01
Depreciação,0.05,2010,RS,8,2010-08-01
Custo de capital,0.03,2010,RS,8,2010-08-01
Total,1.41,2010,RS,8,2010-08-01
Ração,1.01,2010,RS,9,2010-09-01
Genética,0.23,2010,RS,9,2010-09-01
Mão de obra,0.07,2010,RS,9,2010-09-01
Sanidade,0.01,2010,RS,9,2010-09-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,9,2010-09-01
Manutenção | Seguro | Funrural,0.01,2010,RS,9,2010-09-01
Transporte,0.04,2010,RS,9,2010-09-01
Outros,0.0,2010,RS,9,2010-09-01
Depreciação,0.05,2010,RS,9,2010-09-01
Custo de capital,0.03,2010,RS,9,2010-09-01
Total,1.49,2010,RS,9,2010-09-01
Ração,1.01,2010,RS,10,2010-10-01
Genética,0.23,2010,RS,10,2010-10-01
Mão de obra,0.07,2010,RS,10,2010-10-01
Sanidade,0.0,2010,RS,10,2010-10-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,10,2010-10-01
Manutenção | Seguro | Funrural,0.01,2010,RS,10,2010-10-01
Transporte,0.04,2010,RS,10,2010-10-01
Outros,0.0,2010,RS,10,2010-10-01
Depreciação,0.05,2010,RS,10,2010-10-01
Custo de capital,0.03,2010,RS,10,2010-10-01
Total,1.48,2010,RS,10,2010-10-01
Ração,1.03,2010,RS,11,2010-11-01
Genética,0.23,2010,RS,11,2010-11-01
Mão de obra,0.07,2010,RS,11,2010-11-01
Sanidade,0.0,2010,RS,11,2010-11-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,11,2010-11-01
Manutenção | Seguro | Funrural,0.01,2010,RS,11,2010-11-01
Transporte,0.04,2010,RS,11,2010-11-01
Outros,0.0,2010,RS,11,2010-11-01
Depreciação,0.05,2010,RS,11,2010-11-01
Custo de capital,0.03,2010,RS,11,2010-11-01
Total,1.5,2010,RS,11,2010-11-01
Ração,1.05,2010,RS,12,2010-12-01
Genética,0.23,2010,RS,12,2010-12-01
Mão de obra,0.07,2010,RS,12,2010-12-01
Sanidade,0.0,2010,RS,12,2010-12-01
Energia elétrica | Cama | Calefação,0.04,2010,RS,12,2010-12-01
Manutenção | Seguro | Funrural,0.01,2010,RS,12,2010-12-01
Transporte,0.04,2010,RS,12,2010-12-01
Outros,0.0,2010,RS,12,2010-12-01
Depreciação,0.05,2010,RS,12,2010-12-01
Custo de capital,0.03,2010,RS,12,2010-12-01
Total,1.52,2010,RS,12,2010-12-01
Ração,0.84,2010,PR,1,2010-01-01
Genética,0.24,2010,PR,1,2010-01-01
Mão de obra,0.06,2010,PR,1,2010-01-01
Sanidade,0.0,2010,PR,1,2010-01-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,1,2010-01-01
Manutenção | Seguro | Funrural,0.01,2010,PR,1,2010-01-01
Transporte,0.04,2010,PR,1,2010-01-01
Outros,0.0,2010,PR,1,2010-01-01
Depreciação,0.04,2010,PR,1,2010-01-01
Custo de capital,0.03,2010,PR,1,2010-01-01
Total,1.29,2010,PR,1,2010-01-01
Ração,0.77,2010,PR,2,2010-02-01
Genética,0.23,2010,PR,2,2010-02-01
Mão de obra,0.06,2010,PR,2,2010-02-01
Sanidade,0.0,2010,PR,2,2010-02-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,2,2010-02-01
Manutenção | Seguro | Funrural,0.01,2010,PR,2,2010-02-01
Transporte,0.04,2010,PR,2,2010-02-01
Outros,0.0,2010,PR,2,2010-02-01
Depreciação,0.04,2010,PR,2,2010-02-01
Custo de capital,0.03,2010,PR,2,2010-02-01
Total,1.22,2010,PR,2,2010-02-01
Ração,0.76,2010,PR,3,2010-03-01
Genética,0.24,2010,PR,3,2010-03-01
Mão de obra,0.06,2010,PR,3,2010-03-01
Sanidade,0.0,2010,PR,3,2010-03-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,3,2010-03-01
Manutenção | Seguro | Funrural,0.01,2010,PR,3,2010-03-01
Transporte,0.04,2010,PR,3,2010-03-01
Outros,0.0,2010,PR,3,2010-03-01
Depreciação,0.04,2010,PR,3,2010-03-01
Custo de capital,0.03,2010,PR,3,2010-03-01
Total,1.21,2010,PR,3,2010-03-01
Ração,0.76,2010,PR,4,2010-04-01
Genética,0.25,2010,PR,4,2010-04-01
Mão de obra,0.06,2010,PR,4,2010-04-01
Sanidade,0.0,2010,PR,4,2010-04-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,4,2010-04-01
Manutenção | Seguro | Funrural,0.01,2010,PR,4,2010-04-01
Transporte,0.04,2010,PR,4,2010-04-01
Outros,0.0,2010,PR,4,2010-04-01
Depreciação,0.04,2010,PR,4,2010-04-01
Custo de capital,0.03,2010,PR,4,2010-04-01
Total,1.23,2010,PR,4,2010-04-01
Ração,0.79,2010,PR,5,2010-05-01
Genética,0.25,2010,PR,5,2010-05-01
Mão de obra,0.06,2010,PR,5,2010-05-01
Sanidade,0.0,2010,PR,5,2010-05-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,5,2010-05-01
Manutenção | Seguro | Funrural,0.01,2010,PR,5,2010-05-01
Transporte,0.04,2010,PR,5,2010-05-01
Outros,0.0,2010,PR,5,2010-05-01
Depreciação,0.04,2010,PR,5,2010-05-01
Custo de capital,0.03,2010,PR,5,2010-05-01
Total,1.26,2010,PR,5,2010-05-01
Ração,0.79,2010,PR,6,2010-06-01
Genética,0.25,2010,PR,6,2010-06-01
Mão de obra,0.05,2010,PR,6,2010-06-01
Sanidade,0.0,2010,PR,6,2010-06-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,6,2010-06-01
Manutenção | Seguro | Funrural,0.01,2010,PR,6,2010-06-01
Transporte,0.04,2010,PR,6,2010-06-01
Outros,0.0,2010,PR,6,2010-06-01
Depreciação,0.04,2010,PR,6,2010-06-01
Custo de capital,0.03,2010,PR,6,2010-06-01
Total,1.25,2010,PR,6,2010-06-01
Ração,0.91,2010,PR,7,2010-07-01
Genética,0.25,2010,PR,7,2010-07-01
Mão de obra,0.05,2010,PR,7,2010-07-01
Sanidade,0.0,2010,PR,7,2010-07-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,7,2010-07-01
Manutenção | Seguro | Funrural,0.01,2010,PR,7,2010-07-01
Transporte,0.06,2010,PR,7,2010-07-01
Outros,0.0,2010,PR,7,2010-07-01
Depreciação,0.04,2010,PR,7,2010-07-01
Custo de capital,0.03,2010,PR,7,2010-07-01
Total,1.4,2010,PR,7,2010-07-01
Ração,0.99,2010,PR,8,2010-08-01
Genética,0.25,2010,PR,8,2010-08-01
Mão de obra,0.05,2010,PR,8,2010-08-01
Sanidade,0.0,2010,PR,8,2010-08-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,8,2010-08-01
Manutenção | Seguro | Funrural,0.01,2010,PR,8,2010-08-01
Transporte,0.06,2010,PR,8,2010-08-01
Outros,0.0,2010,PR,8,2010-08-01
Depreciação,0.04,2010,PR,8,2010-08-01
Custo de capital,0.03,2010,PR,8,2010-08-01
Total,1.48,2010,PR,8,2010-08-01
Ração,1.05,2010,PR,9,2010-09-01
Genética,0.26,2010,PR,9,2010-09-01
Mão de obra,0.05,2010,PR,9,2010-09-01
Sanidade,0.0,2010,PR,9,2010-09-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,9,2010-09-01
Manutenção | Seguro | Funrural,0.01,2010,PR,9,2010-09-01
Transporte,0.06,2010,PR,9,2010-09-01
Outros,0.0,2010,PR,9,2010-09-01
Depreciação,0.04,2010,PR,9,2010-09-01
Custo de capital,0.03,2010,PR,9,2010-09-01
Total,1.56,2010,PR,9,2010-09-01
Ração,1.12,2010,PR,10,2010-10-01
Genética,0.25,2010,PR,10,2010-10-01
Mão de obra,0.05,2010,PR,10,2010-10-01
Sanidade,0.0,2010,PR,10,2010-10-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,10,2010-10-01
Manutenção | Seguro | Funrural,0.01,2010,PR,10,2010-10-01
Transporte,0.06,2010,PR,10,2010-10-01
Outros,0.0,2010,PR,10,2010-10-01
Depreciação,0.04,2010,PR,10,2010-10-01
Custo de capital,0.03,2010,PR,10,2010-10-01
Total,1.62,2010,PR,10,2010-10-01
Ração,1.18,2010,PR,11,2010-11-01
Genética,0.26,2010,PR,11,2010-11-01
Mão de obra,0.05,2010,PR,11,2010-11-01
Sanidade,0.0,2010,PR,11,2010-11-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,11,2010-11-01
Manutenção | Seguro | Funrural,0.01,2010,PR,11,2010-11-01
Transporte,0.06,2010,PR,11,2010-11-01
Outros,0.0,2010,PR,11,2010-11-01
Depreciação,0.04,2010,PR,11,2010-11-01
Custo de capital,0.03,2010,PR,11,2010-11-01
Total,1.69,2010,PR,11,2010-11-01
Ração,1.19,2010,PR,12,2010-12-01
Genética,0.26,2010,PR,12,2010-12-01
Mão de obra,0.05,2010,PR,12,2010-12-01
Sanidade,0.0,2010,PR,12,2010-12-01
Energia elétrica | Cama | Calefação,0.04,2010,PR,12,2010-12-01
Manutenção | Seguro | Funrural,0.01,2010,PR,12,2010-12-01
Transporte,0.06,2010,PR,12,2010-12-01
Outros,0.0,2010,PR,12,2010-12-01
Depreciação,0.04,2010,PR,12,2010-12-01
Custo de capital,0.03,2010,PR,12,2010-12-01
Total,1.7,2010,PR,12,2010-12-01
Ração,1.46,2011,CE,1,2011-01-01
Genética,0.36,2011,CE,1,2011-01-01
Mão de obra,0.09,2011,CE,1,2011-01-01
Sanidade,0.0,2011,CE,1,2011-01-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,1,2011-01-01
Manutenção | Seguro | Funrural,0.01,2011,CE,1,2011-01-01
Transporte,0.1,2011,CE,1,2011-01-01
Outros,0.01,2011,CE,1,2011-01-01
Depreciação,0.04,2011,CE,1,2011-01-01
Custo de capital,0.04,2011,CE,1,2011-01-01
Total,2.17,2011,CE,1,2011-01-01
Ração,1.42,2011,CE,2,2011-02-01
Genética,0.36,2011,CE,2,2011-02-01
Mão de obra,0.09,2011,CE,2,2011-02-01
Sanidade,0.0,2011,CE,2,2011-02-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,2,2011-02-01
Manutenção | Seguro | Funrural,0.01,2011,CE,2,2011-02-01
Transporte,0.07,2011,CE,2,2011-02-01
Outros,0.01,2011,CE,2,2011-02-01
Depreciação,0.05,2011,CE,2,2011-02-01
Custo de capital,0.04,2011,CE,2,2011-02-01
Total,2.1,2011,CE,2,2011-02-01
Ração,1.42,2011,CE,3,2011-03-01
Genética,0.36,2011,CE,3,2011-03-01
Mão de obra,0.09,2011,CE,3,2011-03-01
Sanidade,0.0,2011,CE,3,2011-03-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,3,2011-03-01
Manutenção | Seguro | Funrural,0.02,2011,CE,3,2011-03-01
Transporte,0.07,2011,CE,3,2011-03-01
Outros,0.01,2011,CE,3,2011-03-01
Depreciação,0.05,2011,CE,3,2011-03-01
Custo de capital,0.04,2011,CE,3,2011-03-01
Total,2.1,2011,CE,3,2011-03-01
Ração,1.35,2011,CE,4,2011-04-01
Genética,0.4,2011,CE,4,2011-04-01
Mão de obra,0.09,2011,CE,4,2011-04-01
Sanidade,0.0,2011,CE,4,2011-04-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,4,2011-04-01
Manutenção | Seguro | Funrural,0.02,2011,CE,4,2011-04-01
Transporte,0.07,2011,CE,4,2011-04-01
Outros,0.0,2011,CE,4,2011-04-01
Depreciação,0.05,2011,CE,4,2011-04-01
Custo de capital,0.04,2011,CE,4,2011-04-01
Total,2.07,2011,CE,4,2011-04-01
Ração,1.35,2011,CE,5,2011-05-01
Genética,0.4,2011,CE,5,2011-05-01
Mão de obra,0.09,2011,CE,5,2011-05-01
Sanidade,0.0,2011,CE,5,2011-05-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,5,2011-05-01
Manutenção | Seguro | Funrural,0.02,2011,CE,5,2011-05-01
Transporte,0.07,2011,CE,5,2011-05-01
Outros,0.0,2011,CE,5,2011-05-01
Depreciação,0.05,2011,CE,5,2011-05-01
Custo de capital,0.04,2011,CE,5,2011-05-01
Total,2.07,2011,CE,5,2011-05-01
Ração,1.33,2011,CE,6,2011-06-01
Genética,0.4,2011,CE,6,2011-06-01
Mão de obra,0.09,2011,CE,6,2011-06-01
Sanidade,0.0,2011,CE,6,2011-06-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,6,2011-06-01
Manutenção | Seguro | Funrural,0.02,2011,CE,6,2011-06-01
Transporte,0.07,2011,CE,6,2011-06-01
Outros,0.0,2011,CE,6,2011-06-01
Depreciação,0.05,2011,CE,6,2011-06-01
Custo de capital,0.04,2011,CE,6,2011-06-01
Total,2.05,2011,CE,6,2011-06-01
Ração,1.31,2011,CE,7,2011-07-01
Genética,0.4,2011,CE,7,2011-07-01
Mão de obra,0.09,2011,CE,7,2011-07-01
Sanidade,0.0,2011,CE,7,2011-07-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,7,2011-07-01
Manutenção | Seguro | Funrural,0.02,2011,CE,7,2011-07-01
Transporte,0.07,2011,CE,7,2011-07-01
Outros,0.0,2011,CE,7,2011-07-01
Depreciação,0.05,2011,CE,7,2011-07-01
Custo de capital,0.04,2011,CE,7,2011-07-01
Total,2.03,2011,CE,7,2011-07-01
Ração,1.39,2011,CE,9,2011-09-01
Genética,0.36,2011,CE,9,2011-09-01
Mão de obra,0.09,2011,CE,9,2011-09-01
Sanidade,0.0,2011,CE,9,2011-09-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,9,2011-09-01
Manutenção | Seguro | Funrural,0.02,2011,CE,9,2011-09-01
Transporte,0.07,2011,CE,9,2011-09-01
Outros,0.01,2011,CE,9,2011-09-01
Depreciação,0.05,2011,CE,9,2011-09-01
Custo de capital,0.04,2011,CE,9,2011-09-01
Total,2.07,2011,CE,9,2011-09-01
Ração,1.43,2011,CE,10,2011-10-01
Genética,0.36,2011,CE,10,2011-10-01
Mão de obra,0.09,2011,CE,10,2011-10-01
Sanidade,0.0,2011,CE,10,2011-10-01
Energia elétrica | Cama | Calefação,0.05,2011,CE,10,2011-10-01
Manutenção | Seguro | Funrural,0.02,2011,CE,10,2011-10-01
Transporte,0.07,2011,CE,10,2011-10-01
Outros,0.01,2011,CE,10,2011-10-01
Depreciação,0.05,2011,CE,10,2011-10-01
Custo de capital,0.04,2011,CE,10,2011-10-01
Total,2.12,2011,CE,10,2011-10-01
Ração,1.38,2011,MG,1,2011-01-01
Genética,0.25,2011,MG,1,2011-01-01
Mão de obra,0.07,2011,MG,1,2011-01-01
Sanidade,0.0,2011,MG,1,2011-01-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,1,2011-01-01
Manutenção | Seguro | Funrural,0.01,2011,MG,1,2011-01-01
Transporte,0.07,2011,MG,1,2011-01-01
Outros,0.0,2011,MG,1,2011-01-01
Depreciação,0.04,2011,MG,1,2011-01-01
Custo de capital,0.03,2011,MG,1,2011-01-01
Total,1.88,2011,MG,1,2011-01-01
Ração,1.29,2011,MG,2,2011-02-01
Genética,0.27,2011,MG,2,2011-02-01
Mão de obra,0.07,2011,MG,2,2011-02-01
Sanidade,0.0,2011,MG,2,2011-02-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,2,2011-02-01
Manutenção | Seguro | Funrural,0.01,2011,MG,2,2011-02-01
Transporte,0.05,2011,MG,2,2011-02-01
Outros,0.0,2011,MG,2,2011-02-01
Depreciação,0.04,2011,MG,2,2011-02-01
Custo de capital,0.03,2011,MG,2,2011-02-01
Total,1.8,2011,MG,2,2011-02-01
Ração,1.17,2011,MG,3,2011-03-01
Genética,0.26,2011,MG,3,2011-03-01
Mão de obra,0.07,2011,MG,3,2011-03-01
Sanidade,0.0,2011,MG,3,2011-03-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,3,2011-03-01
Manutenção | Seguro | Funrural,0.01,2011,MG,3,2011-03-01
Transporte,0.06,2011,MG,3,2011-03-01
Outros,0.0,2011,MG,3,2011-03-01
Depreciação,0.04,2011,MG,3,2011-03-01
Custo de capital,0.03,2011,MG,3,2011-03-01
Total,1.69,2011,MG,3,2011-03-01
Ração,1.12,2011,MG,4,2011-04-01
Genética,0.26,2011,MG,4,2011-04-01
Mão de obra,0.07,2011,MG,4,2011-04-01
Sanidade,0.0,2011,MG,4,2011-04-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,4,2011-04-01
Manutenção | Seguro | Funrural,0.01,2011,MG,4,2011-04-01
Transporte,0.05,2011,MG,4,2011-04-01
Outros,0.0,2011,MG,4,2011-04-01
Depreciação,0.04,2011,MG,4,2011-04-01
Custo de capital,0.03,2011,MG,4,2011-04-01
Total,1.62,2011,MG,4,2011-04-01
Ração,1.13,2011,MG,5,2011-05-01
Genética,0.25,2011,MG,5,2011-05-01
Mão de obra,0.07,2011,MG,5,2011-05-01
Sanidade,0.0,2011,MG,5,2011-05-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,5,2011-05-01
Manutenção | Seguro | Funrural,0.01,2011,MG,5,2011-05-01
Transporte,0.06,2011,MG,5,2011-05-01
Outros,0.0,2011,MG,5,2011-05-01
Depreciação,0.04,2011,MG,5,2011-05-01
Custo de capital,0.03,2011,MG,5,2011-05-01
Total,1.63,2011,MG,5,2011-05-01
Ração,1.17,2011,MG,6,2011-06-01
Genética,0.26,2011,MG,6,2011-06-01
Mão de obra,0.07,2011,MG,6,2011-06-01
Sanidade,0.0,2011,MG,6,2011-06-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,6,2011-06-01
Manutenção | Seguro | Funrural,0.01,2011,MG,6,2011-06-01
Transporte,0.06,2011,MG,6,2011-06-01
Outros,0.0,2011,MG,6,2011-06-01
Depreciação,0.04,2011,MG,6,2011-06-01
Custo de capital,0.03,2011,MG,6,2011-06-01
Total,1.68,2011,MG,6,2011-06-01
Ração,1.17,2011,MG,7,2011-07-01
Genética,0.26,2011,MG,7,2011-07-01
Mão de obra,0.07,2011,MG,7,2011-07-01
Sanidade,0.0,2011,MG,7,2011-07-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,7,2011-07-01
Manutenção | Seguro | Funrural,0.01,2011,MG,7,2011-07-01
Transporte,0.07,2011,MG,7,2011-07-01
Outros,0.0,2011,MG,7,2011-07-01
Depreciação,0.04,2011,MG,7,2011-07-01
Custo de capital,0.03,2011,MG,7,2011-07-01
Total,1.69,2011,MG,7,2011-07-01
Ração,1.19,2011,MG,8,2011-08-01
Genética,0.26,2011,MG,8,2011-08-01
Mão de obra,0.07,2011,MG,8,2011-08-01
Sanidade,0.0,2011,MG,8,2011-08-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,8,2011-08-01
Manutenção | Seguro | Funrural,0.01,2011,MG,8,2011-08-01
Transporte,0.07,2011,MG,8,2011-08-01
Outros,0.0,2011,MG,8,2011-08-01
Depreciação,0.04,2011,MG,8,2011-08-01
Custo de capital,0.03,2011,MG,8,2011-08-01
Total,1.72,2011,MG,8,2011-08-01
Ração,1.29,2011,MG,9,2011-09-01
Genética,0.26,2011,MG,9,2011-09-01
Mão de obra,0.07,2011,MG,9,2011-09-01
Sanidade,0.0,2011,MG,9,2011-09-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,9,2011-09-01
Manutenção | Seguro | Funrural,0.01,2011,MG,9,2011-09-01
Transporte,0.08,2011,MG,9,2011-09-01
Outros,0.0,2011,MG,9,2011-09-01
Depreciação,0.04,2011,MG,9,2011-09-01
Custo de capital,0.03,2011,MG,9,2011-09-01
Total,1.83,2011,MG,9,2011-09-01
Ração,1.23,2011,MG,10,2011-10-01
Genética,0.26,2011,MG,10,2011-10-01
Mão de obra,0.08,2011,MG,10,2011-10-01
Sanidade,0.0,2011,MG,10,2011-10-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,10,2011-10-01
Manutenção | Seguro | Funrural,0.01,2011,MG,10,2011-10-01
Transporte,0.08,2011,MG,10,2011-10-01
Outros,0.0,2011,MG,10,2011-10-01
Depreciação,0.04,2011,MG,10,2011-10-01
Custo de capital,0.03,2011,MG,10,2011-10-01
Total,1.78,2011,MG,10,2011-10-01
Ração,1.23,2011,MG,11,2011-11-01
Genética,0.26,2011,MG,11,2011-11-01
Mão de obra,0.08,2011,MG,11,2011-11-01
Sanidade,0.0,2011,MG,11,2011-11-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,11,2011-11-01
Manutenção | Seguro | Funrural,0.01,2011,MG,11,2011-11-01
Transporte,0.08,2011,MG,11,2011-11-01
Outros,0.0,2011,MG,11,2011-11-01
Depreciação,0.04,2011,MG,11,2011-11-01
Custo de capital,0.03,2011,MG,11,2011-11-01
Total,1.76,2011,MG,11,2011-11-01
Ração,1.19,2011,MG,12,2011-12-01
Genética,0.26,2011,MG,12,2011-12-01
Mão de obra,0.08,2011,MG,12,2011-12-01
Sanidade,0.0,2011,MG,12,2011-12-01
Energia elétrica | Cama | Calefação,0.04,2011,MG,12,2011-12-01
Manutenção | Seguro | Funrural,0.01,2011,MG,12,2011-12-01
Transporte,0.08,2011,MG,12,2011-12-01
Outros,0.0,2011,MG,12,2011-12-01
Depreciação,0.04,2011,MG,12,2011-12-01
Custo de capital,0.03,2011,MG,12,2011-12-01
Total,1.73,2011,MG,12,2011-12-01
Ração,1.28,2011,GO,1,2011-01-01
Genética,0.37,2011,GO,1,2011-01-01
Mão de obra,0.07,2011,GO,1,2011-01-01
Sanidade,0.0,2011,GO,1,2011-01-01
Energia elétrica | Cama | Calefação,0.03,2011,GO,1,2011-01-01
Manutenção | Seguro | Funrural,0.02,2011,GO,1,2011-01-01
Transporte,0.09,2011,GO,1,2011-01-01
Outros,0.0,2011,GO,1,2011-01-01
Depreciação,0.05,2011,GO,1,2011-01-01
Custo de capital,0.04,2011,GO,1,2011-01-01
Total,1.95,2011,GO,1,2011-01-01
Ração,1.24,2011,GO,2,2011-02-01
Genética,0.37,2011,GO,2,2011-02-01
Mão de obra,0.06,2011,GO,2,2011-02-01
Sanidade,0.0,2011,GO,2,2011-02-01
Energia elétrica | Cama | Calefação,0.04,2011,GO,2,2011-02-01
Manutenção | Seguro | Funrural,0.02,2011,GO,2,2011-02-01
Transporte,0.09,2011,GO,2,2011-02-01
Outros,0.0,2011,GO,2,2011-02-01
Depreciação,0.05,2011,GO,2,2011-02-01
Custo de capital,0.04,2011,GO,2,2011-02-01
Total,1.91,2011,GO,2,2011-02-01
Ração,1.22,2011,GO,3,2011-03-01
Genética,0.37,2011,GO,3,2011-03-01
Mão de obra,0.06,2011,GO,3,2011-03-01
Sanidade,0.0,2011,GO,3,2011-03-01
Energia elétrica | Cama | Calefação,0.04,2011,GO,3,2011-03-01
Manutenção | Seguro | Funrural,0.02,2011,GO,3,2011-03-01
Transporte,0.09,2011,GO,3,2011-03-01
Outros,0.0,2011,GO,3,2011-03-01
Depreciação,0.05,2011,GO,3,2011-03-01
Custo de capital,0.04,2011,GO,3,2011-03-01
Total,1.89,2011,GO,3,2011-03-01
Ração,1.2,2011,GO,4,2011-04-01
Genética,0.37,2011,GO,4,2011-04-01
Mão de obra,0.06,2011,GO,4,2011-04-01
Sanidade,0.0,2011,GO,4,2011-04-01
Energia elétrica | Cama | Calefação,0.04,2011,GO,4,2011-04-01
Manutenção | Seguro | Funrural,0.02,2011,GO,4,2011-04-01
Transporte,0.09,2011,GO,4,2011-04-01
