memberStateCode,memberStateName,year,month,category,tonnes,heads,kgPerHead
IE,Ireland,1997,April,Heifer,8.7,32.4,268.52
IE,Ireland,1997,March,Heifer,9.0,33.2,271.08
IE,Ireland,1997,February,Heifer,10.3,37.6,273.94
IE,Ireland,1997,January,Heifer,10.1,37.0,272.97
IE,Ireland,1996,December,Heifer,11.7,42.7,274.0
IE,Ireland,1996,November,Heifer,13.2,47.4,278.48
IE,Ireland,1996,October,Heifer,11.8,42.7,276.35
IE,Ireland,1996,September,Heifer,11.1,40.2,276.12
IE,Ireland,1996,August,Heifer,10.1,36.2,279.01
IE,Ireland,1996,July,Heifer,9.4,34.0,276.47
IE,Ireland,1996,June,Heifer,8.6,30.6,281.05
IE,Ireland,1996,May,Heifer,11.0,38.7,284.24
IE,Ireland,1996,April,Heifer,6.5,23.8,273.11
IE,Ireland,1996,March,Heifer,8.5,30.5,278.69
IE,Ireland,1996,February,Heifer,11.2,40.1,279.3
IE,Ireland,1996,January,Heifer,10.7,38.3,279.37
IE,Ireland,1995,December,Heifer,9.3,33.4,278.44
IE,Ireland,1995,November,Heifer,13.6,49.0,277.55
IE,Ireland,1995,October,Heifer,12.7,45.7,277.9
IE,Ireland,1995,September,Heifer,11.4,41.4,275.36
IE,Ireland,1995,August,Heifer,11.7,42.2,277.25
IE,Ireland,1995,July,Heifer,8.9,32.4,274.69
IE,Ireland,1995,June,Heifer,9.2,33.4,275.45
IE,Ireland,1995,May,Heifer,12.2,44.0,277.27
IE,Ireland,1995,April,Heifer,10.2,37.4,272.73
IE,Ireland,1995,March,Heifer,12.6,45.2,278.76
IE,Ireland,1995,February,Heifer,11.6,42.2,274.88
IE,Ireland,1995,January,Heifer,11.2,40.6,275.86
IE,Ireland,1994,December,Heifer,11.5,41.4,277.78
IE,Ireland,1994,November,Heifer,14.5,52.3,277.25
IE,Ireland,1994,October,Heifer,12.6,46.0,273.91
IE,Ireland,1994,September,Heifer,11.5,42.2,272.51
IE,Ireland,1994,August,Heifer,10.5,39.1,268.54
IE,Ireland,1994,July,Heifer,8.1,30.5,265.57
IE,Ireland,1994,June,Heifer,9.2,33.6,273.81
IE,Ireland,1994,May,Heifer,9.1,33.7,270.03
IE,Ireland,1994,April,Heifer,8.4,31.2,269.23
IE,Ireland,1994,March,Heifer,11.9,43.7,272.31
IE,Ireland,1994,February,Heifer,8.5,31.6,268.99
IE,Ireland,1994,January,Heifer,9.4,35.0,268.57
IE,Ireland,1993,December,Heifer,11.6,40.9,283.62
IE,Ireland,1993,November,Heifer,12.4,44.2,280.54
IE,Ireland,1993,October,Heifer,11.2,40.1,279.3
IE,Ireland,1993,September,Heifer,11.4,40.7,280.1
IE,Ireland,1993,August,Heifer,10.4,37.3,278.82
IE,Ireland,1993,July,Heifer,10.4,37.7,275.86
IE,Ireland,1993,June,Heifer,9.9,35.9,275.77
IE,Ireland,1993,May,Heifer,11.8,41.9,281.62
IE,Ireland,1993,April,Heifer,9.0,32.7,275.23
IE,Ireland,1993,March,Heifer,11.3,40.4,279.7
IE,Ireland,1993,February,Heifer,10.4,37.2,279.57
IE,Ireland,1993,January,Heifer,10.2,37.0,275.68
IE,Ireland,1992,December,Heifer,12.2,43.5,280.46
IE,Ireland,1992,November,Heifer,13.2,46.9,281.45
IE,Ireland,1992,October,Heifer,12.2,43.5,280.46
IE,Ireland,1992,September,Heifer,12.7,45.5,279.12
IE,Ireland,1992,August,Heifer,10.4,37.8,275.13
IE,Ireland,1992,July,Heifer,11.2,40.4,277.23
IE,Ireland,1992,June,Heifer,10.3,36.8,279.89
IE,Ireland,1992,May,Heifer,10.6,38.2,277.49
IE,Ireland,1992,April,Heifer,11.2,40.3,277.92
IE,Ireland,1992,March,Heifer,12.4,43.7,283.75
IE,Ireland,1992,February,Heifer,10.0,36.1,277.01
IE,Ireland,1992,January,Heifer,11.4,41.3,276.03
IE,Ireland,1991,December,Heifer,10.6,38.7,273.9
IE,Ireland,1991,November,Heifer,11.8,43.0,274.42
IE,Ireland,1991,October,Heifer,11.8,43.0,274.42
IE,Ireland,1991,September,Heifer,11.0,40.4,272.28
IE,Ireland,1991,August,Heifer,9.9,36.6,270.49
IE,Ireland,1991,July,Heifer,10.2,37.5,272.0
IE,Ireland,1991,June,Heifer,8.7,32.2,270.19
IE,Ireland,1991,May,Heifer,10.7,38.6,277.2
IE,Ireland,1991,April,Heifer,10.6,37.9,279.68
IE,Ireland,1991,March,Heifer,10.4,36.9,281.84
IE,Ireland,1991,February,Heifer,9.9,35.7,277.31
IE,Ireland,1991,January,Heifer,11.2,40.5,276.54
IE,Ireland,1990,December,Heifer,10.4,37.4,278.07
IE,Ireland,1990,November,Heifer,12.5,44.7,279.64
IE,Ireland,1990,October,Heifer,9.0,33.3,270.27
IE,Ireland,1990,September,Heifer,10.0,36.5,273.97
IE,Ireland,1990,August,Heifer,10.2,36.9,276.42
IE,Ireland,1990,July,Heifer,8.3,30.7,270.36
IE,Ireland,1990,June,Heifer,7.8,29.1,268.04
IE,Ireland,1990,May,Heifer,8.2,30.4,269.74
IE,Ireland,1990,April,Heifer,8.4,31.3,268.37
IE,Ireland,1990,March,Heifer,9.7,35.8,270.95
IE,Ireland,1990,February,Heifer,8.8,32.5,270.77
IE,Ireland,1990,January,Heifer,9.6,35.5,270.42
IE,Ireland,1989,December,Heifer,7.9,30.3,260.73
IE,Ireland,1989,November,Heifer,9.3,35.8,259.78
IE,Ireland,1989,October,Heifer,8.1,31.6,256.33
IE,Ireland,1989,September,Heifer,7.8,30.1,259.14
IE,Ireland,1989,August,Heifer,7.5,29.5,254.24
IE,Ireland,1989,July,Heifer,6.7,26.4,253.79
IE,Ireland,1989,June,Heifer,6.3,24.8,254.03
IE,Ireland,1989,May,Heifer,6.6,26.2,251.91
IE,Ireland,1989,April,Heifer,6.6,26.3,250.95
IE,Ireland,1989,March,Heifer,8.0,30.7,260.59
IE,Ireland,1989,February,Heifer,6.9,27.2,253.68
IE,Ireland,1989,January,Heifer,7.9,30.6,258.17
IE,Ireland,1988,December,Heifer,6.8,27.1,250.92
IE,Ireland,1988,November,Heifer,9.1,35.3,257.79
IE,Ireland,1988,October,Heifer,7.7,30.4,253.29
IE,Ireland,1988,September,Heifer,7.4,29.1,254.3
IE,Ireland,1988,August,Heifer,6.4,25.7,249.03
IE,Ireland,1988,July,Heifer,6.1,24.5,248.98
IE,Ireland,1988,June,Heifer,6.3,25.2,250.0
IE,Ireland,1988,May,Heifer,6.4,25.4,251.97
IE,Ireland,1988,April,Heifer,6.6,26.4,250.0
IE,Ireland,1988,March,Heifer,8.2,32.2,254.66
IE,Ireland,1988,February,Heifer,7.5,30.1,249.17
IE,Ireland,1988,January,Heifer,8.6,34.1,252.2
IE,Ireland,1987,December,Heifer,9.0,35.7,252.1
IE,Ireland,1987,November,Heifer,9.9,39.5,250.63
IE,Ireland,1987,October,Heifer,10.7,42.1,254.16
IE,Ireland,1987,September,Heifer,9.1,36.4,250.0
IE,Ireland,1987,August,Heifer,7.8,31.5,247.62
IE,Ireland,1987,July,Heifer,7.7,31.2,246.79
IE,Ireland,1987,June,Heifer,7.8,31.7,246.06
IE,Ireland,1987,May,Heifer,7.9,31.6,250.0
IE,Ireland,1987,April,Heifer,8.7,34.7,250.72
IE,Ireland,1987,March,Heifer,9.3,36.9,252.03
IE,Ireland,1987,February,Heifer,7.5,30.2,248.34
IE,Ireland,1987,January,Heifer,8.1,32.8,246.95
IE,Ireland,1986,December,Heifer,8.7,35.4,245.76
IE,Ireland,1986,November,Heifer,10.1,40.9,246.94
IE,Ireland,1986,October,Heifer,9.3,37.7,246.68
IE,Ireland,1986,September,Heifer,8.9,36.0,247.22
IE,Ireland,1986,August,Heifer,7.0,28.6,244.76
IE,Ireland,1986,July,Heifer,7.6,31.0,245.16
IE,Ireland,1986,June,Heifer,6.7,27.5,243.64
IE,Ireland,1986,May,Heifer,6.8,27.7,245.49
IE,Ireland,1986,April,Heifer,8.1,32.7,247.71
IE,Ireland,1986,March,Heifer,8.0,32.5,246.15
IE,Ireland,1986,February,Heifer,8.0,32.4,246.91
IE,Ireland,1986,January,Heifer,9.1,36.7,247.96
IE,Ireland,1985,December,Heifer,8.3,33.7,246.29
IE,Ireland,1985,November,Heifer,9.9,40.1,246.88
IE,Ireland,1985,October,Heifer,9.5,38.6,246.11
IE,Ireland,1985,September,Heifer,9.1,37.2,244.62
IE,Ireland,1985,August,Heifer,8.4,34.4,244.19
IE,Ireland,1985,July,Heifer,7.9,32.4,243.83
IE,Ireland,1985,June,Heifer,7.2,29.2,246.58
IE,Ireland,1985,May,Heifer,9.1,36.2,251.38
IE,Ireland,1985,April,Heifer,8.2,32.9,249.24
IE,Ireland,1985,March,Heifer,8.2,33.0,248.48
IE,Ireland,1985,February,Heifer,7.8,31.7,246.06
IE,Ireland,1985,January,Heifer,9.4,37.7,249.34
IE,Ireland,1984,December,Heifer,7.7,32.2,239.13
IE,Ireland,1984,November,Heifer,9.2,37.6,244.68
IE,Ireland,1984,October,Heifer,9.1,37.3,243.97
IE,Ireland,1984,September,Heifer,8.3,34.4,241.28
IE,Ireland,1984,August,Heifer,7.8,32.6,239.26
IE,Ireland,1984,July,Heifer,6.8,28.4,239.44
IE,Ireland,1984,June,Heifer,6.8,28.3,240.28
IE,Ireland,1984,May,Heifer,7.2,30.2,238.41
IE,Ireland,1984,April,Heifer,7.0,29.2,239.73
IE,Ireland,1984,March,Heifer,7.7,32.4,237.65
IE,Ireland,1984,February,Heifer,7.7,32.3,238.39
IE,Ireland,1984,January,Heifer,8.1,33.8,239.64
IE,Ireland,1983,December,Heifer,7.8,32.7,238.53
IE,Ireland,1983,November,Heifer,9.4,39.1,240.41
IE,Ireland,1983,October,Heifer,8.2,34.5,237.68
IE,Ireland,1983,September,Heifer,8.4,35.3,237.96
IE,Ireland,1983,August,Heifer,7.8,32.5,240.0
IE,Ireland,1983,July,Heifer,7.1,29.9,237.46
IE,Ireland,1983,June,Heifer,7.6,32.0,237.5
IE,Ireland,1983,May,Heifer,6.7,28.1,238.43
IE,Ireland,1983,April,Heifer,6.8,28.6,237.76
IE,Ireland,1983,March,Heifer,7.2,30.0,240.0
IE,Ireland,1983,February,Heifer,6.4,26.9,237.92
IE,Ireland,1983,January,Heifer,7.0,29.3,238.91
IE,Ireland,1982,December,Heifer,7.4,31.1,237.94
IE,Ireland,1982,November,Heifer,8.4,35.4,237.29
IE,Ireland,1982,October,Heifer,7.9,33.0,239.39
IE,Ireland,1982,September,Heifer,7.3,30.9,236.25
IE,Ireland,1982,August,Heifer,6.9,29.5,233.9
IE,Ireland,1982,July,Heifer,6.5,27.3,238.1
IE,Ireland,1982,June,Heifer,6.1,26.2,232.82
IE,Ireland,1982,May,Heifer,5.8,24.8,233.87
IE,Ireland,1982,April,Heifer,5.6,23.9,234.31
IE,Ireland,1982,March,Heifer,6.4,27.3,234.43
IE,Ireland,1982,February,Heifer,5.8,25.0,232.0
IE,Ireland,1982,January,Heifer,6.2,26.5,233.96
IE,Ireland,1981,December,Heifer,6.5,27.7,234.66
IE,Ireland,1981,November,Heifer,7.7,32.8,234.76
IE,Ireland,1981,October,Heifer,8.5,36.1,235.46
IE,Ireland,1981,September,Heifer,8.6,36.3,236.91
IE,Ireland,1981,August,Heifer,7.6,32.2,236.02
IE,Ireland,1981,July,Heifer,7.0,29.9,234.11
IE,Ireland,1981,June,Heifer,6.2,26.7,232.21
IE,Ireland,1981,May,Heifer,6.5,27.7,234.66
IE,Ireland,1981,April,Heifer,5.6,23.9,234.31
IE,Ireland,1981,March,Heifer,6.1,26.3,231.94
IE,Ireland,1981,February,Heifer,5.9,25.5,231.37
IE,Ireland,1981,January,Heifer,7.2,30.9,233.01
IE,Ireland,1980,December,Heifer,8.2,34.8,235.63
IE,Ireland,1980,November,Heifer,10.3,43.4,237.33
IE,Ireland,1980,October,Heifer,11.3,47.6,237.39
IE,Ireland,1980,September,Heifer,9.5,40.5,234.57
IE,Ireland,1980,August,Heifer,8.9,37.4,237.97
IE,Ireland,1980,July,Heifer,7.9,33.6,235.12
IE,Ireland,1980,June,Heifer,7.0,30.0,233.33
IE,Ireland,1980,May,Heifer,7.2,31.4,229.3
IE,Ireland,1980,April,Heifer,6.6,28.9,228.37
IE,Ireland,1980,March,Heifer,6.9,29.8,231.54
IE,Ireland,1980,February,Heifer,7.7,33.6,229.17
IE,Ireland,1980,January,Heifer,8.1,35.1,230.77
IE,Ireland,1979,December,Heifer,7.2,32.6,220.86
IE,Ireland,1979,November,Heifer,9.3,39.1,237.85
IE,Ireland,1979,October,Heifer,8.4,36.5,230.14
IE,Ireland,1979,September,Heifer,7.2,31.2,230.77
IE,Ireland,1979,August,Heifer,7.0,29.9,234.11
IE,Ireland,1979,July,Heifer,6.0,25.7,233.46
IE,Ireland,1979,June,Heifer,5.9,24.2,243.8
IE,Ireland,1979,May,Heifer,5.6,23.4,239.32
IE,Ireland,1979,April,Heifer,5.9,24.6,239.84
IE,Ireland,1979,March,Heifer,6.9,28.9,238.75
IE,Ireland,1979,February,Heifer,6.5,26.6,244.36
IE,Ireland,1979,January,Heifer,7.6,32.2,236.02
IE,Ireland,1978,December,Heifer,8.0,35.8,223.46
IE,Ireland,1978,November,Heifer,9.2,41.2,223.3
IE,Ireland,1978,October,Heifer,9.2,40.2,228.86
IE,Ireland,1978,September,Heifer,8.5,36.1,235.46
IE,Ireland,1978,August,Heifer,7.8,33.0,236.36
IE,Ireland,1978,July,Heifer,6.8,30.0,226.67
IE,Ireland,1978,June,Heifer,6.9,29.3,235.49
IE,Ireland,1978,May,Heifer,5.7,25.3,225.3
IE,Ireland,1978,April,Heifer,6.1,25.6,238.28
IE,Ireland,1978,March,Heifer,6.8,29.2,232.88
IE,Ireland,1978,February,Heifer,7.5,30.6,245.1
IE,Ireland,1978,January,Heifer,11.2,41.8,267.94
IE,Ireland,1977,December,Heifer,9.1,37.7,241.38
IE,Ireland,1977,November,Heifer,10.9,44.8,243.3
IE,Ireland,1977,October,Heifer,10.3,44.0,234.09
IE,Ireland,1977,September,Heifer,10.1,41.9,241.05
IE,Ireland,1977,August,Heifer,8.5,36.1,235.46
IE,Ireland,1977,July,Heifer,7.4,31.2,237.18
IE,Ireland,1977,June,Heifer,7.6,30.5,249.18
IE,Ireland,1977,May,Heifer,5.8,26.1,222.22
IE,Ireland,1977,April,Heifer,5.9,24.4,241.8
IE,Ireland,1977,March,Heifer,6.2,27.3,227.11
IE,Ireland,1977,February,Heifer,6.4,27.8,230.22
IE,Ireland,1977,January,Heifer,7.3,30.5,239.34
IE,Ireland,1976,December,Heifer,7.7,34.6,222.54
IE,Ireland,1976,November,Heifer,8.3,37.8,219.58
IE,Ireland,1976,October,Heifer,8.5,36.1,235.46
IE,Ireland,1976,September,Heifer,8.4,36.7,228.88
IE,Ireland,1976,August,Heifer,7.6,33.7,225.52
IE,Ireland,1976,July,Heifer,6.6,29.3,225.26
IE,Ireland,1976,June,Heifer,7.4,31.9,231.97
IE,Ireland,1976,May,Heifer,7.1,31.2,227.56
IE,Ireland,1976,April,Heifer,6.4,27.8,230.22
IE,Ireland,1976,March,Heifer,7.0,30.9,226.54
IE,Ireland,1976,February,Heifer,8.2,36.4,225.27
IE,Ireland,1976,January,Heifer,9.1,41.6,218.75
IE,Ireland,1975,December,Heifer,9.9,43.6,227.06
IE,Ireland,1975,November,Heifer,10.4,46.8,222.22
IE,Ireland,1975,October,Heifer,11.2,49.8,224.9
IE,Ireland,1975,September,Heifer,10.4,46.2,225.11
IE,Ireland,1975,August,Heifer,9.2,40.2,228.86
IE,Ireland,1975,July,Heifer,8.7,38.0,228.95
IE,Ireland,1975,June,Heifer,5.9,27.6,213.77
IE,Ireland,1975,May,Heifer,7.6,35.5,214.08
IE,Ireland,1975,April,Heifer,7.1,32.7,217.13
IE,Ireland,1975,March,Heifer,7.9,35.7,221.29
IE,Ireland,1975,February,Heifer,8.2,38.1,215.22
IE,Ireland,1975,January,Heifer,10.7,48.2,221.99
IE,Ireland,1974,December,Heifer,10.2,44.0,231.82
IE,Ireland,1974,November,Heifer,11.2,46.7,239.83
IE,Ireland,1974,October,Heifer,10.3,44.2,233.03
IE,Ireland,1974,September,Heifer,7.5,34.9,214.9
IE,Ireland,1974,August,Heifer,7.3,32.8,222.56
IE,Ireland,1974,July,Heifer,6.0,26.7,224.72
IE,Ireland,1974,June,Heifer,5.3,22.6,234.51
IE,Ireland,1974,May,Heifer,4.8,21.4,224.3
IE,Ireland,1974,April,Heifer,4.2,18.7,224.6
IE,Ireland,1974,March,Heifer,4.2,19.7,213.2
IE,Ireland,1974,February,Heifer,4.7,21.0,223.81
IE,Ireland,1974,January,Heifer,5.5,24.1,228.22
IE,Ireland,2025,February,Young cattle,0.07,0.36,194.44
IE,Ireland,2025,January,Young cattle,0.11,0.53,207.55
IE,Ireland,2024,December,Young cattle,0.06,0.31,193.55
IE,Ireland,2024,November,Young cattle,0.06,0.29,206.9
IE,Ireland,2024,October,Young cattle,0.03,0.14,214.29
IE,Ireland,2024,September,Young cattle,0.01,0.06,166.67
IE,Ireland,2024,August,Young cattle,0.02,0.08,250.0
IE,Ireland,2024,July,Young cattle,0.03,0.14,214.29
IE,Ireland,2024,June,Young cattle,0.02,0.08,250.0
IE,Ireland,2024,May,Young cattle,0.03,0.17,176.47
IE,Ireland,2024,April,Young cattle,0.03,0.14,214.29
IE,Ireland,2024,March,Young cattle,0.05,0.23,217.39
IE,Ireland,2024,February,Young cattle,0.08,0.38,210.53
IE,Ireland,2024,January,Young cattle,0.03,0.15,200.0
IE,Ireland,2023,December,Young cattle,0.05,0.23,217.39
IE,Ireland,2023,November,Young cattle,0.04,0.21,190.48
IE,Ireland,2023,October,Young cattle,0.03,0.15,200.0
IE,Ireland,2023,September,Young cattle,0.02,0.08,250.0
IE,Ireland,2023,August,Young cattle,0.02,0.08,250.0
IE,Ireland,2023,July,Young cattle,0.03,0.18,166.67
IE,Ireland,2023,June,Young cattle,0.02,0.15,133.33
IE,Ireland,2023,May,Young cattle,0.13,1.18,110.17
IE,Ireland,2023,April,Young cattle,0.09,0.76,118.42
IE,Ireland,2023,March,Young cattle,0.26,2.58,100.78
IE,Ireland,2023,February,Young cattle,0.13,1.11,117.12
IE,Ireland,2023,January,Young cattle,0.05,0.26,192.31
IE,Ireland,2022,December,Young cattle,0.05,0.28,178.57
IE,Ireland,2022,November,Young cattle,0.04,0.22,181.82
IE,Ireland,2022,October,Young cattle,0.03,0.15,200.0
IE,Ireland,2022,September,Young cattle,0.02,0.13,153.85
IE,Ireland,2022,August,Young cattle,0.02,0.09,222.22
IE,Ireland,2022,July,Young cattle,0.02,0.1,200.0
IE,Ireland,2022,June,Young cattle,0.03,0.21,142.86
IE,Ireland,2022,May,Young cattle,0.17,1.49,114.09
IE,Ireland,2022,April,Young cattle,0.1,0.82,121.95
IE,Ireland,2022,March,Young cattle,0.09,0.81,111.11
IE,Ireland,2022,February,Young cattle,0.05,0.31,161.29
IE,Ireland,2022,January,Young cattle,0.05,0.25,200.0
IE,Ireland,2021,December,Young cattle,0.04,0.19,210.53
IE,Ireland,2021,November,Young cattle,0.04,0.17,235.29
IE,Ireland,2021,October,Young cattle,0.03,0.16,187.5
IE,Ireland,2021,September,Young cattle,0.01,0.06,166.67
IE,Ireland,2021,August,Young cattle,0.01,0.07,142.86
IE,Ireland,2021,July,Young cattle,0.02,0.1,200.0
IE,Ireland,2021,June,Young cattle,0.03,0.13,230.77
IE,Ireland,2021,May,Young cattle,0.05,0.41,121.95
IE,Ireland,2021,April,Young cattle,0.09,0.74,121.62
IE,Ireland,2021,March,Young cattle,0.37,3.68,100.54
IE,Ireland,2021,February,Young cattle,0.14,1.27,110.24
IE,Ireland,2021,January,Young cattle,0.03,0.2,150.0
IE,Ireland,2020,December,Young cattle,0.05,0.23,217.39
IE,Ireland,2020,November,Young cattle,0.03,0.17,176.47
IE,Ireland,2020,October,Young cattle,0.03,0.18,166.67
IE,Ireland,2020,September,Young cattle,0.02,0.09,222.22
IE,Ireland,2020,August,Young cattle,0.02,0.11,181.82
IE,Ireland,2020,July,Young cattle,0.02,0.11,181.82
IE,Ireland,2020,June,Young cattle,0.03,0.15,200.0
IE,Ireland,2020,May,Young cattle,0.03,0.17,176.47
IE,Ireland,2020,April,Young cattle,0.02,0.09,222.22
IE,Ireland,2020,March,Young cattle,0.04,0.19,210.53
IE,Ireland,2020,February,Young cattle,0.04,0.18,222.22
IE,Ireland,2020,January,Young cattle,0.03,0.17,176.47
IE,Ireland,2019,December,Young cattle,0.05,0.24,208.33
IE,Ireland,2019,November,Young cattle,0.04,0.2,200.0
IE,Ireland,2019,October,Young cattle,0.03,0.13,230.77
IE,Ireland,2019,September,Young cattle,0.02,0.09,222.22
IE,Ireland,2019,August,Young cattle,0.02,0.11,181.82
IE,Ireland,2019,July,Young cattle,0.02,0.13,153.85
IE,Ireland,2019,June,Young cattle,0.03,0.16,187.5
IE,Ireland,2019,May,Young cattle,0.09,0.72,125.0
IE,Ireland,2019,April,Young cattle,0.23,2.02,113.86
IE,Ireland,2019,March,Young cattle,0.96,9.09,105.61
IE,Ireland,2019,February,Young cattle,0.8,7.54,106.1
IE,Ireland,2019,January,Young cattle,0.04,0.17,235.29
IE,Ireland,2018,December,Young cattle,0.03,0.15,200.0
IE,Ireland,2018,November,Young cattle,0.03,0.16,187.5
IE,Ireland,2018,October,Young cattle,0.03,0.13,230.77
IE,Ireland,2018,September,Young cattle,0.01,0.07,142.86
IE,Ireland,2018,August,Young cattle,0.02,0.11,181.82
IE,Ireland,2018,July,Young cattle,0.02,0.08,250.0
IE,Ireland,2018,June,Young cattle,0.02,0.11,181.82
IE,Ireland,2018,May,Young cattle,0.05,0.35,142.86
IE,Ireland,2018,April,Young cattle,0.12,0.96,125.0
IE,Ireland,2018,March,Young cattle,0.46,4.01,114.71
IE,Ireland,2018,February,Young cattle,0.51,4.48,113.84
IE,Ireland,2018,January,Young cattle,0.04,0.18,222.22
IE,Ireland,2017,December,Young cattle,0.02,0.12,166.67
IE,Ireland,2017,November,Young cattle,0.03,0.13,230.77
IE,Ireland,2017,October,Young cattle,0.03,0.13,230.77
IE,Ireland,2017,September,Young cattle,0.03,0.12,250.0
IE,Ireland,2017,August,Young cattle,0.01,0.06,166.67
IE,Ireland,2017,July,Young cattle,0.02,0.08,250.0
IE,Ireland,2017,June,Young cattle,0.03,0.15,200.0
IE,Ireland,2017,May,Young cattle,0.03,0.18,166.67
IE,Ireland,2017,April,Young cattle,0.11,0.74,148.65
IE,Ireland,2017,March,Young cattle,0.43,3.06,140.52
IE,Ireland,2017,February,Young cattle,0.37,2.6,142.31
IE,Ireland,2017,January,Young cattle,0.04,0.18,222.22
IE,Ireland,2016,December,Young cattle,0.07,0.33,212.12
IE,Ireland,2016,November,Young cattle,0.03,0.14,214.29
IE,Ireland,2016,October,Young cattle,0.03,0.14,214.29
IE,Ireland,2016,September,Young cattle,0.02,0.07,285.71
IE,Ireland,2016,August,Young cattle,0.02,0.11,181.82
IE,Ireland,2016,July,Young cattle,0.01,0.06,166.67
IE,Ireland,2016,June,Young cattle,0.02,0.09,222.22
IE,Ireland,2016,May,Young cattle,0.02,0.13,153.85
IE,Ireland,2016,April,Young cattle,0.05,0.32,156.25
IE,Ireland,2016,March,Young cattle,0.19,1.26,150.79
IE,Ireland,2016,February,Young cattle,0.28,1.87,149.73
IE,Ireland,2016,January,Young cattle,0.05,0.22,227.27
IE,Ireland,2015,December,Young cattle,0.06,0.31,193.55
IE,Ireland,2015,November,Young cattle,0.04,0.2,200.0
IE,Ireland,2015,October,Young cattle,0.04,0.17,235.29
IE,Ireland,2015,September,Young cattle,0.03,0.13,230.77
IE,Ireland,2015,August,Young cattle,0.03,0.13,230.77
IE,Ireland,2015,July,Young cattle,0.02,0.11,181.82
IE,Ireland,2015,June,Young cattle,0.03,0.15,200.0
IE,Ireland,2015,May,Young cattle,0.04,0.2,200.0
IE,Ireland,2015,April,Young cattle,0.05,0.32,156.25
IE,Ireland,2015,March,Young cattle,0.13,0.98,132.65
IE,Ireland,2015,February,Young cattle,0.17,1.21,140.5
IE,Ireland,2015,January,Young cattle,0.04,0.2,200.0
IE,Ireland,2014,December,Young cattle,0.02,0.2,100.0
IE,Ireland,2014,November,Young cattle,0.02,0.19,105.26
IE,Ireland,2014,October,Young cattle,0.02,0.19,105.26
IE,Ireland,2014,September,Young cattle,0.01,0.11,90.91
IE,Ireland,2014,August,Young cattle,0.02,0.11,181.82
IE,Ireland,2014,July,Young cattle,0.02,0.1,200.0
IE,Ireland,2014,June,Young cattle,0.04,0.19,210.53
IE,Ireland,2014,May,Young cattle,0.07,0.38,184.21
IE,Ireland,2014,April,Young cattle,0.11,0.63,174.6
IE,Ireland,2014,March,Young cattle,0.32,1.94,164.95
IE,Ireland,2014,February,Young cattle,0.25,1.51,165.56
IE,Ireland,2014,January,Young cattle,0.04,0.19,210.53
IE,Ireland,2013,December,Young cattle,0.06,0.3,200.0
IE,Ireland,2013,November,Young cattle,0.04,0.22,181.82
IE,Ireland,2013,October,Young cattle,0.05,0.22,227.27
IE,Ireland,2013,September,Young cattle,0.06,0.27,222.22
IE,Ireland,2013,August,Young cattle,0.06,0.27,222.22
IE,Ireland,2013,July,Young cattle,0.08,0.37,216.22
IE,Ireland,2013,June,Young cattle,0.04,0.21,190.48
IE,Ireland,2013,May,Young cattle,0.06,0.27,222.22
IE,Ireland,2013,April,Young cattle,0.06,0.28,214.29
IE,Ireland,2013,March,Young cattle,0.07,0.33,212.12
IE,Ireland,2013,February,Young cattle,0.07,0.36,194.44
IE,Ireland,2013,January,Young cattle,0.06,0.27,222.22
IE,Ireland,2012,December,Young cattle,0.06,0.31,193.55
IE,Ireland,2012,November,Young cattle,0.06,0.27,222.22
IE,Ireland,2012,October,Young cattle,0.06,0.28,214.29
IE,Ireland,2012,September,Young cattle,0.05,0.26,192.31
IE,Ireland,2012,August,Young cattle,0.07,0.34,205.88
IE,Ireland,2012,July,Young cattle,0.07,0.33,212.12
IE,Ireland,2012,June,Young cattle,0.08,0.37,216.22
IE,Ireland,2012,May,Young cattle,0.06,0.27,222.22
IE,Ireland,2012,April,Young cattle,0.05,0.22,227.27
IE,Ireland,2012,March,Young cattle,0.06,0.28,214.29
IE,Ireland,2012,February,Young cattle,0.07,0.32,218.75
IE,Ireland,2012,January,Young cattle,0.05,0.25,200.0
IE,Ireland,2011,December,Young cattle,0.08,0.39,205.13
IE,Ireland,2011,November,Young cattle,0.09,0.42,214.29
IE,Ireland,2011,October,Young cattle,0.05,0.23,217.39
IE,Ireland,2011,September,Young cattle,0.06,0.31,193.55
IE,Ireland,2011,August,Young cattle,0.09,0.43,209.3
IE,Ireland,2011,July,Young cattle,0.05,0.26,192.31
IE,Ireland,2011,June,Young cattle,0.11,0.55,200.0
IE,Ireland,2011,May,Young cattle,0.11,0.52,211.54
IE,Ireland,2011,April,Young cattle,0.09,0.44,204.55
IE,Ireland,2011,March,Young cattle,0.1,0.49,204.08
IE,Ireland,2011,February,Young cattle,0.12,0.6,200.0
IE,Ireland,2011,January,Young cattle,0.1,0.48,208.33
IE,Ireland,2010,December,Young cattle,0.1,0.5,200.0
IE,Ireland,2010,November,Young cattle,0.06,0.27,222.22
IE,Ireland,2010,October,Young cattle,0.06,0.27,222.22
IE,Ireland,2010,September,Young cattle,0.08,0.38,210.53
IE,Ireland,2010,August,Young cattle,0.06,0.28,214.29
IE,Ireland,2010,July,Young cattle,0.03,0.15,200.0
IE,Ireland,2010,June,Young cattle,0.04,0.18,222.22
IE,Ireland,2010,May,Young cattle,0.03,0.16,187.5
IE,Ireland,2010,April,Young cattle,0.04,0.17,235.29
