memberStateCode,memberStateName,year,month,category,tonnes,heads,kgPerHead
IE,Ireland,2010,March,Young cattle,0.07,0.36,194.44
IE,Ireland,2010,February,Young cattle,0.06,0.28,214.29
IE,Ireland,2010,January,Young cattle,0.05,0.26,192.31
IE,Ireland,2009,December,Young cattle,0.06,0.3,200.0
IE,Ireland,2009,November,Young cattle,0.06,0.31,193.55
IE,Ireland,2009,October,Young cattle,0.07,0.34,205.88
IE,Ireland,2009,September,Young cattle,0.09,0.42,214.29
IE,Ireland,2009,August,Young cattle,0.07,0.34,205.88
IE,Ireland,2009,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2009,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2009,May,Young cattle,0.0,0.02,0.0
IE,Ireland,2009,April,Young cattle,0.0,0.02,0.0
IE,Ireland,2009,March,Young cattle,0.06,0.3,200.0
IE,Ireland,2009,February,Young cattle,0.09,0.44,204.55
IE,Ireland,2009,January,Young cattle,0.03,0.16,187.5
IE,Ireland,2008,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2008,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2007,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2006,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2005,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2004,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2003,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2002,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2001,January,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,December,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,November,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,October,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,September,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,August,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,July,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,June,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,May,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,April,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,March,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,February,Young cattle,0.0,0.0,0.0
IE,Ireland,2000,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1999,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1998,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1997,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1996,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1995,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1994,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1993,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1992,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1991,January,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,December,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,November,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,October,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,September,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,August,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,July,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,June,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,May,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,April,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,March,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,February,Young cattle,0.0,0.0,0.0
IE,Ireland,1990,January,Young cattle,0.0,0.0,0.0
IT,Italy,2025,January,Bull,21.05,60.42,348.39
IT,Italy,2024,December,Bull,23.54,67.57,348.38
IT,Italy,2024,November,Bull,21.15,60.57,349.18
IT,Italy,2024,October,Bull,23.01,65.83,349.54
IT,Italy,2024,September,Bull,23.13,66.96,345.43
IT,Italy,2024,August,Bull,22.75,65.07,349.62
IT,Italy,2024,July,Bull,22.76,65.68,346.53
IT,Italy,2024,June,Bull,19.92,57.92,343.92
IT,Italy,2024,May,Bull,22.68,66.69,340.08
IT,Italy,2024,April,Bull,20.34,60.11,338.38
IT,Italy,2024,March,Bull,22.22,66.68,333.23
IT,Italy,2024,February,Bull,20.2,59.74,338.13
IT,Italy,2024,January,Bull,20.93,62.68,333.92
IT,Italy,2023,December,Bull,22.22,67.69,328.26
IT,Italy,2023,November,Bull,22.16,67.14,330.06
IT,Italy,2023,October,Bull,23.82,70.39,338.4
IT,Italy,2023,September,Bull,22.03,65.82,334.7
IT,Italy,2023,August,Bull,22.58,67.8,333.04
IT,Italy,2023,July,Bull,19.2,57.23,335.49
IT,Italy,2023,June,Bull,20.94,62.88,333.02
IT,Italy,2023,May,Bull,22.73,69.53,326.91
IT,Italy,2023,April,Bull,19.13,58.21,328.64
IT,Italy,2023,March,Bull,17.31,52.23,331.42
IT,Italy,2023,February,Bull,16.69,50.72,329.06
IT,Italy,2023,January,Bull,18.88,57.07,330.82
IT,Italy,2022,December,Bull,25.59,73.85,346.51
IT,Italy,2022,November,Bull,24.27,70.07,346.37
IT,Italy,2022,October,Bull,24.32,69.88,348.03
IT,Italy,2022,September,Bull,24.82,73.2,339.07
IT,Italy,2022,August,Bull,25.89,77.55,333.85
IT,Italy,2022,July,Bull,24.18,69.57,347.56
IT,Italy,2022,June,Bull,23.73,70.19,338.08
IT,Italy,2022,May,Bull,25.96,74.53,348.32
IT,Italy,2022,April,Bull,26.22,75.88,345.55
IT,Italy,2022,March,Bull,27.08,76.97,351.83
IT,Italy,2022,February,Bull,22.81,65.47,348.4
IT,Italy,2022,January,Bull,23.25,69.71,333.52
IT,Italy,2021,December,Bull,28.4,82.38,344.74
IT,Italy,2021,November,Bull,26.49,76.3,347.18
IT,Italy,2021,October,Bull,24.35,70.82,343.83
IT,Italy,2021,September,Bull,26.59,76.61,347.08
IT,Italy,2021,August,Bull,26.39,78.47,336.31
IT,Italy,2021,July,Bull,27.36,78.13,350.19
IT,Italy,2021,June,Bull,24.58,72.34,339.78
IT,Italy,2021,May,Bull,25.09,77.45,323.95
IT,Italy,2021,April,Bull,25.37,73.55,344.94
IT,Italy,2021,March,Bull,27.74,81.78,339.2
IT,Italy,2021,February,Bull,22.16,65.73,337.14
IT,Italy,2021,January,Bull,22.61,68.1,332.01
IT,Italy,2020,December,Bull,27.54,79.33,347.16
IT,Italy,2020,November,Bull,23.98,72.51,330.71
IT,Italy,2020,October,Bull,27.2,77.93,349.03
IT,Italy,2020,September,Bull,25.81,73.34,351.92
IT,Italy,2020,August,Bull,25.42,72.65,349.9
IT,Italy,2020,July,Bull,26.14,73.54,355.45
IT,Italy,2020,June,Bull,25.7,73.31,350.57
IT,Italy,2020,May,Bull,25.31,70.65,358.24
IT,Italy,2020,April,Bull,22.99,63.43,362.45
IT,Italy,2020,March,Bull,26.85,76.09,352.87
IT,Italy,2020,February,Bull,23.23,64.78,358.6
IT,Italy,2020,January,Bull,25.06,70.74,354.26
IT,Italy,2019,December,Bull,26.77,75.15,356.22
IT,Italy,2019,November,Bull,25.26,70.37,358.96
IT,Italy,2019,October,Bull,29.74,78.84,377.22
IT,Italy,2019,September,Bull,30.31,76.75,394.92
IT,Italy,2019,August,Bull,26.05,74.95,347.57
IT,Italy,2019,July,Bull,28.68,77.21,371.45
IT,Italy,2019,June,Bull,22.19,65.9,336.72
IT,Italy,2019,May,Bull,27.15,79.45,341.72
IT,Italy,2019,April,Bull,27.6,80.55,342.64
IT,Italy,2019,March,Bull,24.95,70.52,353.8
IT,Italy,2019,February,Bull,21.9,65.04,336.72
IT,Italy,2019,January,Bull,24.56,70.58,347.97
IT,Italy,2018,December,Bull,28.57,75.59,377.96
IT,Italy,2018,November,Bull,27.38,74.94,365.36
IT,Italy,2018,October,Bull,32.07,85.04,377.12
IT,Italy,2018,September,Bull,30.4,74.6,407.51
IT,Italy,2018,August,Bull,33.53,81.8,409.9
IT,Italy,2018,July,Bull,28.92,76.77,376.71
IT,Italy,2018,June,Bull,24.26,73.3,330.97
IT,Italy,2018,May,Bull,26.42,81.36,324.73
IT,Italy,2018,April,Bull,22.79,71.3,319.64
IT,Italy,2018,March,Bull,26.86,79.81,336.55
IT,Italy,2018,February,Bull,24.09,65.09,370.1
IT,Italy,2018,January,Bull,25.77,71.61,359.87
IT,Italy,2017,December,Bull,28.79,75.14,383.15
IT,Italy,2017,November,Bull,27.99,73.38,381.44
IT,Italy,2017,October,Bull,29.34,78.76,372.52
IT,Italy,2017,September,Bull,29.12,74.72,389.72
IT,Italy,2017,August,Bull,29.53,76.77,384.66
IT,Italy,2017,July,Bull,30.29,80.88,374.51
IT,Italy,2017,June,Bull,29.83,79.05,377.36
IT,Italy,2017,May,Bull,28.02,73.52,381.12
IT,Italy,2017,April,Bull,27.2,72.95,372.86
IT,Italy,2017,March,Bull,26.81,74.42,360.25
IT,Italy,2017,February,Bull,22.85,61.59,371.0
IT,Italy,2017,January,Bull,27.97,75.93,368.37
IT,Italy,2016,December,Bull,33.03,88.81,371.92
IT,Italy,2016,November,Bull,29.86,82.53,361.81
IT,Italy,2016,October,Bull,33.87,88.85,381.2
IT,Italy,2016,September,Bull,32.65,84.96,384.3
IT,Italy,2016,August,Bull,30.47,83.16,366.4
IT,Italy,2016,July,Bull,29.4,78.94,372.43
IT,Italy,2016,June,Bull,30.19,82.65,365.28
IT,Italy,2016,May,Bull,30.33,82.15,369.2
IT,Italy,2016,April,Bull,28.11,74.48,377.42
IT,Italy,2016,March,Bull,29.71,80.05,371.14
IT,Italy,2016,February,Bull,27.34,74.35,367.72
IT,Italy,2016,January,Bull,27.51,74.84,367.58
IT,Italy,2015,December,Bull,32.58,87.06,374.22
IT,Italy,2015,November,Bull,29.81,78.69,378.83
IT,Italy,2015,October,Bull,30.25,79.88,378.69
IT,Italy,2015,September,Bull,31.63,81.74,386.96
IT,Italy,2015,August,Bull,31.27,82.71,378.07
IT,Italy,2015,July,Bull,30.42,79.44,382.93
IT,Italy,2015,June,Bull,31.02,81.36,381.27
IT,Italy,2015,May,Bull,28.57,76.31,374.39
IT,Italy,2015,April,Bull,26.81,71.52,374.86
IT,Italy,2015,March,Bull,31.6,82.25,384.19
IT,Italy,2015,February,Bull,26.92,69.48,387.45
IT,Italy,2015,January,Bull,28.17,76.76,366.99
IT,Italy,2014,December,Bull,34.16,90.18,378.8
IT,Italy,2014,November,Bull,29.37,77.84,377.31
IT,Italy,2014,October,Bull,31.75,82.75,383.69
IT,Italy,2014,September,Bull,31.39,84.15,373.02
IT,Italy,2014,August,Bull,28.04,75.89,369.48
IT,Italy,2014,July,Bull,30.24,82.56,366.28
IT,Italy,2014,June,Bull,28.95,77.12,375.39
IT,Italy,2014,May,Bull,27.68,74.14,373.35
IT,Italy,2014,April,Bull,27.87,76.9,362.42
IT,Italy,2014,March,Bull,24.02,72.16,332.87
IT,Italy,2014,February,Bull,24.81,72.26,343.34
IT,Italy,2014,January,Bull,32.12,85.53,375.54
IT,Italy,2013,December,Bull,37.94,102.94,368.56
IT,Italy,2013,November,Bull,35.16,94.17,373.37
IT,Italy,2013,October,Bull,38.6,106.24,363.33
IT,Italy,2013,September,Bull,36.9,104.13,354.36
IT,Italy,2013,August,Bull,37.81,102.0,370.69
IT,Italy,2013,July,Bull,41.86,113.42,369.07
IT,Italy,2013,June,Bull,33.52,89.22,375.7
IT,Italy,2013,May,Bull,35.09,101.67,345.14
IT,Italy,2013,April,Bull,34.58,93.29,370.67
IT,Italy,2013,March,Bull,34.14,98.96,344.99
IT,Italy,2013,February,Bull,33.51,93.74,357.48
IT,Italy,2013,January,Bull,42.12,103.88,405.47
IT,Italy,2012,December,Bull,44.32,123.52,358.81
IT,Italy,2012,November,Bull,45.09,126.35,356.87
IT,Italy,2012,October,Bull,46.95,131.03,358.31
IT,Italy,2012,September,Bull,42.17,119.9,351.71
IT,Italy,2012,August,Bull,41.99,117.36,357.79
IT,Italy,2012,July,Bull,40.45,114.84,352.23
IT,Italy,2012,June,Bull,37.5,105.55,355.28
IT,Italy,2012,May,Bull,43.33,121.13,357.71
IT,Italy,2012,April,Bull,33.11,90.38,366.34
IT,Italy,2012,March,Bull,45.17,130.01,347.43
IT,Italy,2012,February,Bull,42.33,120.47,351.37
IT,Italy,2012,January,Bull,43.8,121.72,359.84
IT,Italy,2011,December,Bull,45.98,129.13,356.08
IT,Italy,2011,November,Bull,44.95,125.96,356.86
IT,Italy,2011,October,Bull,47.03,135.3,347.6
IT,Italy,2011,September,Bull,48.96,139.21,351.7
IT,Italy,2011,August,Bull,48.94,138.12,354.33
IT,Italy,2011,July,Bull,44.07,123.13,357.91
IT,Italy,2011,June,Bull,43.45,121.49,357.64
IT,Italy,2011,May,Bull,43.7,122.75,356.01
IT,Italy,2011,April,Bull,35.79,97.37,367.57
IT,Italy,2011,March,Bull,47.94,134.39,356.72
IT,Italy,2011,February,Bull,49.07,141.47,346.86
IT,Italy,2011,January,Bull,55.44,158.99,348.7
IT,Italy,2010,December,Bull,56.51,161.72,349.43
IT,Italy,2010,November,Bull,53.52,154.17,347.15
IT,Italy,2010,October,Bull,52.89,154.27,342.84
IT,Italy,2010,September,Bull,54.19,156.48,346.31
IT,Italy,2010,August,Bull,52.8,150.4,351.06
IT,Italy,2010,July,Bull,49.0,139.53,351.18
IT,Italy,2010,June,Bull,48.09,136.81,351.51
IT,Italy,2010,May,Bull,46.05,132.27,348.15
IT,Italy,2010,April,Bull,35.54,98.34,361.4
IT,Italy,2010,March,Bull,50.36,144.88,347.6
IT,Italy,2010,February,Bull,46.99,135.59,346.56
IT,Italy,2010,January,Bull,56.61,166.18,340.65
IT,Italy,2009,December,Bull,55.13,158.69,347.41
IT,Italy,2009,November,Bull,52.19,148.42,351.64
IT,Italy,2009,October,Bull,55.47,159.22,348.39
IT,Italy,2009,September,Bull,53.81,154.56,348.15
IT,Italy,2009,August,Bull,50.26,144.7,347.34
IT,Italy,2009,July,Bull,48.18,137.17,351.24
IT,Italy,2009,June,Bull,50.81,147.36,344.8
IT,Italy,2009,May,Bull,45.78,134.64,340.02
IT,Italy,2009,April,Bull,39.19,113.09,346.54
IT,Italy,2009,March,Bull,53.59,159.6,335.78
IT,Italy,2009,February,Bull,49.17,145.91,336.99
IT,Italy,2009,January,Bull,56.33,168.16,334.98
IT,Italy,2008,December,Bull,60.55,176.86,342.36
IT,Italy,2008,November,Bull,52.87,152.15,347.49
IT,Italy,2008,October,Bull,57.05,164.64,346.51
IT,Italy,2008,September,Bull,62.34,177.86,350.5
IT,Italy,2008,August,Bull,50.53,145.11,348.22
IT,Italy,2008,July,Bull,48.12,140.55,342.37
IT,Italy,2008,June,Bull,51.84,151.15,342.97
IT,Italy,2008,May,Bull,48.72,142.89,340.96
IT,Italy,2008,April,Bull,40.15,116.17,345.61
IT,Italy,2008,March,Bull,55.34,162.93,339.66
IT,Italy,2008,February,Bull,50.72,146.33,346.61
IT,Italy,2008,January,Bull,55.28,161.57,342.14
IT,Italy,2007,December,Bull,63.74,181.98,350.26
IT,Italy,2007,November,Bull,62.66,175.23,357.59
IT,Italy,2007,October,Bull,66.22,188.63,351.06
IT,Italy,2007,September,Bull,59.78,168.53,354.71
IT,Italy,2007,August,Bull,59.33,167.92,353.32
IT,Italy,2007,July,Bull,54.97,159.92,343.73
IT,Italy,2007,June,Bull,51.73,147.91,349.74
IT,Italy,2007,May,Bull,49.7,141.85,350.37
IT,Italy,2007,April,Bull,45.05,125.46,359.08
IT,Italy,2007,March,Bull,63.1,189.41,333.14
IT,Italy,2007,February,Bull,54.96,155.34,353.8
IT,Italy,2007,January,Bull,60.29,171.15,352.26
IT,Italy,2006,December,Bull,64.48,185.6,347.41
IT,Italy,2006,November,Bull,58.89,168.1,350.33
IT,Italy,2006,October,Bull,63.85,184.26,346.52
IT,Italy,2006,September,Bull,62.73,182.7,343.35
IT,Italy,2006,August,Bull,57.55,168.58,341.38
IT,Italy,2006,July,Bull,50.92,148.69,342.46
IT,Italy,2006,June,Bull,52.66,153.21,343.71
IT,Italy,2006,May,Bull,48.71,146.23,333.11
IT,Italy,2006,April,Bull,45.68,134.48,339.68
IT,Italy,2006,March,Bull,59.14,179.71,329.09
IT,Italy,2006,February,Bull,51.72,152.93,338.19
IT,Italy,2006,January,Bull,59.98,179.24,334.64
