DATE,GLOBAL_CURNCY_MXN
2011-02-01,12.0001
2011-02-02,12.0122
2011-02-03,12.0029
2011-02-04,11.9863
2011-02-07,12.0158
2011-02-08,12.04
2011-02-09,12.0807
2011-02-10,12.0753
2011-02-11,12.0305
2011-02-14,12.0508
2011-02-15,12.1516
2011-02-16,12.0611
2011-02-17,12.0199
2011-02-18,12.0331
2011-02-21,12.0748
2011-02-22,12.1316
2011-02-23,12.1855
2011-02-24,12.1473
2011-02-25,12.1265
2011-02-28,12.1016
2011-03-01,12.1208
2011-03-02,12.0898
2011-03-03,12.0055
2011-03-04,12.0075
2011-03-07,12.0482
2011-03-08,12.0054
2011-03-09,11.9291
2011-03-10,11.9818
2011-03-11,11.9075
2011-03-14,11.8951
2011-03-15,11.9944
2011-03-16,12.1503
2011-03-17,12.093
2011-03-18,12.0527
2011-03-21,11.987
2011-03-22,11.9915
2011-03-23,12.0221
2011-03-24,11.9472
2011-03-25,11.9922
2011-03-28,11.9747
2011-03-29,11.9552
2011-03-30,11.9179
2011-03-31,11.9048
2011-04-01,11.8385
2011-04-04,11.8499
2011-04-05,11.8181
2011-04-06,11.8064
2011-04-07,11.773
2011-04-08,11.7305
2011-04-11,11.7496
2011-04-12,11.8381
2011-04-13,11.7756
2011-04-14,11.7125
2011-04-15,11.6631
2011-04-18,11.7528
2011-04-19,11.6792
2011-04-20,11.5935
2011-04-21,11.6133
2011-04-22,11.6048
2011-04-25,11.6039
2011-04-26,11.5779
2011-04-27,11.5238
2011-04-28,11.5585
2011-04-29,11.4959
2011-05-02,11.5259
2011-05-03,11.571
2011-05-04,11.644
2011-05-05,11.7289
2011-05-06,11.637
2011-05-09,11.6089
2011-05-10,11.5459
2011-05-11,11.6479
2011-05-12,11.6255
2011-05-13,11.7278
2011-05-16,11.7727
2011-05-17,11.716
2011-05-18,11.7056
2011-05-19,11.6295
2011-05-20,11.6473
2011-05-23,11.7455
2011-05-24,11.6922
2011-05-25,11.6704
2011-05-26,11.6682
2011-05-27,11.6035
2011-05-30,11.6084
2011-05-31,11.5693
2011-06-01,11.7091
2011-06-02,11.632
2011-06-03,11.6638
2011-06-06,11.7469
2011-06-07,11.7569
2011-06-08,11.8453
2011-06-09,11.773
2011-06-10,11.9065
2011-06-13,11.8583
2011-06-14,11.7972
2011-06-15,11.9152
2011-06-16,11.9515
2011-06-17,11.9023
2011-06-20,11.867
2011-06-21,11.7775
2011-06-22,11.7945
2011-06-23,11.8625
2011-06-24,11.9001
2011-06-27,11.8904
2011-06-28,11.8067
2011-06-29,11.7538
2011-06-30,11.7135
2011-07-01,11.6071
2011-07-04,11.5893
2011-07-05,11.6355
2011-07-06,11.6267
2011-07-07,11.541
2011-07-08,11.6256
2011-07-11,11.7618
2011-07-12,11.7927
2011-07-13,11.6839
2011-07-14,11.7215
2011-07-15,11.742
2011-07-18,11.7213
2011-07-19,11.6578
2011-07-20,11.6509
2011-07-21,11.591
2011-07-22,11.6366
2011-07-25,11.6438
2011-07-26,11.6252
2011-07-27,11.6459
2011-07-28,11.7108
2011-07-29,11.7354
2011-08-01,11.7199
2011-08-02,11.8458
2011-08-03,11.8193
2011-08-04,12.0522
2011-08-05,11.9914
2011-08-08,12.3252
2011-08-09,12.0391
2011-08-10,12.5536
2011-08-11,12.2748
2011-08-12,12.3087
2011-08-15,12.2296
2011-08-16,12.2575
2011-08-17,12.1689
2011-08-18,12.2633
2011-08-19,12.298
2011-08-22,12.3571
2011-08-23,12.3131
2011-08-24,12.4811
2011-08-25,12.51
2011-08-26,12.4549
2011-08-29,12.4622
2011-08-30,12.5322
2011-08-31,12.3327
2011-09-01,12.2908
2011-09-02,12.4079
2011-09-05,12.5372
2011-09-06,12.5119
2011-09-07,12.4638
2011-09-08,12.5146
2011-09-09,12.6919
2011-09-12,12.8429
2011-09-13,12.884
2011-09-14,12.9331
2011-09-15,12.9456
2011-09-16,13.0464
2011-09-19,13.1227
2011-09-20,13.2299
2011-09-21,13.7056
2011-09-22,14.0944
2011-09-23,13.56
2011-09-26,13.5402
2011-09-27,13.3658
2011-09-28,13.5563
2011-09-29,13.71
2011-09-30,13.8973
2011-10-03,14.0332
2011-10-04,13.7439
2011-10-05,13.5536
2011-10-06,13.4214
2011-10-07,13.4598
2011-10-10,13.2374
2011-10-11,13.3988
2011-10-12,13.2874
2011-10-13,13.428
2011-10-14,13.243
2011-10-17,13.4856
2011-10-18,13.3809
2011-10-19,13.4595
2011-10-20,13.698
2011-10-21,13.6752
2011-10-24,13.3708
2011-10-25,13.5191
2011-10-26,13.4023
2011-10-27,13.1342
2011-10-28,12.9989
2011-10-31,13.3517
2011-11-01,13.6136
2011-11-02,13.5378
2011-11-03,13.3333
2011-11-04,13.4901
2011-11-07,13.4148
2011-11-08,13.3336
2011-11-09,13.677
2011-11-10,13.5387
2011-11-11,13.5395
2011-11-14,13.5105
2011-11-15,13.6039
2011-11-16,13.6457
2011-11-17,13.7219
2011-11-18,13.7267
2011-11-21,14.0165
2011-11-22,13.9785
2011-11-23,14.1788
2011-11-24,14.205
2011-11-25,14.2305
2011-11-28,14.0258
2011-11-29,13.823
2011-11-30,13.6251
2011-12-01,13.6125
2011-12-02,13.6363
2011-12-05,13.529
2011-12-06,13.4823
2011-12-07,13.5107
2011-12-08,13.7118
2011-12-09,13.5744
2011-12-12,13.8176
2011-12-13,13.869
2011-12-14,13.8923
2011-12-15,13.9153
2011-12-16,13.8775
2011-12-19,13.9116
2011-12-20,13.7845
2011-12-21,13.8272
2011-12-22,13.8198
2011-12-23,13.845
2011-12-26,13.8632
2011-12-27,14.0101
2011-12-28,13.988
2011-12-29,13.9966
2011-12-30,13.9357
2012-01-02,13.9187
2012-01-03,13.6468
2012-01-04,13.7
2012-01-05,13.7661
2012-01-06,13.7391
2012-01-09,13.6968
2012-01-10,13.6329
2012-01-11,13.6087
2012-01-12,13.5323
2012-01-13,13.5985
2012-01-16,13.5528
2012-01-17,13.4381
2012-01-18,13.3089
2012-01-19,13.221
2012-01-20,13.1813
2012-01-23,13.1685
2012-01-24,13.0998
2012-01-25,13.019
2012-01-26,12.9913
2012-01-27,12.9169
2012-01-30,12.9776
2012-01-31,13.0456
2012-02-01,12.8923
2012-02-02,12.8013
2012-02-03,12.6596
2012-02-06,12.6683
2012-02-07,12.675
2012-02-08,12.7185
2012-02-09,12.6708
2012-02-10,12.8021
2012-02-13,12.6982
2012-02-14,12.7605
2012-02-15,12.8791
2012-02-16,12.8174
2012-02-17,12.7593
2012-02-20,12.6934
2012-02-21,12.7929
2012-02-22,12.8447
2012-02-23,12.822
2012-02-24,12.9041
2012-02-27,12.8907
2012-02-28,12.8444
2012-02-29,12.8624
2012-03-01,12.7241
2012-03-02,12.7599
2012-03-05,12.8354
2012-03-06,13.0011
2012-03-07,12.8732
2012-03-08,12.6785
2012-03-09,12.6425
2012-03-12,12.6602
2012-03-13,12.5592
2012-03-14,12.7265
2012-03-15,12.6575
2012-03-16,12.6692
2012-03-19,12.6453
2012-03-20,12.6502
2012-03-21,12.7066
2012-03-22,12.8122
2012-03-23,12.7474
2012-03-26,12.6672
2012-03-27,12.7025
2012-03-28,12.7549
2012-03-29,12.8028
2012-03-30,12.8107
2012-04-02,12.7326
2012-04-03,12.7632
2012-04-04,12.7846
2012-04-05,12.8732
2012-04-06,12.9842
2012-04-09,12.9712
2012-04-10,13.1578
2012-04-11,13.1668
2012-04-12,13.0309
2012-04-13,13.1775
2012-04-16,13.2129
2012-04-17,13.107
2012-04-18,13.1808
2012-04-19,13.198
2012-04-20,13.101
2012-04-23,13.1756
2012-04-24,13.1567
2012-04-25,13.1639
2012-04-26,13.1731
2012-04-27,12.9678
2012-04-30,13.0127
2012-05-01,12.9162
2012-05-02,12.9378
2012-05-03,13.0057
2012-05-04,13.168
2012-05-07,13.1632
2012-05-08,13.3673
2012-05-09,13.4993
2012-05-10,13.514
2012-05-11,13.5745
2012-05-14,13.7344
2012-05-15,13.8363
2012-05-16,13.7662
2012-05-17,13.8393
2012-05-18,13.8158
2012-05-21,13.6936
2012-05-22,13.9031
2012-05-23,13.9887
2012-05-24,14.0153
2012-05-25,14.0288
2012-05-28,13.9498
2012-05-29,13.8832
2012-05-30,14.1431
2012-05-31,14.3755
2012-06-01,14.3129
2012-06-04,14.2241
2012-06-05,14.2188
2012-06-06,14.0255
2012-06-07,14.0678
2012-06-08,13.9212
2012-06-11,14.094
2012-06-12,13.9767
2012-06-13,14.0384
2012-06-14,13.9003
2012-06-15,13.92
2012-06-18,13.8284
2012-06-19,13.6846
2012-06-20,13.7092
2012-06-21,13.9241
2012-06-22,13.8624
2012-06-25,13.9212
2012-06-26,13.76
2012-06-27,13.5627
2012-06-28,13.6163
2012-06-29,13.3608
2012-07-02,13.3386
2012-07-03,13.3311
2012-07-04,13.3337
2012-07-05,13.4205
2012-07-06,13.3909
2012-07-09,13.3552
2012-07-10,13.3792
2012-07-11,13.3063
2012-07-12,13.459
2012-07-13,13.2904
2012-07-16,13.2192
2012-07-17,13.1579
2012-07-18,13.1696
2012-07-19,13.2242
2012-07-20,13.362
2012-07-23,13.5877
2012-07-24,13.709
2012-07-25,13.5957
2012-07-26,13.4138
2012-07-27,13.2393
2012-07-30,13.2649
2012-07-31,13.3291
2012-08-01,13.3848
2012-08-02,13.3547
2012-08-03,13.1349
2012-08-06,13.1985
2012-08-07,13.2298
2012-08-08,13.1452
2012-08-09,13.0864
2012-08-10,13.0833
2012-08-13,13.1498
2012-08-14,13.1801
2012-08-15,13.1342
2012-08-16,13.1752
2012-08-17,13.1225
2012-08-20,13.1059
2012-08-21,13.1444
2012-08-22,13.0739
2012-08-23,13.1613
2012-08-24,13.1731
2012-08-27,13.188
2012-08-28,13.1899
2012-08-29,13.3088
2012-08-30,13.3478
2012-08-31,13.191
2012-09-03,13.1867
2012-09-04,13.1782
2012-09-05,13.116
2012-09-06,13.0563
2012-09-07,12.9808
2012-09-10,13.0844
2012-09-11,12.9874
2012-09-12,13.0143
2012-09-13,12.8164
2012-09-14,12.7149
2012-09-17,12.7713
2012-09-18,12.7962
2012-09-19,12.8587
2012-09-20,12.8598
2012-09-21,12.8585
2012-09-24,12.9126
2012-09-25,12.8622
2012-09-26,12.8698
2012-09-27,12.8267
2012-09-28,12.8585
2012-10-01,12.8279
2012-10-02,12.8563
2012-10-03,12.8167
2012-10-04,12.7565
2012-10-05,12.7948
2012-10-08,12.8043
2012-10-09,12.8759
2012-10-10,12.9774
2012-10-11,12.9128
2012-10-12,12.8682
2012-10-15,12.8035
2012-10-16,12.8337
2012-10-17,12.7875
2012-10-18,12.8438
2012-10-19,12.8853
2012-10-22,12.8582
2012-10-23,12.9752
2012-10-24,12.9943
2012-10-25,13.0092
2012-10-26,12.9897
2012-10-29,13.0734
2012-10-30,13.0747
2012-10-31,13.0949
2012-11-01,13.0067
2012-11-02,13.0367
2012-11-05,13.0412
2012-11-06,12.9607
2012-11-07,13.0711
2012-11-08,13.1784
2012-11-09,13.2003
2012-11-12,13.2113
2012-11-13,13.2477
2012-11-14,13.2773
2012-11-15,13.2085
2012-11-16,13.1322
2012-11-19,13.0579
2012-11-20,13.0044
2012-11-21,13.06
2012-11-22,13.0298
2012-11-23,12.9647
2012-11-26,13.016
2012-11-27,13.0403
2012-11-28,12.9723
2012-11-29,12.9469
2012-11-30,12.9667
2012-12-03,12.9972
2012-12-04,12.946
2012-12-05,12.9277
2012-12-06,12.8702
2012-12-07,12.8505
2012-12-10,12.809
2012-12-11,12.7334
2012-12-12,12.7426
2012-12-13,12.8025
2012-12-14,12.7423
2012-12-17,12.7205
2012-12-18,12.7186
2012-12-19,12.7664
2012-12-20,12.7612
2012-12-21,12.9268
2012-12-24,12.987
2012-12-25,12.9902
2012-12-26,13.0097
2012-12-27,12.9759
2012-12-28,13.0245
2012-12-31,12.8533
2013-01-01,12.89
2013-01-02,12.7465
2013-01-03,12.8066
2013-01-04,12.7417
2013-01-07,12.7683
2013-01-08,12.803
2013-01-09,12.7223
2013-01-10,12.6058
2013-01-11,12.6551
2013-01-14,12.5938
2013-01-15,12.611
2013-01-16,12.6215
2013-01-17,12.5867
2013-01-18,12.6621
2013-01-21,12.7
2013-01-22,12.6194
2013-01-23,12.6922
2013-01-24,12.6358
2013-01-25,12.7063
2013-01-28,12.7668
2013-01-29,12.7202
2013-01-30,12.7208
2013-01-31,12.7087
2013-02-01,12.6062
2013-02-04,12.7107
2013-02-05,12.6316
2013-02-06,12.6819
2013-02-07,12.7299
2013-02-08,12.7239
2013-02-11,12.7337
2013-02-12,12.695
2013-02-13,12.6857
2013-02-14,12.6958
2013-02-15,12.6899
2013-02-18,12.6854
2013-02-19,12.6304
2013-02-20,12.7253
2013-02-21,12.7464
2013-02-22,12.7037
2013-02-25,12.7992
2013-02-26,12.8435
2013-02-27,12.7652
2013-02-28,12.7793
2013-03-01,12.7584
2013-03-04,12.7454
2013-03-05,12.7027
2013-03-06,12.7828
2013-03-07,12.7587
2013-03-08,12.6279
2013-03-11,12.5402
2013-03-12,12.4451
2013-03-13,12.4324
2013-03-14,12.4235
2013-03-15,12.4342
2013-03-18,12.4151
2013-03-19,12.439
2013-03-20,12.348
2013-03-21,12.4295
2013-03-22,12.3511
2013-03-25,12.3491
2013-03-26,12.3507
2013-03-27,12.336
2013-03-28,12.3557
2013-03-29,12.3312
2013-04-01,12.3642
2013-04-02,12.2754
2013-04-03,12.3442
2013-04-04,12.306
2013-04-05,12.1752
2013-04-08,12.1966
2013-04-09,12.1455
2013-04-10,12.1068
2013-04-11,12.0441
2013-04-12,12.0759
2013-04-15,12.2829
2013-04-16,12.1462
2013-04-17,12.2085
2013-04-18,12.2734
2013-04-19,12.262
2013-04-22,12.2748
2013-04-23,12.2448
2013-04-24,12.1702
2013-04-25,12.1677
2013-04-26,12.1444
2013-04-29,12.2068
2013-04-30,12.134
2013-05-01,12.1992
2013-05-02,12.1726
2013-05-03,12.073
2013-05-06,12.1086
2013-05-07,12.0301
2013-05-08,11.9771
2013-05-09,11.997
2013-05-10,12.0849
2013-05-13,12.1649
2013-05-14,12.1959
2013-05-15,12.2029
2013-05-16,12.2768
2013-05-17,12.3473
2013-05-20,12.2973
2013-05-21,12.3355
2013-05-22,12.4211
2013-05-23,12.3977
2013-05-24,12.541
2013-05-27,12.4688
2013-05-28,12.6329
2013-05-29,12.6513
2013-05-30,12.7868
2013-05-31,12.8089
2013-06-03,12.7418
2013-06-04,12.7141
2013-06-05,12.8562
2013-06-06,12.8039
2013-06-07,12.765
2013-06-10,12.9148
2013-06-11,12.832
2013-06-12,12.9314
2013-06-13,12.6273
2013-06-14,12.7128
2013-06-17,12.8361
2013-06-18,12.8955
2013-06-19,13.2452
2013-06-20,13.3663
2013-06-21,13.305
2013-06-24,13.2947
2013-06-25,13.2226
2013-06-26,13.1638
2013-06-27,13.0211
2013-06-28,12.9308
2013-07-01,12.9611
2013-07-02,13.0524
2013-07-03,12.9525
2013-07-04,12.9148
2013-07-05,13.0762
2013-07-08,12.8795
2013-07-09,12.8964
2013-07-10,12.9008
2013-07-11,12.8061
2013-07-12,12.8168
2013-07-15,12.6672
2013-07-16,12.6258
2013-07-17,12.4595
2013-07-18,12.5013
2013-07-19,12.5325
2013-07-22,12.5008
2013-07-23,12.495
2013-07-24,12.6234
2013-07-25,12.6037
2013-07-26,12.6675
2013-07-29,12.7569
2013-07-30,12.7662
2013-07-31,12.732
2013-08-01,12.8242
2013-08-02,12.6625
2013-08-05,12.6444
2013-08-06,12.6223
2013-08-07,12.7167
2013-08-08,12.6031
2013-08-09,12.6174
2013-08-12,12.6818
2013-08-13,12.7241
2013-08-14,12.7378
2013-08-15,12.8188
2013-08-16,12.911
2013-08-19,13.0803
2013-08-20,12.9745
2013-08-21,13.2597
2013-08-22,13.0905
2013-08-23,12.9573
2013-08-26,13.1879
2013-08-27,13.2346
2013-08-28,13.3161
2013-08-29,13.3594
2013-08-30,13.38
2013-09-02,13.3351
2013-09-03,13.3855
2013-09-04,13.3091
2013-09-05,13.3896
2013-09-06,13.167
2013-09-09,13.1045
2013-09-10,13.0885
2013-09-11,13.0518
2013-09-12,13.0598
2013-09-13,13.0423
2013-09-16,12.9308
2013-09-17,12.9216
2013-09-18,12.6594
2013-09-19,12.7025
2013-09-20,12.8577
2013-09-23,12.8036
2013-09-24,12.9478
2013-09-25,13.01
2013-09-26,13.0626
2013-09-27,13.1407
2013-09-30,13.0914
2013-10-01,13.1549
2013-10-02,13.114
2013-10-03,13.1586
2013-10-04,13.0848
2013-10-07,13.1362
2013-10-08,13.2246
2013-10-09,13.1861
2013-10-10,13.0939
2013-10-11,12.9925
2013-10-14,12.9944
2013-10-15,12.9935
2013-10-16,12.8424
2013-10-17,12.7773
2013-10-18,12.8575
2013-10-21,12.9893
2013-10-22,12.8414
2013-10-23,12.9965
2013-10-24,12.9669
2013-10-25,12.8812
2013-10-28,12.8764
2013-10-29,12.9188
2013-10-30,12.9349
2013-10-31,13.0217
2013-11-01,13.0599
2013-11-04,12.9956
2013-11-05,13.1625
2013-11-06,13.173
2013-11-07,13.2241
2013-11-08,13.1681
2013-11-11,13.2155
2013-11-12,13.177
2013-11-13,13.0216
2013-11-14,12.9647
2013-11-15,12.9346
2013-11-18,12.894
2013-11-19,12.9671
2013-11-20,13.0924
2013-11-21,13.028
2013-11-22,12.968
2013-11-25,13.0464
2013-11-26,13.0553
2013-11-27,13.1226
2013-11-28,13.0756
2013-11-29,13.1093
2013-12-02,13.2169
2013-12-03,13.1017
2013-12-04,13.0434
2013-12-05,13.0903
2013-12-06,12.9318
2013-12-09,12.8556
2013-12-10,12.8673
2013-12-11,13.0399
2013-12-12,12.9653
2013-12-13,12.883
2013-12-16,12.9312
2013-12-17,12.9559
2013-12-18,12.8787
2013-12-19,12.9661
2013-12-20,12.9785
2013-12-23,12.9932
2013-12-24,13.0328
2013-12-25,13.028
2013-12-26,13.0843
2013-12-27,13.0563
2013-12-30,13.0718
2013-12-31,13.0367
2014-01-01,13.0398
2014-01-02,13.1528
2014-01-03,13.1075
2014-01-06,13.0907
2014-01-07,13.0184
2014-01-08,13.1362
2014-01-09,13.0916
2014-01-10,12.9676
2014-01-13,13.0851
2014-01-14,13.09
2014-01-15,13.1982
2014-01-16,13.2761
2014-01-17,13.2459
2014-01-20,13.2362
2014-01-21,13.2728
2014-01-22,13.3108
2014-01-23,13.4018
2014-01-24,13.46
2014-01-27,13.366
2014-01-28,13.2572
2014-01-29,13.3986
2014-01-30,13.3652
2014-01-31,13.3573
2014-02-03,13.5354
2014-02-04,13.3226
2014-02-05,13.284
2014-02-06,13.2752
2014-02-07,13.2822
2014-02-10,13.3262
2014-02-11,13.2885
2014-02-12,13.3242
2014-02-13,13.26
2014-02-14,13.2416
2014-02-17,13.2101
2014-02-18,13.2414
2014-02-19,13.3325
2014-02-20,13.2784
2014-02-21,13.2648
2014-02-24,13.2628
2014-02-25,13.2291
2014-02-26,13.3315
2014-02-27,13.2613
2014-02-28,13.2492
2014-03-03,13.3325
2014-03-04,13.2818
2014-03-05,13.2385
2014-03-06,13.1524
2014-03-07,13.1872
2014-03-10,13.215
2014-03-11,13.2835
2014-03-12,13.2435
2014-03-13,13.2917
2014-03-14,13.2107
2014-03-17,13.1558
2014-03-18,13.1593
2014-03-19,13.2859
2014-03-20,13.2599
2014-03-21,13.2313
2014-03-24,13.1779
2014-03-25,13.1138
2014-03-26,13.1283
2014-03-27,13.0816
2014-03-28,13.073
2014-03-31,13.058
2014-04-01,13.051
2014-04-02,13.0893
2014-04-03,13.1163
2014-04-04,13.0039
2014-04-07,13.0086
2014-04-08,13.0499
2014-04-09,12.9804
2014-04-10,13.0626
2014-04-11,13.0425
2014-04-14,13.0248
2014-04-15,13.0981
2014-04-16,13.0638
2014-04-17,13.0478
2014-04-18,13.0525
2014-04-21,13.0301
2014-04-22,13.057
2014-04-23,13.0649
2014-04-24,13.0975
2014-04-25,13.1337
2014-04-28,13.1227
2014-04-29,13.1022
2014-04-30,13.0793
2014-05-01,13.043
2014-05-02,13.0151
2014-05-05,13.0575
2014-05-06,13.0271
2014-05-07,12.9646
2014-05-08,12.9474
2014-05-09,12.948
2014-05-12,12.9538
2014-05-13,12.906
2014-05-14,12.898
2014-05-15,12.9587
2014-05-16,12.9028
2014-05-19,12.9009
2014-05-20,12.9093
2014-05-21,12.9272
2014-05-22,12.8788
2014-05-23,12.8562
2014-05-26,12.8715
2014-05-27,12.8563
2014-05-28,12.8744
2014-05-29,12.841
2014-05-30,12.858
2014-06-02,12.9134
2014-06-03,12.9389
2014-06-04,12.9218
2014-06-05,12.8665
2014-06-06,12.9292
2014-06-09,13.0302
2014-06-10,13.0188
2014-06-11,13.0083
2014-06-12,12.9778
2014-06-13,13.0151
2014-06-16,13.0442
2014-06-17,13.1153
2014-06-18,12.9788
2014-06-19,13.0244
2014-06-20,12.9909
2014-06-23,13.029
2014-06-24,13.0613
2014-06-25,13.0055
2014-06-26,13.0168
2014-06-27,12.9625
2014-06-30,12.9683
2014-07-01,12.942
2014-07-02,12.9965
2014-07-03,12.9543
2014-07-04,12.9741
2014-07-07,13.0212
2014-07-08,12.982
2014-07-09,12.9678
2014-07-10,12.9911
2014-07-11,12.9954
2014-07-14,12.9517
2014-07-15,12.9468
2014-07-16,12.9168
2014-07-17,12.9985
2014-07-18,12.9476
2014-07-21,12.9713
2014-07-22,12.9438
2014-07-23,12.9331
2014-07-24,12.9607
2014-07-25,12.9462
2014-07-28,13.0052
2014-07-29,13.0671
2014-07-30,13.1539
2014-07-31,13.2166
2014-08-01,13.1823
2014-08-04,13.196
2014-08-05,13.2922
2014-08-06,13.2361
2014-08-07,13.2799
2014-08-08,13.2487
2014-08-11,13.1794
2014-08-12,13.1365
2014-08-13,13.136
2014-08-14,13.0712
2014-08-15,13.0742
2014-08-18,13.047
2014-08-19,13.0473
2014-08-20,13.1348
2014-08-21,13.1077
2014-08-22,13.137
2014-08-25,13.1507
2014-08-26,13.0967
2014-08-27,13.0844
2014-08-28,13.0856
2014-08-29,13.0847
2014-09-01,13.0959
2014-09-02,13.109
2014-09-03,13.0986
2014-09-04,13.1494
2014-09-05,13.0327
2014-09-08,13.1376
2014-09-09,13.203
2014-09-10,13.1929
2014-09-11,13.2316
2014-09-12,13.2587
2014-09-15,13.2362
2014-09-16,13.1595
2014-09-17,13.2453
2014-09-18,13.2366
2014-09-19,13.2104
2014-09-22,13.2783
2014-09-23,13.3174
2014-09-24,13.2759
2014-09-25,13.3863
2014-09-26,13.4467
2014-09-29,13.4993
2014-09-30,13.4286
2014-10-01,13.455
2014-10-02,13.382
2014-10-03,13.4885
2014-10-06,13.398
2014-10-07,13.4754
2014-10-08,13.3372
2014-10-09,13.439
2014-10-10,13.4802
2014-10-13,13.4476
2014-10-14,13.4454
2014-10-15,13.5315
2014-10-16,13.5603
2014-10-17,13.5237
2014-10-20,13.5363
2014-10-21,13.5385
2014-10-22,13.5594
2014-10-23,13.5616
2014-10-24,13.5596
2014-10-27,13.5396
2014-10-28,13.4424
2014-10-29,13.4977
2014-10-30,13.4419
2014-10-31,13.4813
2014-11-03,13.6077
2014-11-04,13.5554
2014-11-05,13.5751
2014-11-06,13.6368
2014-11-07,13.541
2014-11-10,13.61
2014-11-11,13.6049
2014-11-12,13.5572
2014-11-13,13.6042
2014-11-14,13.5346
2014-11-17,13.5898
2014-11-18,13.5591
2014-11-19,13.6192
2014-11-20,13.6511
2014-11-21,13.6175
2014-11-24,13.6582
2014-11-25,13.6742
2014-11-26,13.7242
2014-11-27,13.7661
2014-11-28,13.9293
2014-12-01,13.993
2014-12-02,14.1037
2014-12-03,14.1007
2014-12-04,14.1563
2014-12-05,14.3591
2014-12-08,14.382
2014-12-09,14.4221
2014-12-10,14.5599
2014-12-11,14.7772
2014-12-12,14.7624
2014-12-15,14.7611
2014-12-16,14.7525
2014-12-17,14.5627
2014-12-18,14.5787
2014-12-19,14.5977
2014-12-22,14.6615
2014-12-23,14.7594
2014-12-24,14.7198
2014-12-25,14.732
2014-12-26,14.7158
2014-12-29,14.7679
2014-12-30,14.7365
2014-12-31,14.7515
2015-01-01,14.7467
2015-01-02,14.8384
2015-01-05,14.9453
2015-01-06,14.8948
2015-01-07,14.715
2015-01-08,14.6667
2015-01-09,14.603
2015-01-12,14.6537
2015-01-13,14.6136
2015-01-14,14.4886
2015-01-15,14.6663
2015-01-16,14.5582
2015-01-19,14.6217
2015-01-20,14.6609
2015-01-21,14.7544
2015-01-22,14.6318
2015-01-23,14.6572
2015-01-26,14.5768
2015-01-27,14.6181
2015-01-28,14.7542
2015-01-29,14.795
2015-01-30,14.977
2015-02-02,14.8676
2015-02-03,14.653
2015-02-04,14.8932
2015-02-05,14.7879
2015-02-06,14.8484
2015-02-09,14.8345
2015-02-10,14.9552
2015-02-11,15.0727
2015-02-12,14.9166
2015-02-13,14.8852
2015-02-16,14.9251
2015-02-17,14.9138
2015-02-18,14.8631
2015-02-19,15.0019
2015-02-20,15.0313
2015-02-23,15.0896
2015-02-24,14.9147
2015-02-25,14.93
2015-02-26,14.9972
2015-02-27,14.9499
2015-03-02,15.0152
2015-03-03,14.9965
2015-03-04,15.0551
2015-03-05,15.1948
2015-03-06,15.4986
2015-03-09,15.4761
2015-03-10,15.624
2015-03-11,15.4964
2015-03-12,15.3905
2015-03-13,15.4877
2015-03-16,15.4184
2015-03-17,15.3757
2015-03-18,15.095
2015-03-19,15.2766
2015-03-20,15.0562
2015-03-23,14.9288
2015-03-24,14.943
2015-03-25,14.9868
2015-03-26,15.143
2015-03-27,15.2373
2015-03-30,15.2636
2015-03-31,15.2635
2015-04-01,15.1523
2015-04-02,15.0066
2015-04-03,14.8272
2015-04-06,14.9193
2015-04-07,14.9329
2015-04-08,14.9073
2015-04-09,15.089
2015-04-10,15.2263
2015-04-13,15.3827
2015-04-14,15.2635
2015-04-15,15.2744
2015-04-16,15.1724
2015-04-17,15.3356
2015-04-20,15.4553
2015-04-21,15.4375
2015-04-22,15.4438
2015-04-23,15.3538
2015-04-24,15.382
2015-04-27,15.3517
2015-04-28,15.2572
2015-04-29,15.2285
2015-04-30,15.3505
2015-05-01,15.542
2015-05-04,15.4546
2015-05-05,15.3416
2015-05-06,15.361
2015-05-07,15.3174
2015-05-08,15.1208
2015-05-11,15.3628
2015-05-12,15.3376
2015-05-13,15.2654
2015-05-14,15.1039
2015-05-15,15.0077
2015-05-18,15.118
2015-05-19,15.1849
2015-05-20,15.1927
2015-05-21,15.2236
2015-05-22,15.266
2015-05-25,15.2589
2015-05-26,15.2971
2015-05-27,15.2832
2015-05-28,15.3146
2015-05-29,15.378
2015-06-01,15.4853
2015-06-02,15.4317
2015-06-03,15.5184
2015-06-04,15.5373
2015-06-05,15.7115
2015-06-08,15.6296
2015-06-09,15.5806
2015-06-10,15.4389
2015-06-11,15.3492
2015-06-12,15.4032
2015-06-15,15.4364
2015-06-16,15.3905
2015-06-17,15.255
2015-06-18,15.3425
2015-06-19,15.3486
2015-06-22,15.338
2015-06-23,15.4002
2015-06-24,15.4991
2015-06-25,15.4808
2015-06-26,15.5582
2015-06-29,15.6873
2015-06-30,15.7389
2015-07-01,15.7784
2015-07-02,15.66
2015-07-03,15.7302
2015-07-06,15.713
2015-07-07,15.7971
2015-07-08,15.8484
2015-07-09,15.8153
2015-07-10,15.7137
2015-07-13,15.7003
2015-07-14,15.6616
2015-07-15,15.7822
2015-07-16,15.8307
2015-07-17,15.9266
2015-07-20,16.012
2015-07-21,16.0028
2015-07-22,16.1026
2015-07-23,16.2122
2015-07-24,16.2669
2015-07-27,16.2924
2015-07-28,16.275
2015-07-29,16.2905
2015-07-30,16.2678
2015-07-31,16.1088
2015-08-03,16.175
2015-08-04,16.299
