State,Animal,Gender,Slaughtered_Animals,Date
MS,Bufala,Male,27,2005-06-01
SE,Suino,Male,433,2005-06-01
SP,Bovino,Male,92698,2005-06-01
SP,Leitao,Male,5,2005-06-01
AM,Bufalo,Male,125,2006-06-01
BA,Suino,Male,3422,2006-06-01
GO,Novilha Precoce,Male,121,2006-06-01
GO,Novilhao,Male,7126,2006-06-01
GO,Touro/Touruno,Male,3,2006-06-01
MG,Galeto,Male,9108,2006-06-01
MS,Leitao,Male,118,2006-06-01
MT,Bovino,Male,122301,2006-06-01
PA,Bufala,Male,15,2006-06-01
PR,Novilhao,Male,4055,2006-06-01
RN,Bovino,Male,0,2006-06-01
RO,Vaca,Male,41465,2006-06-01
RS,Novilha Precoce,Male,2875,2006-06-01
SP,Vaca,Male,5494,2006-06-01
TO,Bufalo,Male,12,2006-06-01
GO,Novilho Precoce,Male,3254,2007-06-01
PR,Avestruz Fêmea,Male,23,2007-06-01
PR,Frango,Male,88503217,2007-06-01
SP,Novilha Precoce,Male,402,2007-06-01
TO,Frango,Male,138274,2007-06-01
MS,Muar,Male,3,2008-06-01
MT,Novilhao,Male,83684,2008-06-01
PR,Coelha,Male,330,2008-06-01
RS,Touro/Touruno,Male,6,2008-06-01
SE,Bovino,Male,2878,2008-06-01
BA,Galinha,Male,3345,2009-06-01
DF,Frango,Male,5894845,2009-06-01
DF,Suino,Male,6249,2009-06-01
GO,Galinha,Male,126125,2009-06-01
GO,Ovino,Male,275,2009-06-01
MG,Leitoa,Male,117,2009-06-01
PR,Galinha,Male,732540,2009-06-01
PR,Marreco,Male,709,2009-06-01
RS,Cordeiro,Male,11121,2009-06-01
RS,Porco Matrizeiro,Male,128,2009-06-01
RS,Suino,Male,250798,2009-06-01
SC,Leitoa,Male,418,2009-06-01
SC,Novilho Intermediario,Male,182,2009-06-01
SP,Bovino,Male,80673,2009-06-01
GO,Peru,Male,472630,2010-06-01
MA,Bovino,Male,35704,2010-06-01
PA,Novilhona,Male,1130,2010-06-01
RS,Novilha Intermediaria,Male,560,2010-06-01
RS,Novilho Precoce,Male,1974,2010-06-01
RS,Novilhona,Male,248,2010-06-01
RS,Vaca,Male,8893,2010-06-01
RS,Cordeiro,Male,2403,2011-06-01
RS,Galinha De Postura,Male,43066,2011-06-01
SC,Equino,Male,92,2011-06-01
SP,Equino,Male,52,2011-06-01
SP,Ovelha,Male,6,2011-06-01
SP,"Suino Tipo Carne,",Male,44536,2011-06-01
DF,Suino,Male,8165,2012-06-01
MG,Vitelo,Male,1367,2012-06-01
PR,Novilhao,Male,2212,2012-06-01
RO,Bovino,Male,28064,2012-06-01
SC,Muar,Male,0,2012-06-01
SC,Peru,Male,876808,2012-06-01
SP,Ovino,Male,627,2012-06-01
AC,Touro/Touruno,Male,1765,2013-06-01
DF,Suino,Male,7477,2013-06-01
GO,Peru,Male,482799,2013-06-01
PA,Galinha,Male,29625,2013-06-01
PR,Galo,Male,32043,2013-06-01
RS,Bovino,Male,15272,2013-06-01
SC,Suino,Male,254863,2013-06-01
GO,Galinha,Male,289131,2014-06-01
GO,"Suino Tipo Carne,",Male,122660,2014-06-01
SC,Ovino,Male,0,2014-06-01
SP,Novilha Intermediaria,Male,3160,2014-06-01
TO,Touro/Touruno,Male,5,2014-06-01
AM,Bovino,Male,1645,2015-06-01
MA,Frango,Male,101302,2015-06-01
ES,Frango,Male,2551407,2016-06-01
MG,Coelho,Male,130,2016-06-01
MS,Galo,Male,2311,2016-06-01
MS,Novilha Intermediaria,Male,170,2016-06-01
MT,Frango,Male,20487716,2016-06-01
PR,Porco Matrizeiro,Male,1,2016-06-01
RS,Equino,Male,568,2016-06-01
RS,Ovino,Male,919,2016-06-01
SC,Galinha,Male,801528,2016-06-01
SC,Porco Matrizeiro,Male,11,2016-06-01
MG,Novilha Precoce,Male,1191,2017-06-01
MT,Suino,Male,2396,2017-06-01
PA,Frango,Male,3720342,2017-06-01
PR,Galo,Male,72182,2017-06-01
RS,Bufala,Male,67,2017-06-01
SC,Galo,Male,37623,2017-06-01
MG,Ovino,Male,596,2018-06-01
MT,Novilha Precoce,Male,1,2018-06-01
PA,Bufalo,Male,368,2018-06-01
PR,Suino,Male,170223,2018-06-01
AM,Bovino,Male,3704,2019-06-01
DF,"Suino Tipo Carne,",Male,120,2019-06-01
GO,Novilho Precoce,Male,1245,2019-06-01
GO,Porco Matrizeiro,Male,6,2019-06-01
MG,Porca Matrizeira,Male,1916,2019-06-01
MT,Bufala,Male,35,2019-06-01
PA,Galinha,Male,9028,2019-06-01
MS,Galinha,Male,40285,2020-06-01
PA,Bufala,Male,20,2020-06-01
PR,Frango,Male,151731421,2020-06-01
RO,Bovino,Male,38896,2020-06-01
RS,Galinha,Male,341019,2020-06-01
SC,Suino,Male,375996,2020-06-01
PA,Aves,Male,17048,2021-06-01
RJ,Frango,Male,13852,2021-06-01
AM,Aves,Male,12380,2022-06-01
BA,Bubalino,Male,20,2022-06-01
ES,Outros anfíbios,Male,920,2022-06-01
PA,Bubalino,Male,210,2022-06-01
RO,Aves,Male,1384449,2022-06-01
SC,Pato,Male,244854,2022-06-01
MA,Bovino,Male,33870,2023-06-01
RJ,Galinha,Male,0,2023-06-01
SC,Ovino,Male,23,2023-06-01
SE,Bovino,Male,40,2024-06-01
GO,Novilhao,Male,34,2002-07-01
MG,Novilhao,Male,223,2002-07-01
MG,Vaca,Male,540,2002-07-01
RS,Novilha Intermediaria,Male,621,2002-07-01
RS,Novilho Precoce,Male,153,2002-07-01
GO,Bufala,Male,87,2003-07-01
GO,Vaca,Male,1121,2003-07-01
MG,Porca Matrizeira,Male,1041,2003-07-01
PR,Frango,Male,43421224,2003-07-01
PR,Porco Nao Classificado,Male,163,2003-07-01
RS,Bufala,Male,17,2003-07-01
RS,Porca Matrizeira,Male,3654,2003-07-01
GO,Frango,Male,12902190,2004-07-01
GO,Novilha Intermediaria,Male,90,2004-07-01
MG,Muar,Male,27,2004-07-01
MG,Novilho Intermediario,Male,16387,2004-07-01
PR,Bufala,Male,142,2004-07-01
RO,Frango,Male,681911,2004-07-01
RR,Bovino,Male,2110,2004-07-01
RS,Cordeiro,Male,845,2004-07-01
SP,Galinha De Postura,Male,898870,2004-07-01
SP,Pato,Male,3781,2004-07-01
BA,Ovino,Male,292,2005-07-01
GO,Muar,Male,70,2005-07-01
MG,Novilho Intermediario,Male,10189,2005-07-01
MS,Equino,Male,789,2005-07-01
MS,Vitelo,Male,1700,2005-07-01
MT,Bufalo,Male,20,2005-07-01
RS,Porco Matrizeiro,Male,58,2005-07-01
TO,Bovino,Male,47724,2005-07-01
MG,Galinha,Male,238047,2006-07-01
MS,Novilha Intermediaria,Male,1480,2006-07-01
PA,Novilha Intermediaria,Male,1188,2006-07-01
SC,Codorna,Male,466818,2006-07-01
SE,Asinino,Male,8,2006-07-01
SP,Galinha,Male,1693929,2006-07-01
GO,Vaca,Male,3932,2007-07-01
PA,Touro/Touruno,Male,4,2007-07-01
PR,Peru,Male,1390040,2007-07-01
RR,Bovino,Male,2376,2007-07-01
SP,Bovino,Male,92011,2007-07-01
SP,Galinha,Male,1112171,2007-07-01
MT,Novilhona,Male,37873,2008-07-01
PA,Novilhona,Male,2397,2008-07-01
RO,Touro/Touruno,Male,11592,2008-07-01
SC,Marreco,Male,10334,2008-07-01
SC,Novilho Intermediario,Male,325,2008-07-01
SP,Vitelo,Male,1864,2008-07-01
TO,Frango,Male,768478,2008-07-01
MG,Porco Nao Classificado,Male,925,2009-07-01
PR,Bovino,Male,42580,2009-07-01
PR,Galinha,Male,1017198,2009-07-01
PR,Muar,Male,19,2009-07-01
RS,Touro/Touruno,Male,43,2009-07-01
SC,Equino,Male,106,2009-07-01
SP,Novilhona,Male,2225,2009-07-01
DF,Galinha,Male,50015,2010-07-01
GO,Suino,Male,271,2010-07-01
PB,Frango,Male,743974,2010-07-01
PR,Equino,Male,66,2010-07-01
PR,Vaca,Male,2025,2010-07-01
RJ,Faizão,Male,15259,2010-07-01
RS,Bufalo,Male,34,2010-07-01
RS,Leitao,Male,1931,2010-07-01
TO,Vaca,Male,60,2010-07-01
MS,"Suino Tipo Carne,",Male,77347,2011-07-01
SP,Touro/Touruno,Male,2,2011-07-01
PR,Muar,Male,13,2012-07-01
RS,Bufala,Male,50,2012-07-01
AC,Vaca,Male,200,2013-07-01
BA,Suino,Male,342,2013-07-01
DF,Frango,Male,7213009,2013-07-01
GO,Frango,Male,31966505,2013-07-01
MG,Bufala,Male,38,2013-07-01
MS,"Suino Tipo Carne,",Male,62407,2013-07-01
PR,Vitelo,Male,40,2013-07-01
RO,Novilhao,Male,39535,2013-07-01
RS,Muar,Male,2,2013-07-01
TO,Vaca,Male,39,2013-07-01
AM,Touro/Touruno,Male,521,2014-07-01
BA,Cabrita,Male,68,2014-07-01
CE,Frango,Male,263858,2014-07-01
MG,Porco Matrizeiro,Male,49,2014-07-01
PA,Novilhao,Male,10582,2014-07-01
RS,Bufalo,Male,80,2014-07-01
RS,Novilha Precoce,Male,215,2014-07-01
SC,Marreco,Male,4290,2014-07-01
SP,Galinha De Postura,Male,207146,2014-07-01
SP,Porca Matrizeira,Male,429,2014-07-01
BA,Galo,Male,1674,2015-07-01
ES,Frango,Male,2926853,2015-07-01
MA,Bovino,Male,41267,2015-07-01
MT,"Suino Tipo Carne,",Male,85047,2015-07-01
MT,Touro/Touruno,Male,1010,2015-07-01
PA,Bufalo,Male,186,2015-07-01
PB,Frango,Male,1644956,2015-07-01
PR,Porco Matrizeiro,Male,7,2015-07-01
SC,Novilhao,Male,908,2015-07-01
SP,Bufala,Male,29,2015-07-01
BA,Ovino,Male,20,2016-07-01
GO,Porco Nao Classificado,Male,57,2016-07-01
MS,Novilha Intermediaria,Male,321,2016-07-01
MS,Novilhao,Male,40,2016-07-01
MT,Touro/Touruno,Male,2302,2016-07-01
SC,Leitoa,Male,603,2016-07-01
GO,Frango,Male,33557295,2017-07-01
GO,Porca Matrizeira,Male,2036,2017-07-01
PA,Novilhao,Male,4807,2017-07-01
RO,Bovino,Male,34070,2017-07-01
RS,Peru,Male,447695,2017-07-01
RS,Touro/Touruno,Male,15,2017-07-01
SP,Frango,Male,38042944,2017-07-01
AC,Porca Matrizeira,Male,42,2018-07-01
DF,Ovino,Male,62,2018-07-01
ES,Bufalo,Male,100,2018-07-01
MS,Avestruz,Male,110,2018-07-01
MS,Bovino,Male,175265,2018-07-01
MS,Suino,Male,36865,2018-07-01
MT,Porco Matrizeiro,Male,3,2018-07-01
PR,Bufala,Male,65,2018-07-01
RS,Galinha,Male,431931,2018-07-01
RS,Vaca,Male,10028,2018-07-01
SC,Equino,Male,32,2018-07-01
GO,Ovino,Male,8,2019-07-01
PA,Galo,Male,942,2019-07-01
SC,Frango,Male,70510978,2019-07-01
SP,Leitoa,Male,4,2019-07-01
MT,Galinha De Postura,Male,198776,2020-07-01
PB,Galeto,Male,24810,2020-07-01
PR,Peru,Male,9810,2020-07-01
PR,Porco Matrizeiro,Male,147,2020-07-01
RS,Galinha,Male,409545,2020-07-01
BA,Ovino,Male,16,2021-07-01
DF,Ovino,Male,45,2021-07-01
MT,Tilápia do Nilo,Male,80000,2021-07-01
PA,Frango,Male,889686,2021-07-01
PA,Suíno,Male,0,2021-07-01
RO,Galinha,Male,0,2021-07-01
SC,Aves,Male,6804116,2021-07-01
RR,Aves,Male,0,2022-07-01
SC,Rã,Male,300,2022-07-01
SE,Aves,Male,3449,2022-07-01
SC,Ovino,Male,7,2023-07-01
SC,Suíno,Male,1024078,2023-07-01
AM,Bovino,Male,5406,2024-07-01
CE,Suíno,Male,96,2024-07-01
MS,Ovino,Male,64,2024-07-01
SP,Pato,Male,1105,2024-07-01
BA,Frango,Male,1749391,2002-08-01
ES,"Suino Tipo Carne,",Male,495,2002-08-01
SC,Faizão,Male,49820,2002-08-01
BA,Vaca,Male,90,2003-08-01
MA,Bovino,Male,27623,2003-08-01
MG,Porco Nao Classificado,Male,227,2003-08-01
MT,Novilhona,Male,45463,2003-08-01
DF,Equino,Male,12,2004-08-01
DF,Suino,Male,1354,2004-08-01
MS,Novilhao,Male,1,2004-08-01
MT,"Suino Tipo Carne,",Male,3874,2004-08-01
PE,Caprino,Male,0,2004-08-01
RO,Novilhao,Male,50639,2004-08-01
RS,Frango,Male,49345947,2004-08-01
TO,Asinino,Male,0,2004-08-01
ES,Equino,Male,39,2005-08-01
MG,Muar,Male,41,2005-08-01
MG,Novilhao,Male,598,2005-08-01
PA,Bovino,Male,92114,2005-08-01
PA,Novilhao,Male,3855,2005-08-01
AM,Bovino,Male,5291,2006-08-01
GO,Muar,Male,43,2006-08-01
MS,Cordeiro,Male,80,2006-08-01
MS,Ovino,Male,497,2006-08-01
RS,Cordeira,Male,86,2006-08-01
SC,Novilhao,Male,514,2006-08-01
SP,Leitoa,Male,77,2006-08-01
AL,Avestruz Fêmea,Male,56,2007-08-01
MT,Vitelo,Male,815,2007-08-01
PR,Ovino,Male,155,2007-08-01
SP,Vitelo,Male,849,2007-08-01
MT,Novilhona,Male,29108,2008-08-01
PA,Bovino,Male,96369,2008-08-01
RS,Frango,Male,61593461,2008-08-01
SC,Galinha,Male,200708,2008-08-01
BA,Cordeiro,Male,65,2009-08-01
GO,Equino,Male,148,2009-08-01
MS,Equino,Male,140,2009-08-01
MS,Touro/Touruno,Male,672,2009-08-01
MT,Touro/Touruno,Male,1253,2009-08-01
MT,Vitelo,Male,36,2009-08-01
PE,Galinha De Postura,Male,6198,2009-08-01
PR,Galinha,Male,819441,2009-08-01
RS,Novilhao,Male,1761,2009-08-01
SP,Novilho Intermediario,Male,4042,2009-08-01
TO,Bovino,Male,41432,2009-08-01
TO,Bufalo,Male,3,2009-08-01
BA,Suino,Male,1745,2010-08-01
GO,Novilho Precoce,Male,6177,2010-08-01
MG,Coelha,Male,135,2010-08-01
MS,Ovino,Male,665,2010-08-01
PR,Suino,Male,93512,2010-08-01
RS,Bufalo,Male,30,2010-08-01
RS,Novilha Precoce,Male,1233,2010-08-01
SC,Codorna,Male,302229,2010-08-01
SC,Marreco,Male,17048,2010-08-01
SP,Novilho Intermediario,Male,2651,2010-08-01
TO,Bufala,Male,14,2010-08-01
GO,Novilha Intermediaria,Male,3104,2011-08-01
MS,Galo,Male,6982,2011-08-01
MS,Porca Matrizeira,Male,1098,2011-08-01
MT,Touro/Touruno,Male,1229,2011-08-01
RR,Bovino,Male,3798,2011-08-01
RS,"Suino Tipo Carne,",Male,33070,2011-08-01
MS,Ovino,Male,100,2012-08-01
PE,Galeto,Male,482946,2012-08-01
PR,Coelho,Male,154,2012-08-01
PR,Vaca,Male,929,2012-08-01
SC,Coelha,Male,685,2012-08-01
SC,Porca Matrizeira,Male,9670,2012-08-01
SP,Coelho,Male,460,2012-08-01
TO,Bovino,Male,49615,2012-08-01
MG,Coelho,Male,771,2013-08-01
MG,Frango,Male,31154443,2013-08-01
MG,Galo,Male,13225,2013-08-01
PI,Bovino,Male,300,2013-08-01
RO,Novilhao,Male,35418,2013-08-01
RS,Equino,Male,454,2013-08-01
SC,Codorna,Male,524009,2013-08-01
SC,Porca Matrizeira,Male,8951,2013-08-01
SP,Galinha,Male,1811032,2013-08-01
SP,Galinha De Postura,Male,354783,2013-08-01
BA,Ovino,Male,30,2014-08-01
BA,Suino,Male,364,2014-08-01
MS,Suino,Male,26361,2014-08-01
MT,Frango,Male,18535604,2014-08-01
MT,Novilhao,Male,103777,2014-08-01
PR,Novilhao,Male,2180,2014-08-01
PR,Porco Nao Classificado,Male,11,2014-08-01
RS,Vaca,Male,7200,2014-08-01
SP,Novilha Intermediaria,Male,2431,2014-08-01
TO,Vaca,Male,1,2014-08-01
ES,Bovino,Male,11075,2015-08-01
GO,Bufalo,Male,7,2015-08-01
MG,Avestruz Fêmea,Male,15,2015-08-01
MG,Cordeiro,Male,100,2015-08-01
MS,Galinha,Male,70077,2015-08-01
PR,Vaca,Male,2738,2015-08-01
SC,Galo,Male,2810,2015-08-01
SC,Novilhao,Male,1076,2015-08-01
MS,"Suino Tipo Carne,",Male,70366,2016-08-01
MT,Novilhao,Male,66503,2016-08-01
PA,Novilho Precoce,Male,67,2016-08-01
PB,Frango,Male,1556911,2016-08-01
SC,Porca Matrizeira,Male,21113,2016-08-01
BA,Bovino,Male,14663,2017-08-01
PR,Galinha,Male,6390496,2017-08-01
RJ,Coelho,Male,180,2017-08-01
RS,Peru,Male,463321,2017-08-01
SC,Galo,Male,44263,2017-08-01
MS,Bovino,Male,179964,2018-08-01
PR,Galinha De Postura,Male,27850,2018-08-01
SC,Pato,Male,216507,2018-08-01
SC,"Suino Tipo Banha,",Male,2246,2018-08-01
SP,Coelho,Male,1240,2018-08-01
SP,Ovelha,Male,4,2018-08-01
SP,"Suino Tipo Carne,",Male,16902,2018-08-01
TO,Vaca,Male,38,2018-08-01
GO,"Suino Tipo Carne,",Male,10074,2019-08-01
MG,Vitelo,Male,1731,2019-08-01
MS,Novilho Precoce,Male,1180,2019-08-01
PA,Novilhao,Male,3882,2019-08-01
PR,Muar,Male,0,2019-08-01
RS,Cordeiro,Male,95,2019-08-01
RS,Galinha,Male,137611,2019-08-01
TO,Frango,Male,1097640,2019-08-01
BA,Equino,Male,570,2020-08-01
BA,Suino,Male,67,2020-08-01
GO,Novilha Intermediaria,Male,2799,2020-08-01
PR,Novilhao,Male,2643,2020-08-01
PR,Peru,Male,13466,2020-08-01
TO,Galinha,Male,18296,2020-08-01
MT,Aves,Male,1993315,2021-08-01
PA,Muar,Male,65,2021-08-01
PE,Frango,Male,387618,2021-08-01
PR,Peixe,Male,3612795,2021-08-01
RS,Bubalino,Male,22,2021-08-01
RS,Galinha,Male,7270133,2021-08-01
BA,Equino,Male,1519,2022-08-01
MS,Bubalino,Male,19,2022-08-01
RS,Asinino,Male,0,2022-08-01
BA,Galinha,Male,0,2023-08-01
MS,Galinha,Male,11778,2024-08-01
SC,Bovino,Male,2504,2024-08-01
SP,Ovino,Male,453,2024-08-01
ES,Bovino,Male,8114,2002-09-01
PA,Frango,Male,758073,2002-09-01
RS,Capao,Male,163,2002-09-01
BA,Bovino,Male,22823,2003-09-01
GO,Bovino,Male,164160,2003-09-01
GO,Muar,Male,40,2003-09-01
GO,Porco Nao Classificado,Male,110,2003-09-01
PA,Bufalo,Male,280,2003-09-01
PE,Suino,Male,168,2003-09-01
SC,Coelha,Male,100,2003-09-01
SC,Porco Nao Classificado,Male,45,2003-09-01
SC,Suino,Male,111898,2003-09-01
ES,Frango,Male,693719,2004-09-01
MG,Porco Nao Classificado,Male,554,2004-09-01
MT,Bufalo,Male,1,2004-09-01
PR,Javali,Male,25,2004-09-01
RO,Muar,Male,1,2004-09-01
RS,Porca Matrizeira,Male,1276,2004-09-01
SC,Galinha,Male,408604,2004-09-01
SP,Faizão,Male,26794,2004-09-01
CE,Ovino,Male,282,2005-09-01
MT,Equino,Male,287,2005-09-01
MT,Galinha De Postura,Male,41487,2005-09-01
PE,Frango,Male,1273724,2005-09-01
SC,Novilha Precoce,Male,1106,2005-09-01
SC,Porca Matrizeira,Male,8393,2005-09-01
MG,Vaca,Male,2218,2006-09-01
MT,Bovino,Male,134536,2006-09-01
PA,Touro/Touruno,Male,446,2006-09-01
PR,Equino,Male,884,2006-09-01
SC,Marreco,Male,5315,2006-09-01
SE,Bovino,Male,5149,2006-09-01
SP,Bovino,Male,144571,2006-09-01
TO,Nonato,Male,13,2006-09-01
BA,Frango,Male,3261129,2007-09-01
CE,Ovino,Male,426,2007-09-01
MG,Equino,Male,1059,2007-09-01
MG,Muar,Male,41,2007-09-01
MS,Novilha Precoce,Male,25,2007-09-01
SC,Novilha Precoce,Male,282,2007-09-01
SP,Galinha Dangola,Male,280,2007-09-01
SP,"Suino Tipo Carne,",Male,53589,2007-09-01
AL,Bovino,Male,2469,2008-09-01
GO,Novilha Precoce,Male,246,2008-09-01
GO,Touro/Touruno,Male,292,2008-09-01
MS,Leitao,Male,387,2008-09-01
PA,Novilhona,Male,1509,2008-09-01
AC,Bovino,Male,17049,2009-09-01
BA,Muar,Male,51,2009-09-01
GO,Porca Matrizeira,Male,2727,2009-09-01
MT,Novilhao,Male,122741,2009-09-01
RO,Vaca,Male,22458,2009-09-01
RS,Asinino,Male,2,2009-09-01
SP,Coelha,Male,294,2009-09-01
TO,Frango,Male,1107507,2009-09-01
AM,Bovino,Male,3771,2010-09-01
AM,Touro/Touruno,Male,13,2010-09-01
DF,Frango,Male,5243051,2010-09-01
DF,Suino,Male,5980,2010-09-01
PR,Muar,Male,1,2010-09-01
PR,Novilhona,Male,703,2010-09-01
RO,Bovino,Male,19463,2010-09-01
SC,Novilho Intermediario,Male,70,2010-09-01
TO,Muar,Male,2,2010-09-01
MS,Touro/Touruno,Male,234,2011-09-01
MT,Frango,Male,18309090,2011-09-01
RS,"Suino Tipo Carne,",Male,28756,2011-09-01
SC,Novilho Precoce,Male,800,2011-09-01
SC,Porco Matrizeiro,Male,6,2011-09-01
SP,Bovino,Male,137024,2011-09-01
TO,Frango,Male,682754,2011-09-01
GO,"Suino Tipo Carne,",Male,144424,2012-09-01
MG,Bufalo,Male,21,2012-09-01
MG,Leitao,Male,67,2012-09-01
MG,Nonato,Male,65,2012-09-01
MS,Novilha Precoce,Male,80,2012-09-01
PR,Novilhao,Male,4003,2012-09-01
SC,Frango,Male,70103590,2012-09-01
DF,Suino,Male,8021,2013-09-01
MG,Leitao,Male,119,2013-09-01
MS,Novilha Intermediaria,Male,150,2013-09-01
PA,Novilhona,Male,4927,2013-09-01
RS,Galinha De Postura,Male,16875,2013-09-01
RS,Peru,Male,339542,2013-09-01
RS,"Suino Tipo Carne,",Male,34058,2013-09-01
SC,Novilho Precoce,Male,1285,2013-09-01
AM,Vaca,Male,200,2014-09-01
BA,Cabrita,Male,28,2014-09-01
DF,Bovino,Male,3,2014-09-01
DF,Galo,Male,1980,2014-09-01
GO,Novilha Intermediaria,Male,11423,2014-09-01
MG,Peru,Male,251382,2014-09-01
MT,Galinha,Male,398626,2014-09-01
PR,Porco Nao Classificado,Male,21,2014-09-01
RO,Bufalo,Male,8,2014-09-01
RS,Muar,Male,3,2014-09-01
GO,Bufalo,Male,21,2015-09-01
GO,"Suino Tipo Carne,",Male,76865,2015-09-01
MT,Novilhao,Male,63830,2015-09-01
MT,Novilhona,Male,22573,2015-09-01
SP,Frango,Male,41926316,2015-09-01
TO,Bovino,Male,52620,2015-09-01
GO,Novilho Intermediario,Male,29958,2016-09-01
GO,Peru,Male,533065,2016-09-01
MS,Bufalo,Male,23,2016-09-01
PB,Frango,Male,1469158,2016-09-01
SE,Ovino,Male,40,2016-09-01
MG,Galinha De Postura,Male,120101,2017-09-01
MG,Ovino,Male,359,2017-09-01
MG,Porco Nao Classificado,Male,58144,2017-09-01
MS,Novilha Intermediaria,Male,745,2017-09-01
SC,Marreco,Male,15980,2017-09-01
SP,Galinha,Male,1923526,2017-09-01
BA,Equino,Male,68,2018-09-01
DF,Suino,Male,321,2018-09-01
MG,Vitelo,Male,1097,2018-09-01
MS,Galinha,Male,79240,2018-09-01
MS,Novilha Intermediaria,Male,20,2018-09-01
MT,Novilha Intermediaria,Male,2091,2018-09-01
PR,Bufalo,Male,89,2018-09-01
PR,Coelho,Male,640,2018-09-01
PR,Touro/Touruno,Male,18,2018-09-01
RO,Faizão,Male,33466,2018-09-01
SC,Bufalo,Male,56,2018-09-01
SC,Galo,Male,24477,2018-09-01
TO,Galinha,Male,19336,2018-09-01
MG,Leitoa,Male,100,2019-09-01
MS,Ovino,Male,442,2019-09-01
MT,Suino,Male,12706,2019-09-01
PA,Bufalo,Male,404,2019-09-01
PA,Vaca,Male,1638,2019-09-01
PR,Galinha,Male,1201440,2019-09-01
PR,Galinha De Postura,Male,14000,2019-09-01
PR,"Suino Tipo Carne,",Male,167047,2019-09-01
SC,Peru,Male,1066718,2019-09-01
SC,Suino,Male,250816,2019-09-01
SP,Leitoa,Male,1,2019-09-01
AM,Touro/Touruno,Male,10,2020-09-01
GO,Equino,Male,185,2020-09-01
GO,Novilho Intermediario,Male,55739,2020-09-01
MG,Galo,Male,4310,2020-09-01
MG,Novilho Precoce,Male,21204,2020-09-01
MG,"Suino Tipo Carne,",Male,32974,2020-09-01
MT,Galo,Male,3875,2020-09-01
PA,Vaca,Male,1906,2020-09-01
PE,Bovino,Male,6,2020-09-01
RS,Novilho Intermediario,Male,10117,2020-09-01
BA,Galo,Male,1650,2021-09-01
DF,Suíno,Male,729,2021-09-01
GO,Bubalino,Male,0,2021-09-01
SC,Bovino,Male,3774,2021-09-01
MA,Bovino,Male,30088,2022-09-01
MG,Galinha,Male,6574762,2022-09-01
PB,Frango,Male,874477,2022-09-01
RJ,Bovino,Male,498,2022-09-01
SC,Bovino,Male,2353,2022-09-01
SC,Pato,Male,230242,2023-09-01
BA,Muar,Male,56,2024-09-01
PI,Bovino,Male,974,2024-09-01
RN,Frango,Male,584782,2024-09-01
DF,Ovino,Male,42,2021-01-01
MG,Novilha Precoce,Male,628,2021-01-01
MS,Galinha De Postura,Male,33524,2021-01-01
SC,Suino,Male,257719,2021-01-01
MG,Frango,Male,406063,2001-10-01
BA,Frango,Male,2355089,2002-10-01
GO,Bufalo,Male,9,2002-10-01
MG,Equino,Male,9,2002-10-01
MT,Ovino,Male,280,2002-10-01
SC,Frango,Male,15679408,2002-10-01
RS,Leitao,Male,4412,2003-10-01
SC,Coelha,Male,288,2003-10-01
SC,"Suino Tipo Carne,",Male,217270,2003-10-01
SP,Vitelo,Male,174,2003-10-01
MT,Bufala,Male,9,2004-10-01
PR,Porca Matrizeira,Male,386,2004-10-01
RN,Bovino,Male,22,2004-10-01
RO,Vaca,Male,18211,2004-10-01
RS,Novilho Precoce,Male,7346,2004-10-01
RS,Touro/Touruno,Male,469,2004-10-01
SC,Vaca,Male,708,2004-10-01
SP,Faizão,Male,66140,2004-10-01
MS,Muar,Male,41,2005-10-01
PA,Novilhona,Male,839,2005-10-01
PR,Bovino,Male,54099,2005-10-01
RN,Ovino,Male,41,2005-10-01
SC,Codorna,Male,444472,2005-10-01
SP,Bufalo,Male,118,2005-10-01
GO,Bufalo,Male,57,2006-10-01
MG,Bovino,Male,94036,2006-10-01
MG,Coelha,Male,270,2006-10-01
MS,Muar,Male,38,2006-10-01
PR,Porco Matrizeiro,Male,39,2006-10-01
RS,Bufala,Male,101,2006-10-01
SC,Coelho,Male,1380,2006-10-01
BA,Avestruz Fêmea,Male,143,2007-10-01
GO,Vaca,Male,1893,2007-10-01
RS,Cordeiro,Male,2385,2007-10-01
RS,Vaca,Male,4025,2007-10-01
SC,Galinha Dangola,Male,1907,2007-10-01
GO,Galinha,Male,65825,2008-10-01
MG,Muar,Male,40,2008-10-01
MG,Porca Matrizeira,Male,1605,2008-10-01
MT,Suino,Male,15656,2008-10-01
PE,Bovino,Male,10,2008-10-01
RS,Nonato,Male,5,2008-10-01
SC,Novilho Precoce,Male,2663,2008-10-01
SC,"Suino Tipo Carne,",Male,226477,2008-10-01
SP,Galinha,Male,1450807,2008-10-01
AM,Bufala,Male,19,2009-10-01
AM,Bufalo,Male,11,2009-10-01
BA,Muar,Male,46,2009-10-01
MG,Novilha Precoce,Male,195,2009-10-01
MS,Muar,Male,48,2009-10-01
RO,Touro/Touruno,Male,30569,2009-10-01
RS,Bovino,Male,29291,2009-10-01
RS,Novilhao,Male,1708,2009-10-01
RS,Ovino,Male,47,2009-10-01
SC,Suino,Male,177630,2009-10-01
SC,"Suino Tipo Carne,",Male,212993,2009-10-01
AC,Bufala,Male,1,2010-10-01
AC,Touro/Touruno,Male,209,2010-10-01
AM,Bovino,Male,2012,2010-10-01
GO,Equino,Male,57,2010-10-01
MG,Muar,Male,18,2010-10-01
