State,Animal,Gender,Slaughtered_Animals,Date
SC,Pato,Male,103438,2014-03-01
BA,Cabrito,Male,359,2015-03-01
GO,Bovino,Male,95493,2015-03-01
GO,Bufala,Male,106,2015-03-01
MT,Novilhao,Male,41098,2015-03-01
MT,"Suino Tipo Carne,",Male,86670,2015-03-01
PR,Bufalo,Male,106,2015-03-01
SE,Bovino,Male,2749,2015-03-01
MT,Novilhao,Male,58218,2016-03-01
PA,Bovino,Male,115275,2016-03-01
SC,Frango,Male,74251204,2016-03-01
SC,Porco Nao Classificado,Male,145853,2016-03-01
AC,"Suino Tipo Carne,",Male,1397,2017-03-01
GO,Bufala,Male,43,2017-03-01
MG,Peru,Male,136004,2017-03-01
MG,Vitelo,Male,1137,2017-03-01
MS,Frango,Male,14953601,2017-03-01
MT,Novilhona,Male,53437,2017-03-01
ES,Bovino,Male,9823,2018-03-01
PA,Frango,Male,3663110,2018-03-01
PA,Novilha Intermediaria,Male,2405,2018-03-01
PA,Novilho Intermediario,Male,189,2018-03-01
SC,Cordeira,Male,61,2018-03-01
SP,Bufala,Male,71,2018-03-01
SP,Bufalo,Male,214,2018-03-01
AM,Bovino,Male,2704,2019-03-01
GO,Galinha De Postura,Male,82978,2019-03-01
GO,Novilho Intermediario,Male,29776,2019-03-01
GO,Porca Matrizeira,Male,960,2019-03-01
SC,Peru,Male,385488,2019-03-01
TO,Galo,Male,1997,2019-03-01
MG,Novilha Precoce,Male,2163,2020-03-01
PA,Novilha Intermediaria,Male,1261,2020-03-01
PR,Bovino,Male,40843,2020-03-01
PR,Touro/Touruno,Male,22,2020-03-01
RS,Bufalo,Male,239,2020-03-01
RS,Galinha De Postura,Male,10312,2020-03-01
SP,Cordeiro,Male,35,2020-03-01
SP,Leitoa,Male,29,2020-03-01
MS,Aves,Male,144207,2021-03-01
MS,Ovino,Male,317,2021-03-01
PE,Frango,Male,387958,2021-03-01
SP,Frango,Male,15387478,2021-03-01
MG,Coelho,Male,150,2022-03-01
MT,Frango,Male,8440547,2022-03-01
PE,Bovino,Male,2800,2023-03-01
PR,Suíno,Male,451605,2023-03-01
TO,Frango,Male,157210,2023-03-01
MA,Bovino,Male,29632,2024-03-01
MS,Caprino,Male,30,2024-03-01
PR,Peru,Male,84767,2024-03-01
CE,Bovino,Male,29,2025-03-01
MS,Bovino,Male,142466,2025-03-01
RS,Cordeiro,Male,355,2002-04-01
RS,Vaca,Male,789,2002-04-01
SC,Porco Matrizeiro,Male,21,2002-04-01
ES,Porca Matrizeira,Male,15,2003-04-01
GO,Bufalo,Male,28,2003-04-01
PA,Bufalo,Male,1,2003-04-01
RS,Novilha Precoce,Male,60,2003-04-01
SP,Cordeiro,Male,420,2003-04-01
SP,Galinha,Male,110157,2003-04-01
GO,Bubalino Jovem,Male,13,2004-04-01
MG,Muar,Male,17,2004-04-01
MG,Porco Nao Classificado,Male,347,2004-04-01
MS,Porco Matrizeiro,Male,1,2004-04-01
MT,Bovino,Male,60851,2004-04-01
PR,Javali,Male,40,2004-04-01
RS,Novilha Intermediaria,Male,1195,2004-04-01
SP,Galinha De Postura,Male,995882,2004-04-01
SP,Porca Matrizeira,Male,254,2004-04-01
MA,Bufalo,Male,64,2005-04-01
MT,Bufala,Male,17,2005-04-01
PA,Bufalo,Male,153,2005-04-01
PR,Pato,Male,100,2005-04-01
RO,Vaca,Male,31689,2005-04-01
RS,Touro/Touruno,Male,190,2005-04-01
SC,Galinha,Male,229327,2005-04-01
SP,Cateto,Male,20,2005-04-01
SP,Frango Especial,Male,143395,2005-04-01
MG,Suino,Male,34707,2006-04-01
MS,Porco Matrizeiro,Male,2,2006-04-01
RS,Vaca,Male,5903,2006-04-01
SC,Equino,Male,269,2006-04-01
SP,Avestruz,Male,268,2006-04-01
SP,Galo,Male,4497,2006-04-01
SP,"Suino Tipo Carne,",Male,34383,2006-04-01
SP,Vitelo,Male,80,2006-04-01
BA,Cordeira,Male,41,2007-04-01
MG,Coelho,Male,345,2007-04-01
MG,Equino,Male,1297,2007-04-01
MS,Frango,Male,10033242,2007-04-01
MT,"Suino Tipo Carne,",Male,22234,2007-04-01
PE,Bovino,Male,42,2007-04-01
PR,Galo,Male,17161,2007-04-01
RS,Bufala,Male,39,2007-04-01
RS,Caprino,Male,50,2007-04-01
RS,Novilha Intermediaria,Male,1118,2007-04-01
SC,Galo,Male,9197,2007-04-01
TO,Novilhao,Male,210,2007-04-01
TO,Touro/Touruno,Male,15,2007-04-01
MS,Novilho Intermediario,Male,45,2008-04-01
SP,Suino,Male,3175,2008-04-01
SP,"Suino Tipo Banha,",Male,275,2008-04-01
MS,Novilho Precoce,Male,97,2009-04-01
MT,Novilhona,Male,32417,2009-04-01
RJ,Equino,Male,121,2009-04-01
SE,Suino,Male,32,2009-04-01
SP,Novilha Intermediaria,Male,2454,2009-04-01
SP,Pato,Male,3994,2009-04-01
AL,Avestruz Fêmea,Male,90,2010-04-01
AM,Vaca,Male,76,2010-04-01
GO,Galo,Male,2022,2010-04-01
MS,Novilho Precoce,Male,3,2010-04-01
PR,Galinha,Male,768570,2010-04-01
PR,Vaca,Male,2253,2010-04-01
RS,Novilhao,Male,7115,2010-04-01
RS,Novilhona,Male,385,2010-04-01
RS,"Suino Tipo Carne,",Male,29872,2010-04-01
SC,Galinha,Male,336081,2010-04-01
BA,Suino,Male,1032,2011-04-01
DF,Suino,Male,6264,2011-04-01
GO,Novilho Precoce,Male,540,2011-04-01
MT,"Suino Tipo Banha,",Male,160,2011-04-01
PR,Novilho Intermediario,Male,315,2011-04-01
RO,Bovino,Male,12640,2011-04-01
RS,Javali,Male,25,2011-04-01
RS,Novilhona,Male,283,2011-04-01
RS,Porca Matrizeira,Male,5459,2011-04-01
SC,Galinha,Male,289040,2011-04-01
ES,Bovino,Male,8694,2012-04-01
MG,Bufalo,Male,25,2012-04-01
MS,Bufalo,Male,57,2012-04-01
MT,Porca Matrizeira,Male,1923,2012-04-01
RN,Frango,Male,157417,2012-04-01
RS,Bufalo,Male,68,2012-04-01
RS,Muar,Male,0,2012-04-01
RS,Novilhona,Male,83,2012-04-01
SC,Bufala,Male,15,2012-04-01
SP,Avestruz,Male,57,2012-04-01
SP,Cordeiro,Male,74,2012-04-01
SP,Novilhona,Male,3050,2012-04-01
BA,Galinha,Male,27938,2013-04-01
GO,Porca Matrizeira,Male,2905,2013-04-01
MS,Bufala,Male,103,2013-04-01
MT,Novilhona,Male,70156,2013-04-01
RO,Touro/Touruno,Male,41808,2013-04-01
SC,Galinha,Male,576907,2013-04-01
SC,Porco Matrizeiro,Male,7,2013-04-01
SC,"Suino Tipo Carne,",Male,78501,2013-04-01
MG,Novilhao,Male,139,2014-04-01
PR,Equino,Male,421,2014-04-01
PR,Galo,Male,49262,2014-04-01
RS,Bufalo,Male,191,2014-04-01
SP,Pato,Male,1683,2014-04-01
BA,Caprino,Male,32,2015-04-01
DF,Bovino,Male,1,2015-04-01
MG,Bovino,Male,112543,2015-04-01
MT,Novilho Intermediario,Male,9,2015-04-01
PR,"Suino Tipo Carne,",Male,163046,2015-04-01
RS,Novilha Intermediaria,Male,146,2015-04-01
MG,Peru,Male,246582,2016-04-01
MT,"Suino Tipo Carne,",Male,80946,2016-04-01
PA,Novilhona,Male,2321,2016-04-01
PE,Galeto,Male,1130631,2016-04-01
RN,Frango,Male,349981,2016-04-01
RO,Touro/Touruno,Male,54636,2016-04-01
RS,Equino,Male,471,2016-04-01
DF,Suino,Male,4744,2017-04-01
GO,Peru,Male,339981,2017-04-01
MG,"Suino Tipo Banha,",Male,2793,2017-04-01
PA,Frango,Male,3120104,2017-04-01
PI,Frango,Male,106971,2017-04-01
PR,Galinha,Male,981270,2017-04-01
RS,Novilho Precoce,Male,146,2017-04-01
RS,Vaca,Male,2752,2017-04-01
GO,Novilhao,Male,3965,2018-04-01
GO,Novilho Precoce,Male,19280,2018-04-01
MG,Suino,Male,67535,2018-04-01
MS,Novilha Intermediaria,Male,140,2018-04-01
MS,Porca Matrizeira,Male,1617,2018-04-01
MT,Touro/Touruno,Male,171,2018-04-01
PA,Novilho Precoce,Male,75,2018-04-01
PB,Frango,Male,1418033,2018-04-01
PE,Frango,Male,3699322,2018-04-01
MG,Bovino,Male,107938,2019-04-01
MS,Frango,Male,12313815,2019-04-01
MS,Porco Matrizeiro,Male,121,2019-04-01
MS,Suino,Male,36555,2019-04-01
MT,Novilhao,Male,40519,2019-04-01
PE,Frango,Male,3335781,2019-04-01
PR,Frango,Male,142386075,2019-04-01
RO,Vaca,Male,66426,2019-04-01
RS,Touro/Touruno,Male,51,2019-04-01
SC,Bubalino Jovem,Male,9,2019-04-01
SC,Leitao,Male,1907,2019-04-01
SC,Suino,Male,316405,2019-04-01
SP,Porca Matrizeira,Male,543,2019-04-01
AC,Suino,Male,1629,2020-04-01
AM,Touro/Touruno,Male,1027,2020-04-01
DF,Bufalo,Male,20,2020-04-01
MG,Galinha,Male,84178,2020-04-01
SP,Bovino,Male,123804,2020-04-01
MS,Tilápia do Nilo,Male,1185397,2021-04-01
RS,Galinha,Male,5732185,2021-04-01
SP,Pato,Male,784,2021-04-01
MT,Pintado,Male,5000,2022-04-01
SP,Coelho,Male,1483,2022-04-01
SP,Suíno,Male,81329,2022-04-01
AM,Suíno,Male,0,2023-04-01
MA,Bovino,Male,25634,2023-04-01
MS,Frango,Male,9760289,2023-04-01
MT,Galinha,Male,11973,2023-04-01
PA,Suíno,Male,148,2023-04-01
SC,Pato,Male,185450,2023-04-01
MG,Suíno,Male,237178,2024-04-01
RS,Bubalino,Male,26,2025-04-01
BA,Suino,Male,992,2003-05-01
ES,"Suino Tipo Carne,",Male,576,2003-05-01
GO,Novilha Precoce,Male,100,2003-05-01
MS,"Suino Tipo Carne,",Male,36136,2003-05-01
MS,Vitelo,Male,214,2003-05-01
RO,Novilhao,Male,19328,2003-05-01
SC,Porco Matrizeiro,Male,439,2003-05-01
SP,Novilha Intermediaria,Male,28,2003-05-01
PA,Novilhona,Male,223,2004-05-01
PE,Frango,Male,1414459,2004-05-01
PR,Coelha,Male,883,2004-05-01
SP,Porca Matrizeira,Male,859,2004-05-01
GO,Galinha,Male,47800,2005-05-01
GO,Novilha Intermediaria,Male,1156,2005-05-01
MT,Touro/Touruno,Male,1075,2005-05-01
PR,Ovino,Male,705,2005-05-01
TO,Bufalo,Male,5,2005-05-01
CE,Caprino,Male,145,2006-05-01
MG,Novilha Intermediaria,Male,142,2006-05-01
MG,Porco Matrizeiro,Male,4,2006-05-01
MS,Novilha Precoce,Male,44,2006-05-01
PR,Equino,Male,1150,2006-05-01
PR,Leitoa,Male,176,2006-05-01
SC,Suino,Male,95080,2006-05-01
SP,Galeto,Male,798,2006-05-01
TO,Novilhao,Male,2914,2006-05-01
AM,Bufalo,Male,97,2007-05-01
ES,Frango Especial,Male,459,2007-05-01
MG,Bovino,Male,127689,2007-05-01
MS,Novilhona,Male,130,2007-05-01
MS,Porca Matrizeira,Male,495,2008-05-01
MS,Suino,Male,2082,2008-05-01
PR,Bufala,Male,90,2008-05-01
PR,Coelho,Male,4322,2008-05-01
RS,Novilhao,Male,6688,2008-05-01
SE,Ovino,Male,27,2008-05-01
SP,Galinha Dangola,Male,180,2008-05-01
SP,Novilhona,Male,1755,2008-05-01
SP,Pato,Male,6300,2008-05-01
AM,Bufalo,Male,34,2009-05-01
ES,Frango,Male,690245,2009-05-01
SC,Coelha,Male,685,2009-05-01
SP,Novilhona,Male,2540,2009-05-01
GO,Novilhao,Male,1,2010-05-01
GO,Novilho Intermediario,Male,2214,2010-05-01
PR,Equino,Male,17,2010-05-01
PR,Pato,Male,5747,2010-05-01
RS,Novilha Intermediaria,Male,580,2010-05-01
GO,Muar,Male,9,2011-05-01
MG,Frango,Male,29983049,2011-05-01
MS,Equino,Male,66,2011-05-01
MS,Touro/Touruno,Male,94,2011-05-01
PA,Frango,Male,2513221,2011-05-01
RS,Touro/Touruno,Male,45,2011-05-01
SP,Novilha Precoce,Male,982,2011-05-01
AM,Vaca,Male,410,2012-05-01
GO,Novilha Intermediaria,Male,7898,2012-05-01
GO,Novilhao,Male,11339,2012-05-01
MG,Frango,Male,33376360,2012-05-01
MG,Galinha,Male,255742,2012-05-01
MG,Leitao,Male,34,2012-05-01
PA,Novilhona,Male,5850,2012-05-01
PR,Porca Matrizeira,Male,1265,2012-05-01
SC,Equino,Male,62,2012-05-01
PA,Novilhao,Male,5721,2013-05-01
RS,Bufala,Male,39,2013-05-01
SC,Peru,Male,596367,2013-05-01
SC,Porca Matrizeira,Male,10116,2013-05-01
SP,Novilho Precoce,Male,242,2013-05-01
AM,Novilhao,Male,505,2014-05-01
DF,Bovino,Male,0,2014-05-01
MG,Vaca,Male,529,2014-05-01
MS,Suino,Male,24393,2014-05-01
RS,Cordeira,Male,160,2014-05-01
BA,Cabrita,Male,88,2015-05-01
BA,Paca,Male,34,2015-05-01
ES,Galinha,Male,211685,2015-05-01
GO,Equino,Male,320,2015-05-01
GO,Porco Matrizeiro,Male,0,2015-05-01
MG,Bovino,Male,123876,2015-05-01
MG,Galo,Male,6253,2015-05-01
MS,Novilho Intermediario,Male,323,2015-05-01
MS,Novilho Precoce,Male,1,2015-05-01
MS,Suino,Male,27465,2015-05-01
MT,Novilhao,Male,46791,2015-05-01
PA,Frango,Male,3220667,2015-05-01
PR,Frango,Male,139016271,2015-05-01
PR,Porco Nao Classificado,Male,40,2015-05-01
RS,Vaca,Male,2155,2015-05-01
SC,Equino,Male,8,2015-05-01
