Region,State,Feedstock,Volumes_m3,Date
South,Rio Grande do Sul,Oil_Canola,41.177,2021-03-01
Mid-West,Goiás,UCO,28.35,2021-03-01
Mid-West,Mato Grosso do Sul,UCO,124.248,2021-03-01
Northeast,Bahia,UCO,150.264,2021-03-01
North,Tocantins,UCO,1.5,2021-03-01
Southeast,Rio de Janeiro,UCO,3681.654,2021-03-01
Southeast,São Paulo,UCO,3648.131,2021-03-01
South,Paraná,UCO,208.348,2021-03-01
South,Rio Grande do Sul,UCO,1151.984,2021-03-01
Mid-West,Mato Grosso,Oil_Corn,39.141,2021-03-01
Southeast,São Paulo,Oil_Corn,246.136,2021-03-01
Mid-West,Goiás,Oil_Palm,5084.562,2021-03-01
Northeast,Bahia,Oil_Palm,8280.47,2021-03-01
South,Rio Grande do Sul,Oil_Palm,2215.742,2021-03-01
Mid-West,Goiás,Oil_Soy,66044.599,2021-03-01
Mid-West,Mato Grosso,Oil_Soy,101915.557,2021-03-01
Mid-West,Mato Grosso do Sul,Oil_Soy,27589.917,2021-03-01
Northeast,Bahia,Oil_Soy,15631.607,2021-03-01
Northeast,Piauí,Oil_Soy,4177.868,2021-03-01
North,Tocantins,Oil_Soy,7049.048,2021-03-01
Southeast,Minas Gerais,Oil_Soy,1626.916,2021-03-01
Southeast,Rio de Janeiro,Oil_Soy,2774.843,2021-03-01
Southeast,São Paulo,Oil_Soy,3927.357,2021-03-01
South,Paraná,Oil_Soy,71688.802,2021-03-01
South,Rio Grande do Sul,Oil_Soy,143551.637,2021-03-01
South,Santa Catarina,Oil_Soy,11716.647,2021-03-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,2465.79,2021-03-01
Mid-West,Goiás,Fatty_Acid_Other,1802.194,2021-03-01
Mid-West,Mato Grosso,Fatty_Acid_Other,22582.574,2021-03-01
Northeast,Bahia,Fatty_Acid_Other,6853.391,2021-03-01
North,Tocantins,Fatty_Acid_Other,166.033,2021-03-01
Southeast,Minas Gerais,Fatty_Acid_Other,2505.95,2021-03-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,818.561,2021-03-01
Southeast,São Paulo,Fatty_Acid_Other,846.591,2021-03-01
South,Paraná,Fatty_Acid_Other,15290.404,2021-03-01
South,Rio Grande do Sul,Fatty_Acid_Other,20987.865,2021-03-01
Mid-West,Goiás,Fatty_Acid_Soy,295.834,2021-02-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,552.35,2021-02-01
Southeast,São Paulo,Fatty_Acid_Soy,56.818,2021-02-01
Mid-West,Goiás,Tallow_Cattle,2517.271,2021-02-01
Mid-West,Mato Grosso,Tallow_Cattle,868.414,2021-02-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,344.515,2021-02-01
Northeast,Bahia,Tallow_Cattle,3863.596,2021-02-01
North,Rondônia,Tallow_Cattle,54.334,2021-02-01
North,Tocantins,Tallow_Cattle,263.362,2021-02-01
Southeast,Minas Gerais,Tallow_Cattle,5182.096,2021-02-01
Southeast,Rio de Janeiro,Tallow_Cattle,816.06,2021-02-01
Southeast,São Paulo,Tallow_Cattle,5124.955,2021-02-01
South,Paraná,Tallow_Cattle,6518.62,2021-02-01
South,Rio Grande do Sul,Tallow_Cattle,20659.531,2021-02-01
Southeast,Minas Gerais,Tallow_Chicken,194.154,2021-02-01
Southeast,São Paulo,Tallow_Chicken,190.225,2021-02-01
South,Paraná,Tallow_Chicken,453.488,2021-02-01
South,Rio Grande do Sul,Tallow_Chicken,57.178,2021-02-01
Mid-West,Goiás,Tallow_Pork,138.111,2021-02-01
Southeast,Minas Gerais,Tallow_Pork,152.001,2021-02-01
Southeast,Rio de Janeiro,Tallow_Pork,4838.908,2021-02-01
Southeast,São Paulo,Tallow_Pork,181.802,2021-02-01
South,Paraná,Tallow_Pork,3090.015,2021-02-01
South,Rio Grande do Sul,Tallow_Pork,2712.694,2021-02-01
Mid-West,Goiás,Oil_Cotton,3803.577,2021-02-01
Mid-West,Mato Grosso,Oil_Cotton,4971.691,2021-02-01
Northeast,Bahia,Oil_Cotton,2438.43,2021-02-01
North,Tocantins,Oil_Cotton,100.305,2021-02-01
South,Rio Grande do Sul,Oil_Canola,247.46,2021-02-01
Mid-West,Goiás,UCO,68.269,2021-02-01
Mid-West,Mato Grosso,UCO,0.967,2021-02-01
Northeast,Bahia,UCO,38.143,2021-02-01
North,Tocantins,UCO,7.327,2021-02-01
Southeast,Minas Gerais,UCO,109.506,2021-02-01
Southeast,Rio de Janeiro,UCO,4756.053,2021-02-01
Southeast,São Paulo,UCO,2520.623,2021-02-01
South,Paraná,UCO,216.059,2021-02-01
South,Rio Grande do Sul,UCO,1426.589,2021-02-01
Mid-West,Goiás,Oil_Corn,42.728,2021-02-01
Southeast,São Paulo,Oil_Corn,335.284,2021-02-01
Mid-West,Goiás,Oil_Palm,3098.121,2021-02-01
Northeast,Bahia,Oil_Palm,12691.74,2021-02-01
North,Tocantins,Oil_Palm,322.13,2021-02-01
Southeast,São Paulo,Oil_Palm,39.089,2021-02-01
South,Rio Grande do Sul,Oil_Palm,502.037,2021-02-01
Mid-West,Goiás,Oil_Soy,52243.885,2021-02-01
Mid-West,Mato Grosso,Oil_Soy,79113.704,2021-02-01
Mid-West,Mato Grosso do Sul,Oil_Soy,24595.859,2021-02-01
Northeast,Bahia,Oil_Soy,15515.827,2021-02-01
Northeast,Piauí,Oil_Soy,2335.284,2021-02-01
North,Tocantins,Oil_Soy,5916.383,2021-02-01
Southeast,Minas Gerais,Oil_Soy,5838.219,2021-02-01
Southeast,Rio de Janeiro,Oil_Soy,2896.446,2021-02-01
South,Paraná,Oil_Soy,59619.235,2021-02-01
South,Rio Grande do Sul,Oil_Soy,113717.95,2021-02-01
South,Santa Catarina,Oil_Soy,7726.729,2021-02-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,2801.51,2021-02-01
Mid-West,Goiás,Fatty_Acid_Other,1412.147,2021-02-01
Mid-West,Mato Grosso,Fatty_Acid_Other,22026.84,2021-02-01
Northeast,Bahia,Fatty_Acid_Other,942.585,2021-02-01
North,Tocantins,Fatty_Acid_Other,126.592,2021-02-01
Southeast,Minas Gerais,Fatty_Acid_Other,183.25,2021-02-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,432.082,2021-02-01
Southeast,São Paulo,Fatty_Acid_Other,647.727,2021-02-01
South,Paraná,Fatty_Acid_Other,16074.305,2021-02-01
South,Rio Grande do Sul,Fatty_Acid_Other,16173.285,2021-02-01
Mid-West,Goiás,Fatty_Acid_Soy,519.296,2021-01-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,529.56,2021-01-01
Mid-West,Goiás,Tallow_Cattle,2971.005,2021-01-01
Mid-West,Mato Grosso,Tallow_Cattle,1696.285,2021-01-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,1904.621,2021-01-01
Northeast,Bahia,Tallow_Cattle,6755.695,2021-01-01
North,Rondônia,Tallow_Cattle,114.048,2021-01-01
Southeast,Minas Gerais,Tallow_Cattle,7923.944,2021-01-01
Southeast,Rio de Janeiro,Tallow_Cattle,162.919,2021-01-01
Southeast,São Paulo,Tallow_Cattle,6738.248,2021-01-01
South,Paraná,Tallow_Cattle,11709.29,2021-01-01
South,Rio Grande do Sul,Tallow_Cattle,21084.281,2021-01-01
Southeast,Minas Gerais,Tallow_Chicken,38.165,2021-01-01
South,Paraná,Tallow_Chicken,3276.867,2021-01-01
South,Rio Grande do Sul,Tallow_Chicken,167.678,2021-01-01
Mid-West,Goiás,Tallow_Pork,263.121,2021-01-01
Southeast,Minas Gerais,Tallow_Pork,37.571,2021-01-01
Southeast,Rio de Janeiro,Tallow_Pork,4542.003,2021-01-01
Southeast,São Paulo,Tallow_Pork,37.14,2021-01-01
South,Paraná,Tallow_Pork,4084.96,2021-01-01
South,Rio Grande do Sul,Tallow_Pork,1875.701,2021-01-01
Mid-West,Goiás,Oil_Cotton,1846.114,2021-01-01
Mid-West,Mato Grosso,Oil_Cotton,6681.457,2021-01-01
Northeast,Bahia,Oil_Cotton,3164.619,2021-01-01
North,Tocantins,Oil_Cotton,48.88,2021-01-01
Southeast,São Paulo,Oil_Cotton,253.415,2021-01-01
South,Rio Grande do Sul,Oil_Cotton,689.481,2021-01-01
South,Rio Grande do Sul,Oil_Canola,291.87,2021-01-01
Mid-West,Goiás,UCO,331.475,2021-01-01
Mid-West,Mato Grosso,UCO,5.435,2021-01-01
Mid-West,Mato Grosso do Sul,UCO,143.341,2021-01-01
Northeast,Bahia,UCO,19.143,2021-01-01
North,Tocantins,UCO,0.75,2021-01-01
Southeast,Minas Gerais,UCO,174.066,2021-01-01
Southeast,Rio de Janeiro,UCO,2436.548,2021-01-01
Southeast,São Paulo,UCO,1643.237,2021-01-01
South,Paraná,UCO,702.888,2021-01-01
South,Rio Grande do Sul,UCO,469.058,2021-01-01
Mid-West,Goiás,Oil_Corn,123.675,2021-01-01
Southeast,São Paulo,Oil_Corn,145.324,2021-01-01
Mid-West,Goiás,Oil_Palm,4603.82,2021-01-01
Northeast,Bahia,Oil_Palm,10437.282,2021-01-01
North,Rondônia,Oil_Palm,3.937,2021-01-01
North,Tocantins,Oil_Palm,483.714,2021-01-01
Southeast,São Paulo,Oil_Palm,217.157,2021-01-01
Mid-West,Goiás,Oil_Soy,49182.935,2021-01-01
Mid-West,Mato Grosso,Oil_Soy,72017.199,2021-01-01
Mid-West,Mato Grosso do Sul,Oil_Soy,26310.144,2021-01-01
Northeast,Bahia,Oil_Soy,11861.064,2021-01-01
Northeast,Piauí,Oil_Soy,1968.887,2021-01-01
North,Tocantins,Oil_Soy,1477.891,2021-01-01
Southeast,Minas Gerais,Oil_Soy,4537.414,2021-01-01
Southeast,Rio de Janeiro,Oil_Soy,5298.917,2021-01-01
Southeast,São Paulo,Oil_Soy,63.965,2021-01-01
South,Paraná,Oil_Soy,61527.206,2021-01-01
South,Rio Grande do Sul,Oil_Soy,115851.662,2021-01-01
South,Santa Catarina,Oil_Soy,6456.055,2021-01-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,1930.16,2021-01-01
Mid-West,Goiás,Fatty_Acid_Other,1194.178,2021-01-01
Mid-West,Mato Grosso,Fatty_Acid_Other,21630.845,2021-01-01
Northeast,Bahia,Fatty_Acid_Other,1923.975,2021-01-01
Southeast,Minas Gerais,Fatty_Acid_Other,936.12,2021-01-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,470.805,2021-01-01
Southeast,São Paulo,Fatty_Acid_Other,487.528,2021-01-01
South,Paraná,Fatty_Acid_Other,14543.58,2021-01-01
South,Rio Grande do Sul,Fatty_Acid_Other,12901.987,2021-01-01
Southeast,São Paulo,Fatty_Acid_Palm,160.057,2020-12-01
Mid-West,Goiás,Fatty_Acid_Soy,572.22,2020-12-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,446.32,2020-12-01
Southeast,São Paulo,Fatty_Acid_Soy,63.11,2020-12-01
Mid-West,Goiás,Tallow_Cattle,3898.812,2020-12-01
Mid-West,Mato Grosso,Tallow_Cattle,1189.332,2020-12-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,796.173,2020-12-01
Northeast,Bahia,Tallow_Cattle,3299.376,2020-12-01
Northeast,Piauí,Tallow_Cattle,41.845,2020-12-01
North,Rondônia,Tallow_Cattle,86.213,2020-12-01
North,Tocantins,Tallow_Cattle,612.637,2020-12-01
Southeast,Minas Gerais,Tallow_Cattle,6871.511,2020-12-01
Southeast,São Paulo,Tallow_Cattle,10778.558,2020-12-01
South,Paraná,Tallow_Cattle,11386.16,2020-12-01
South,Rio Grande do Sul,Tallow_Cattle,19473.688,2020-12-01
Mid-West,Goiás,Tallow_Chicken,9.44,2020-12-01
Southeast,Minas Gerais,Tallow_Chicken,81.539,2020-12-01
South,Paraná,Tallow_Chicken,1858.003,2020-12-01
South,Rio Grande do Sul,Tallow_Chicken,81.056,2020-12-01
Mid-West,Goiás,Tallow_Pork,43.626,2020-12-01
Mid-West,Mato Grosso,Tallow_Pork,68.49,2020-12-01
Southeast,Rio de Janeiro,Tallow_Pork,3762.259,2020-12-01
Southeast,São Paulo,Tallow_Pork,491.675,2020-12-01
South,Paraná,Tallow_Pork,3249.0,2020-12-01
South,Rio Grande do Sul,Tallow_Pork,3298.529,2020-12-01
Mid-West,Goiás,Oil_Cotton,1260.55,2020-12-01
Mid-West,Mato Grosso,Oil_Cotton,6671.45,2020-12-01
Northeast,Bahia,Oil_Cotton,4284.073,2020-12-01
Northeast,Piauí,Oil_Cotton,0.505,2020-12-01
North,Tocantins,Oil_Cotton,124.445,2020-12-01
South,Rio Grande do Sul,Oil_Canola,654.34,2020-12-01
Mid-West,Goiás,UCO,11.63,2020-12-01
Mid-West,Mato Grosso,UCO,7.25,2020-12-01
Mid-West,Mato Grosso do Sul,UCO,346.955,2020-12-01
Northeast,Bahia,UCO,38.297,2020-12-01
North,Tocantins,UCO,9.292,2020-12-01
Southeast,Minas Gerais,UCO,0.088,2020-12-01
Southeast,Rio de Janeiro,UCO,2117.882,2020-12-01
Southeast,São Paulo,UCO,1963.911,2020-12-01
South,Paraná,UCO,1026.232,2020-12-01
South,Rio Grande do Sul,UCO,542.057,2020-12-01
Mid-West,Goiás,Oil_Corn,82.232,2020-12-01
Southeast,Minas Gerais,Oil_Corn,126.337,2020-12-01
Southeast,Rio de Janeiro,Oil_Corn,154.057,2020-12-01
Southeast,São Paulo,Oil_Corn,74.09,2020-12-01
Mid-West,Goiás,Oil_Palm,6655.094,2020-12-01
Northeast,Bahia,Oil_Palm,7097.591,2020-12-01
North,Tocantins,Oil_Palm,5613.09,2020-12-01
Southeast,São Paulo,Oil_Palm,496.014,2020-12-01
Mid-West,Goiás,Oil_Soy,51333.933,2020-12-01
Mid-West,Mato Grosso,Oil_Soy,66433.865,2020-12-01
Mid-West,Mato Grosso do Sul,Oil_Soy,28264.308,2020-12-01
Northeast,Bahia,Oil_Soy,10897.743,2020-12-01
Northeast,Piauí,Oil_Soy,3177.221,2020-12-01
North,Tocantins,Oil_Soy,6845.455,2020-12-01
Southeast,Minas Gerais,Oil_Soy,3409.441,2020-12-01
Southeast,Rio de Janeiro,Oil_Soy,5434.041,2020-12-01
Southeast,São Paulo,Oil_Soy,2153.006,2020-12-01
South,Paraná,Oil_Soy,62043.006,2020-12-01
South,Rio Grande do Sul,Oil_Soy,113778.031,2020-12-01
South,Santa Catarina,Oil_Soy,10466.92,2020-12-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,1494.08,2020-12-01
Mid-West,Goiás,Fatty_Acid_Other,2053.905,2020-12-01
Mid-West,Mato Grosso,Fatty_Acid_Other,18266.884,2020-12-01
Northeast,Bahia,Fatty_Acid_Other,2703.051,2020-12-01
North,Tocantins,Fatty_Acid_Other,224.984,2020-12-01
Southeast,Minas Gerais,Fatty_Acid_Other,3528.761,2020-12-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,273.264,2020-12-01
Southeast,São Paulo,Fatty_Acid_Other,695.455,2020-12-01
South,Paraná,Fatty_Acid_Other,14148.312,2020-12-01
South,Rio Grande do Sul,Fatty_Acid_Other,17050.703,2020-12-01
Mid-West,Goiás,Fatty_Acid_Soy,342.854,2020-11-01
Southeast,São Paulo,Fatty_Acid_Soy,204.545,2020-11-01
Mid-West,Goiás,Tallow_Cattle,2047.352,2020-11-01
Mid-West,Mato Grosso,Tallow_Cattle,716.566,2020-11-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,534.688,2020-11-01
Northeast,Bahia,Tallow_Cattle,6012.747,2020-11-01
North,Rondônia,Tallow_Cattle,87.202,2020-11-01
Southeast,Minas Gerais,Tallow_Cattle,5284.19,2020-11-01
Southeast,São Paulo,Tallow_Cattle,9896.129,2020-11-01
South,Paraná,Tallow_Cattle,1766.305,2020-11-01
South,Rio Grande do Sul,Tallow_Cattle,16834.65,2020-11-01
Mid-West,Goiás,Tallow_Chicken,61.06,2020-11-01
Mid-West,Mato Grosso,Tallow_Chicken,74.67,2020-11-01
Southeast,Minas Gerais,Tallow_Chicken,228.177,2020-11-01
Southeast,São Paulo,Tallow_Chicken,483.892,2020-11-01
South,Paraná,Tallow_Chicken,433.528,2020-11-01
South,Rio Grande do Sul,Tallow_Chicken,142.202,2020-11-01
Mid-West,Goiás,Tallow_Pork,402.489,2020-11-01
Mid-West,Mato Grosso,Tallow_Pork,93.01,2020-11-01
Southeast,Minas Gerais,Tallow_Pork,0.341,2020-11-01
Southeast,Rio de Janeiro,Tallow_Pork,2034.762,2020-11-01
Southeast,São Paulo,Tallow_Pork,460.298,2020-11-01
South,Paraná,Tallow_Pork,3149.78,2020-11-01
South,Rio Grande do Sul,Tallow_Pork,1244.042,2020-11-01
Mid-West,Goiás,Oil_Cotton,965.585,2020-11-01
Mid-West,Mato Grosso,Oil_Cotton,7522.748,2020-11-01
Northeast,Bahia,Oil_Cotton,2543.384,2020-11-01
Northeast,Piauí,Oil_Cotton,547.025,2020-11-01
North,Tocantins,Oil_Cotton,382.772,2020-11-01
Southeast,São Paulo,Oil_Cotton,279.64,2020-11-01
South,Rio Grande do Sul,Oil_Canola,714.58,2020-11-01
Mid-West,Goiás,UCO,23.609,2020-11-01
Mid-West,Mato Grosso,UCO,8.19,2020-11-01
Mid-West,Mato Grosso do Sul,UCO,791.968,2020-11-01
Northeast,Bahia,UCO,47.154,2020-11-01
Southeast,Rio de Janeiro,UCO,2496.113,2020-11-01
Southeast,São Paulo,UCO,1640.657,2020-11-01
South,Paraná,UCO,990.96,2020-11-01
South,Rio Grande do Sul,UCO,260.883,2020-11-01
Mid-West,Goiás,Oil_Corn,233.528,2020-11-01
Southeast,Rio de Janeiro,Oil_Corn,182.745,2020-11-01
Southeast,São Paulo,Oil_Corn,57.239,2020-11-01
Mid-West,Goiás,Oil_Palm,5190.696,2020-11-01
Northeast,Bahia,Oil_Palm,8240.918,2020-11-01
North,Tocantins,Oil_Palm,2099.755,2020-11-01
Southeast,São Paulo,Oil_Palm,430.113,2020-11-01
Mid-West,Goiás,Oil_Soy,53963.814,2020-11-01
Mid-West,Mato Grosso,Oil_Soy,78326.6,2020-11-01
Mid-West,Mato Grosso do Sul,Oil_Soy,22616.349,2020-11-01
Northeast,Bahia,Oil_Soy,9934.4,2020-11-01
Northeast,Piauí,Oil_Soy,6466.179,2020-11-01
North,Tocantins,Oil_Soy,10215.348,2020-11-01
Southeast,Minas Gerais,Oil_Soy,6031.088,2020-11-01
Southeast,Rio de Janeiro,Oil_Soy,7198.288,2020-11-01
Southeast,São Paulo,Oil_Soy,5355.182,2020-11-01
South,Paraná,Oil_Soy,69734.802,2020-11-01
South,Rio Grande do Sul,Oil_Soy,131663.547,2020-11-01
South,Santa Catarina,Oil_Soy,13126.661,2020-11-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,2325.84,2020-11-01
Mid-West,Goiás,Fatty_Acid_Other,2018.332,2020-11-01
Mid-West,Mato Grosso,Fatty_Acid_Other,26636.518,2020-11-01
Northeast,Bahia,Fatty_Acid_Other,5409.933,2020-11-01
North,Tocantins,Fatty_Acid_Other,297.366,2020-11-01
Southeast,Minas Gerais,Fatty_Acid_Other,3.315,2020-11-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,73.031,2020-11-01
Southeast,São Paulo,Fatty_Acid_Other,454.545,2020-11-01
South,Paraná,Fatty_Acid_Other,15825.844,2020-11-01
South,Rio Grande do Sul,Fatty_Acid_Other,17938.222,2020-11-01
Mid-West,Goiás,Fatty_Acid_Soy,508.165,2020-10-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,661.095,2020-10-01
Southeast,São Paulo,Fatty_Acid_Soy,795.455,2020-10-01
Mid-West,Goiás,Tallow_Cattle,2187.717,2020-10-01
Mid-West,Mato Grosso,Tallow_Cattle,265.434,2020-10-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,433.937,2020-10-01
Northeast,Bahia,Tallow_Cattle,7760.521,2020-10-01
North,Rondônia,Tallow_Cattle,309.978,2020-10-01
North,Tocantins,Tallow_Cattle,20.809,2020-10-01
Southeast,Minas Gerais,Tallow_Cattle,6401.771,2020-10-01
Southeast,São Paulo,Tallow_Cattle,8907.759,2020-10-01
South,Paraná,Tallow_Cattle,2544.247,2020-10-01
South,Rio Grande do Sul,Tallow_Cattle,16521.177,2020-10-01
Mid-West,Goiás,Tallow_Chicken,31.46,2020-10-01
Southeast,São Paulo,Tallow_Chicken,686.853,2020-10-01
South,Paraná,Tallow_Chicken,678.382,2020-10-01
South,Rio Grande do Sul,Tallow_Chicken,432.485,2020-10-01
Mid-West,Goiás,Tallow_Pork,497.211,2020-10-01
Mid-West,Mato Grosso,Tallow_Pork,33.47,2020-10-01
Southeast,Minas Gerais,Tallow_Pork,76.066,2020-10-01
Southeast,Rio de Janeiro,Tallow_Pork,4222.687,2020-10-01
Southeast,São Paulo,Tallow_Pork,701.144,2020-10-01
South,Paraná,Tallow_Pork,1651.764,2020-10-01
South,Rio Grande do Sul,Tallow_Pork,1433.324,2020-10-01
Mid-West,Goiás,Oil_Cotton,3650.757,2020-10-01
Mid-West,Mato Grosso,Oil_Cotton,4255.092,2020-10-01
Mid-West,Mato Grosso do Sul,Oil_Cotton,123.435,2020-10-01
Northeast,Bahia,Oil_Cotton,4567.363,2020-10-01
Northeast,Piauí,Oil_Cotton,524.227,2020-10-01
North,Tocantins,Oil_Cotton,586.343,2020-10-01
Southeast,São Paulo,Oil_Cotton,469.782,2020-10-01
South,Rio Grande do Sul,Oil_Cotton,255.239,2020-10-01
South,Rio Grande do Sul,Oil_Canola,759.135,2020-10-01
Mid-West,Goiás,UCO,0.096,2020-10-01
Mid-West,Mato Grosso do Sul,UCO,293.954,2020-10-01
Northeast,Bahia,UCO,45.945,2020-10-01
Southeast,Minas Gerais,UCO,72.252,2020-10-01
Southeast,Rio de Janeiro,UCO,4224.988,2020-10-01
Southeast,São Paulo,UCO,1673.499,2020-10-01
South,Paraná,UCO,0.806,2020-10-01
South,Rio Grande do Sul,UCO,310.496,2020-10-01
Mid-West,Goiás,Oil_Corn,493.078,2020-10-01
Southeast,Rio de Janeiro,Oil_Corn,110.444,2020-10-01
Southeast,São Paulo,Oil_Corn,394.989,2020-10-01
South,Paraná,Oil_Corn,166.317,2020-10-01
Mid-West,Goiás,Oil_Palm,3939.13,2020-10-01
Northeast,Bahia,Oil_Palm,7898.166,2020-10-01
Northeast,Piauí,Oil_Palm,177.084,2020-10-01
North,Rondônia,Oil_Palm,85.753,2020-10-01
North,Tocantins,Oil_Palm,833.046,2020-10-01
Southeast,São Paulo,Oil_Palm,874.875,2020-10-01
Mid-West,Goiás,Oil_Soy,67011.933,2020-10-01
Mid-West,Mato Grosso,Oil_Soy,92110.913,2020-10-01
Mid-West,Mato Grosso do Sul,Oil_Soy,23234.615,2020-10-01
Northeast,Bahia,Oil_Soy,13836.197,2020-10-01
Northeast,Piauí,Oil_Soy,6829.168,2020-10-01
North,Tocantins,Oil_Soy,13066.989,2020-10-01
Southeast,Minas Gerais,Oil_Soy,2072.622,2020-10-01
Southeast,Rio de Janeiro,Oil_Soy,2606.544,2020-10-01
Southeast,São Paulo,Oil_Soy,5678.811,2020-10-01
South,Paraná,Oil_Soy,59153.996,2020-10-01
South,Rio Grande do Sul,Oil_Soy,144790.27,2020-10-01
South,Santa Catarina,Oil_Soy,12038.778,2020-10-01
Mid-West,Mato Grosso,OUTROS ÁCIDOS GRAXOS,1475.41,2020-10-01
Mid-West,Goiás,Fatty_Acid_Other,2769.707,2020-10-01
Mid-West,Mato Grosso,Fatty_Acid_Other,27012.662,2020-10-01
Northeast,Bahia,Fatty_Acid_Other,7126.708,2020-10-01
North,Tocantins,Fatty_Acid_Other,396.899,2020-10-01
Southeast,Minas Gerais,Fatty_Acid_Other,3289.061,2020-10-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,267.774,2020-10-01
Southeast,São Paulo,Fatty_Acid_Other,443.182,2020-10-01
South,Paraná,Fatty_Acid_Other,14683.835,2020-10-01
South,Rio Grande do Sul,Fatty_Acid_Other,17645.873,2020-10-01
Mid-West,Goiás,Fatty_Acid_Soy,768.248,2020-09-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,500.0,2020-09-01
Southeast,São Paulo,Fatty_Acid_Soy,477.273,2020-09-01
Mid-West,Goiás,Tallow_Cattle,2822.154,2020-09-01
Mid-West,Mato Grosso,Tallow_Cattle,398.718,2020-09-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,604.487,2020-09-01
Northeast,Bahia,Tallow_Cattle,7839.522,2020-09-01
North,Rondônia,Tallow_Cattle,337.865,2020-09-01
North,Tocantins,Tallow_Cattle,123.347,2020-09-01
Southeast,Minas Gerais,Tallow_Cattle,6547.999,2020-09-01
Southeast,Rio de Janeiro,Tallow_Cattle,73.761,2020-09-01
Southeast,São Paulo,Tallow_Cattle,8174.31,2020-09-01
South,Paraná,Tallow_Cattle,3412.705,2020-09-01
South,Rio Grande do Sul,Tallow_Cattle,15872.637,2020-09-01
Mid-West,Goiás,Tallow_Chicken,433.126,2020-09-01
Southeast,Minas Gerais,Tallow_Chicken,76.682,2020-09-01
Southeast,São Paulo,Tallow_Chicken,923.024,2020-09-01
South,Paraná,Tallow_Chicken,2013.601,2020-09-01
South,Rio Grande do Sul,Tallow_Chicken,323.268,2020-09-01
Mid-West,Goiás,Tallow_Pork,582.033,2020-09-01
Southeast,Rio de Janeiro,Tallow_Pork,6208.562,2020-09-01
Southeast,São Paulo,Tallow_Pork,1488.806,2020-09-01
South,Rio Grande do Sul,Tallow_Pork,1733.86,2020-09-01
Mid-West,Goiás,Oil_Cotton,3127.301,2020-09-01
Mid-West,Mato Grosso,Oil_Cotton,5331.844,2020-09-01
Mid-West,Mato Grosso do Sul,Oil_Cotton,92.441,2020-09-01
Northeast,Bahia,Oil_Cotton,4535.407,2020-09-01
Northeast,Piauí,Oil_Cotton,377.251,2020-09-01
North,Tocantins,Oil_Cotton,13.572,2020-09-01
Southeast,São Paulo,Oil_Cotton,1215.558,2020-09-01
South,Rio Grande do Sul,Oil_Canola,477.427,2020-09-01
Mid-West,Goiás,UCO,50.041,2020-09-01
Mid-West,Mato Grosso do Sul,UCO,870.979,2020-09-01
Northeast,Bahia,UCO,76.374,2020-09-01
Southeast,Minas Gerais,UCO,72.538,2020-09-01
Southeast,Rio de Janeiro,UCO,4598.173,2020-09-01
Southeast,São Paulo,UCO,1361.442,2020-09-01
South,Paraná,UCO,131.841,2020-09-01
South,Rio Grande do Sul,UCO,271.573,2020-09-01
Mid-West,Mato Grosso,Oil_Sunflower,1412.426,2020-09-01
Mid-West,Goiás,Oil_Corn,606.439,2020-09-01
Southeast,Rio de Janeiro,Oil_Corn,150.639,2020-09-01
Southeast,São Paulo,Oil_Corn,413.897,2020-09-01
South,Paraná,Oil_Corn,77.64,2020-09-01
Mid-West,Goiás,Oil_Palm,3309.173,2020-09-01
Northeast,Bahia,Oil_Palm,6918.003,2020-09-01
Northeast,Piauí,Oil_Palm,166.606,2020-09-01
North,Rondônia,Oil_Palm,268.224,2020-09-01
North,Tocantins,Oil_Palm,325.555,2020-09-01
Southeast,São Paulo,Oil_Palm,785.735,2020-09-01
Southeast,São Paulo,Oil_Palmiste,229.505,2020-09-01
Mid-West,Goiás,Oil_Soy,68657.302,2020-09-01
Mid-West,Mato Grosso,Oil_Soy,94281.367,2020-09-01
Mid-West,Mato Grosso do Sul,Oil_Soy,28927.127,2020-09-01
Northeast,Bahia,Oil_Soy,18498.203,2020-09-01
Northeast,Piauí,Oil_Soy,6417.922,2020-09-01
North,Tocantins,Oil_Soy,12545.647,2020-09-01
